Country,Year,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k
Aruba,0,0,0,0,0,0,0,0,0.059988691,-0.058778997,0,0.05596221,-0.054833711
Aruba,5,0,0,0,0,0,0,0,0.054022357,-0.05957858,0,0.05039634,-0.055579626
Aruba,12,0,0,0,0,0,0,0,0.203120175,-0.055868867,0,0.189486613,-0.052118911
Aruba,19,0,0,0,0,0,0,0,0.0553736,-0.06093114,0,0.051656887,-0.056841401
Aruba,26,2.043568471,2.043568471,2.043568471,1.90640279,1.90640279,1.90640279,0.291938353,0.291938353,-0.070293003,0.272343256,0.272343256,-0.06557489
Aruba,33,1.291577061,1.291577061,1.291577061,1.204885546,1.204885546,1.204885546,-0.107427344,0.057639637,-0.107427344,-0.100216749,0.053770826,-0.100216749
Aruba,40,0.539585651,0.539585651,0.539585651,0.503368301,0.503368301,0.503368301,-0.107427344,0.093920116,-0.107427344,-0.100216749,0.087616135,-0.100216749
Aruba,47,-0.212405759,-0.212405759,-0.212405759,-0.198148943,-0.198148943,-0.198148943,-0.107427344,0.112299077,-0.107427344,-0.100216749,0.104761488,-0.100216749
Aruba,54,-0.96439717,-0.96439717,-0.96439717,-0.899666188,-0.899666188,-0.899666188,-0.107427344,0.119726889,-0.107427344,-0.100216749,0.11169074,-0.100216749
Aruba,61,2.571755963,2.571755963,2.571755963,2.399137985,2.399137985,2.399137985,0.505164733,0.505164733,-0.129784491,0.471257739,0.471257739,-0.121073269
Aruba,68,6.107909097,6.107909097,6.107909097,5.697942158,5.697942158,5.697942158,0.505164733,0.505164733,-0.108829617,0.471257739,0.471257739,-0.1015249
Aruba,75,9.64406223,9.64406223,9.64406223,8.996746331,8.996746331,8.996746331,0.505164733,0.505164733,-0.115838216,0.471257739,0.471257739,-0.108063078
Aruba,82,13.18021536,13.18021536,13.18021536,12.2955505,12.2955505,12.2955505,0.505164733,0.505164733,-0.158291868,0.471257739,0.471257739,-0.147667212
Aruba,89,16.7163685,16.7163685,16.7163685,15.59435468,15.59435468,15.59435468,0.505164733,0.505164733,-0.206414309,0.471257739,0.471257739,-0.192559643
Aruba,96,16.76305926,16.76305926,16.76305926,15.63791153,15.63791153,15.63791153,0.00667011,0.310316158,-0.265694076,0.006222407,0.28948753,-0.247860512
Aruba,103,16.80975003,16.80975003,16.80975003,15.68146838,15.68146838,15.68146838,0.00667011,0.312344385,-0.263549172,0.006222407,0.291379621,-0.245859576
Aruba,110,16.8564408,16.8564408,16.8564408,15.72502523,15.72502523,15.72502523,0.00667011,0.396369065,-0.247577577,0.006222407,0.369764509,-0.230960005
Aruba,117,16.90313157,16.90313157,16.90313157,15.76858208,15.76858208,15.76858208,0.00667011,0.403986358,-0.242475195,0.006222407,0.376870524,-0.226200098
Aruba,124,13.39412341,13.39412341,13.39412341,12.4951009,12.4951009,12.4951009,-0.50128688,0.409692029,-0.50128688,-0.467640169,0.382193226,-0.467640169
Aruba,131,9.885115252,9.885115252,9.885115252,9.221619713,9.221619713,9.221619713,-0.50128688,0.421059036,-0.50128688,-0.467640169,0.392797272,-0.467640169
Aruba,138,6.376107094,6.376107094,6.376107094,5.948138527,5.948138527,5.948138527,-0.50128688,0.410410498,-0.50128688,-0.467640169,0.382863471,-0.467640169
Aruba,145,2.867098937,2.867098937,2.867098937,2.674657341,2.674657341,2.674657341,-0.50128688,0.424240319,-0.50128688,-0.467640169,0.395765025,-0.467640169
Aruba,152,4.640456371,4.640456371,4.640456371,4.32898584,4.32898584,4.32898584,0.253336776,0.472130307,-0.106772423,0.236332643,0.440440605,-0.099605787
Aruba,159,6.413813805,6.413813805,6.413813805,5.983314339,5.983314339,5.983314339,0.253336776,0.461141081,-0.101762953,0.236332643,0.430188984,-0.094932556
Aruba,166,8.18717124,8.18717124,8.18717124,7.637642837,7.637642837,7.637642837,0.253336776,0.458992334,-0.102399932,0.236332643,0.428184462,-0.09552678
Aruba,173,9.960528674,9.960528674,9.960528674,9.291971336,9.291971336,9.291971336,0.253336776,0.423446781,-0.104608436,0.236332643,0.39502475,-0.097587048
Aruba,180,11.73388611,11.73388611,11.73388611,10.94629983,10.94629983,10.94629983,0.253336776,0.367791253,-0.099375643,0.236332643,0.343104858,-0.092705483
Aruba,187,9.941006983,9.941006983,9.941006983,9.273759954,9.273759954,9.273759954,-0.256125589,0.386190537,-0.256125589,-0.238934269,0.36026917,-0.238934269
Aruba,194,8.148127858,8.148127858,8.148127858,7.601220074,7.601220074,7.601220074,-0.256125589,0.383366054,-0.256125589,-0.238934269,0.357634268,-0.238934269
Aruba,201,6.355248733,6.355248733,6.355248733,5.928680193,5.928680193,5.928680193,-0.256125589,0.388584313,-0.256125589,-0.238934269,0.362502274,-0.238934269
Aruba,208,4.562369608,4.562369608,4.562369608,4.256140313,4.256140313,4.256140313,-0.256125589,0.377150643,-0.256125589,-0.238934269,0.35183604,-0.238934269
Aruba,215,6.201748548,6.201748548,6.201748548,5.785483043,5.785483043,5.785483043,0.234196991,0.399074213,-0.090032427,0.218477533,0.372288085,-0.08398939
Aruba,222,7.841127487,7.841127487,7.841127487,7.314825773,7.314825773,7.314825773,0.234196991,0.333238952,-0.092307979,0.218477533,0.310871731,-0.086112206
Aruba,229,9.480506427,9.480506427,9.480506427,8.844168503,8.844168503,8.844168503,0.234196991,0.327591612,-0.087486528,0.218477533,0.305603444,-0.081614374
Aruba,236,11.11988537,11.11988537,11.11988537,10.37351123,10.37351123,10.37351123,0.234196991,0.327653249,-0.083272161,0.218477533,0.305660944,-0.077682878
Aruba,243,12.75926431,12.75926431,12.75926431,11.90285396,11.90285396,11.90285396,0.234196991,0.327685083,-0.107457347,0.218477533,0.305690641,-0.100244738
Aruba,250,19.80595507,19.80595507,19.80595507,18.47656614,18.47656614,18.47656614,1.00667011,1.00667011,-0.154796349,0.939101739,0.939101739,-0.144406315
Aruba,257,26.85264584,26.85264584,26.85264584,25.05027832,25.05027832,25.05027832,1.00667011,1.00667011,-0.144600344,0.939101739,0.939101739,-0.134894672
Aruba,264,33.89933661,33.89933661,33.89933661,31.62399049,31.62399049,31.62399049,1.00667011,1.00667011,-0.124463336,0.939101739,0.939101739,-0.116109274
Aruba,271,40.94602738,40.94602738,40.94602738,38.19770267,38.19770267,38.19770267,1.00667011,1.00667011,-0.12017157,0.939101739,0.939101739,-0.112105574
Aruba,278,44.39185793,44.39185793,44.39185793,41.41224677,41.41224677,41.41224677,0.492261507,0.492261507,-0.129926012,0.459220586,0.459220586,-0.121205291
Aruba,285,47.83768848,47.83768848,47.83768848,44.62679088,44.62679088,44.62679088,0.492261507,0.492261507,-0.089191258,0.459220586,0.459220586,-0.083204681
Aruba,292,51.28351903,51.28351903,51.28351903,47.84133498,47.84133498,47.84133498,0.492261507,0.492261507,-0.089697217,0.459220586,0.459220586,-0.08367668
Aruba,299,54.72934959,54.72934959,54.72934959,51.05587909,51.05587909,51.05587909,0.492261507,0.492261507,-0.084657609,0.459220586,0.459220586,-0.078975334
Aruba,306,54.21604035,54.21604035,54.21604035,50.57702351,50.57702351,50.57702351,-0.07332989,0.335725688,-0.09013146,-0.068407939,0.313191556,-0.084081776
Aruba,313,53.70273112,53.70273112,53.70273112,50.09816794,50.09816794,50.09816794,-0.07332989,0.327843634,-0.08438658,-0.068407939,0.30583855,-0.078722496
Aruba,320,53.18942189,53.18942189,53.18942189,49.61931236,49.61931236,49.61931236,-0.07332989,0.277015773,-0.074776318,-0.068407939,0.258422289,-0.069757282
Aruba,327,52.67611266,52.67611266,52.67611266,49.14045679,49.14045679,49.14045679,-0.07332989,0.273676848,-0.082162972,-0.068407939,0.255307475,-0.076648138
Aruba,334,52.16280342,52.16280342,52.16280342,48.66160122,48.66160122,48.66160122,-0.07332989,0.283747411,-0.07332989,-0.068407939,0.264702095,-0.068407939
Aruba,341,51.22798881,51.22798881,51.22798881,47.78953199,47.78953199,47.78953199,-0.133544944,0.367117549,-0.133544944,-0.124581318,0.342476374,-0.124581318
Aruba,348,50.29317421,50.29317421,50.29317421,46.91746276,46.91746276,46.91746276,-0.133544944,0.370425141,-0.133544944,-0.124581318,0.345561958,-0.124581318
Aruba,355,49.3583596,49.3583596,49.3583596,46.04539353,46.04539353,46.04539353,-0.133544944,0.36040673,-0.133544944,-0.124581318,0.33621599,-0.124581318
Aruba,362,48.42354499,48.42354499,48.42354499,45.1733243,45.1733243,45.1733243,-0.133544944,0.352208152,-0.133544944,-0.124581318,0.328567706,-0.124581318
Aruba,369,49.22747513,50.84356412,48.09434783,45.92329412,47.43091013,44.86622308,0.114847163,0.345717018,-0.047028165,0.107138545,0.322512261,-0.043871603
Aruba,376,50.36374357,53.38437689,47.27624001,46.98329546,49.80118185,44.1030272,0.162324062,0.342206857,-0.123402138,0.151428763,0.319237704,-0.115119304
Aruba,383,51.0902815,55.78020674,46.92681421,47.66106768,52.036202,43.77705509,0.103791133,0.342261407,-0.07699585,0.096824603,0.319288593,-0.071827837
Aruba,390,51.83591561,58.19467422,46.30038916,48.35665433,54.28860881,43.19267612,0.106519158,0.344923925,-0.107127007,0.099369521,0.321772401,-0.099936571
Aruba,397,52.15885951,60.63524276,45.8711692,48.65792202,56.56536476,42.79226569,0.046134844,0.318176477,-0.092340246,0.043038242,0.296820259,-0.086142307
Aruba,404,52.55041775,63.03776219,45.26059079,49.02319861,58.80662548,42.2226697,0.05593689,0.317129354,-0.129128413,0.052182369,0.29584342,-0.120461228
Aruba,411,53.39417685,65.46735072,45.00292125,49.81032404,61.07313841,41.98229512,0.120537015,0.330648486,-0.089576583,0.11244649,0.308455139,-0.083564143
Aruba,418,53.77414577,67.89299711,44.02179931,50.16478919,63.3359738,41.06702674,0.054281274,0.344656118,-0.086679339,0.050637879,0.321522569,-0.080861364
Aruba,425,54.16196902,70.25251772,43.01820791,50.52658149,65.53712181,40.13079706,0.055403322,0.340120374,-0.069141892,0.051684614,0.317291267,-0.064501042
Aruba,432,54.5618605,72.28464427,42.61315567,50.89963198,67.43285066,39.75293219,0.057127353,0.346016664,-0.088088342,0.053292927,0.322791794,-0.082175794
Aruba,439,54.94616235,74.36733246,42.2827729,51.25813923,69.37574743,39.44472494,0.054900264,0.369833564,-0.069517433,0.051215322,0.345010088,-0.064851376
Aruba,446,55.30119737,76.39805684,41.96680605,51.58934406,71.27016824,39.149966,0.050719289,0.336584035,-0.08839008,0.047314976,0.31399229,-0.082457279
Aruba,453,56.14600845,79.76043131,41.56854039,52.37745086,74.40685789,38.77843219,0.120687298,0.384708508,-0.087177334,0.112586686,0.358886616,-0.081325933
Aruba,460,56.51167853,81.85995738,40.67521524,52.71857692,76.36546236,37.94506763,0.052238583,0.406539777,-0.108019242,0.048732294,0.379252556,-0.100768918
Aruba,467,56.95456239,83.87401562,39.92345482,53.13173412,78.24433567,37.24376586,0.063269123,0.438476431,-0.126014753,0.059022457,0.4090456,-0.117556559
Aruba,474,57.60442145,86.03052946,39.74893889,53.7379742,80.25610286,37.08096356,0.092837008,0.453061391,-0.112514105,0.086605726,0.422651608,-0.104962083
Aruba,481,58.66414646,88.27192662,39.65523191,54.72656976,82.34705595,36.99354626,0.151389287,0.454071753,-0.119598928,0.141227937,0.423594154,-0.111571368
Aruba,488,59.31532627,91.51079398,39.1181989,55.33404195,85.36852836,36.49255926,0.093025687,0.450963129,-0.129986879,0.086781741,0.420694183,-0.121262073
Aruba,495,60.36995481,95.64675861,38.56104426,56.31788312,89.22688428,35.97280121,0.150661221,0.452707075,-0.121840091,0.140548739,0.422321074,-0.113662103
Aruba,502,61.55469183,97.96222129,38.24448935,57.4230998,91.38693156,35.67749368,0.169248146,0.501639492,-0.127964397,0.157888097,0.467969114,-0.119375341
Aruba,509,62.52780749,100.3667991,37.54755191,58.33089929,93.63011253,35.02733514,0.139016523,0.698814071,-0.118007052,0.129685641,0.651909204,-0.11008634
Aruba,516,63.64410084,104.96855,35.47898904,59.37226628,97.92299081,33.0976156,0.159470478,0.701884989,-0.156211939,0.148766713,0.654774,-0.145726889
Aruba,523,64.72336197,111.4057341,33.40378278,60.37908668,103.9281068,31.16169857,0.154180161,0.681257157,-0.149747086,0.143831486,0.635530722,-0.139695962
Aruba,530,65.80545189,115.4171931,32.51044976,61.38854601,107.670314,30.32832665,0.154584275,0.695900445,-0.145938906,0.144208475,0.649191142,-0.136143389
Aruba,537,66.82732768,121.2115657,31.84487106,62.34183281,113.0757644,29.70742205,0.145982255,0.460498149,-0.134606039,0.136183829,0.429589206,-0.125571192
Aruba,544,67.77873796,124.9569207,31.19068233,63.22938379,116.5697287,29.0971429,0.135915754,0.493911791,-0.093455534,0.126792998,0.460760102,-0.087182736
Aruba,551,68.72673508,126.4277094,30.55200863,64.11375072,117.9417971,28.50133741,0.135428161,0.472871786,-0.091950262,0.126338132,0.441132316,-0.085778499
Aruba,558,69.74572931,127.9171407,29.81850779,65.06434937,119.3312568,27.81706963,0.145570604,0.469494552,-0.104785835,0.135799808,0.437981764,-0.09775254
Aruba,565,70.72360978,131.0886226,28.87571104,65.97659385,122.2898667,26.93755403,0.13969721,0.470704284,-0.083381598,0.13032064,0.439110298,-0.077784969
Aruba,572,71.65998022,133.7021728,27.97131569,66.85011448,124.7279937,26.09386229,0.133767205,0.455529418,-0.084541381,0.124788661,0.424953979,-0.078866907
Aruba,579,72.53086162,136.8229083,27.085906,67.66254174,127.6392633,25.26788189,0.124411629,0.452173231,-0.071318337,0.116061037,0.421823062,-0.066531403
Aruba,586,73.42696782,139.9139129,26.12229399,68.4985007,130.5227976,24.36894817,0.128015172,0.468264904,-0.090843138,0.119422708,0.436834651,-0.084745686
Aruba,593,74.36228096,143.0130104,25.82636515,69.371035,133.4138816,24.09288227,0.133616163,0.468760621,-0.085504899,0.124647757,0.437297095,-0.079765753
Aruba,600,75.3186013,147.8211876,25.53347314,70.26316647,137.8993307,23.81964937,0.136617191,0.575547055,-0.095503385,0.127447354,0.536915952,-0.089093134
Aruba,607,76.16007996,150.9473339,25.1316931,71.04816452,140.8156481,23.44483707,0.120211236,0.564946783,-0.117835074,0.112142578,0.527027178,-0.109925905
Aruba,614,76.54136276,156.4701928,24.66413354,71.40385537,145.967809,23.00866042,0.054468972,0.785664813,-0.10321129,0.050812978,0.732930466,-0.096283679
Aruba,621,76.98914727,160.9012183,24.17131178,71.82158429,150.1014211,22.54891719,0.063969217,0.557277472,-0.115694367,0.05967556,0.519872636,-0.107928884
Aruba,628,77.4490885,163.6589626,23.87971039,72.25065395,152.6740637,22.27688828,0.065705889,0.53163161,-0.125983662,0.061295666,0.495948141,-0.117527554
Aruba,635,77.78471269,166.1977654,23.99582208,72.56375082,155.0424603,22.38520648,0.047946313,0.472485257,-0.175103363,0.044728124,0.440771731,-0.163350308
Aruba,642,78.01594161,168.1065021,24.05247652,72.7794595,156.8230814,22.43805823,0.033032703,0.475054593,-0.155936376,0.030815526,0.443168611,-0.145469822
Aruba,649,78.66012627,168.2250803,23.35053212,73.38040605,156.9337005,21.78322881,0.09202638,0.256693108,-0.204285974,0.085849508,0.239463695,-0.190574163
Aruba,656,79.15024007,168.3517969,23.03760361,73.83762309,157.0519119,21.49130426,0.070016257,0.265454418,-0.211516819,0.065316719,0.24763694,-0.197319669
Aruba,663,79.47266774,168.4672328,22.45637347,74.13840919,157.1595996,20.94908669,0.046061095,0.267659535,-0.168067191,0.042969444,0.249694048,-0.156786409
Aruba,670,79.8018028,169.2544867,21.87578657,74.4454525,157.8940125,20.40746916,0.047019296,0.240025604,-0.148558565,0.043863329,0.223914925,-0.138587215
Aruba,677,80.12657931,169.4634439,21.29053956,74.74842979,158.0889444,19.86150432,0.046396644,0.239540406,-0.174455017,0.04328247,0.223462294,-0.16274548
Aruba,684,80.49550776,169.6829363,20.7438394,75.09259551,158.2937043,19.35149904,0.052704064,0.222225408,-0.141503519,0.049166532,0.20730949,-0.132005708
Aruba,691,80.7863788,170.1593475,19.96347885,75.3639431,158.7381384,18.62351681,0.041553007,0.304437837,-0.170547614,0.038763941,0.284003766,-0.159100344
Aruba,698,81.33667263,170.7730444,19.24354693,75.87730084,159.3106436,17.95190721,0.078613404,0.31562064,-0.15841867,0.07333682,0.294435972,-0.147785503
Aruba,703,81.77738675,173.686063,18.74135482,76.28843393,162.0281384,17.48342256,0.088142823,0.338326988,-0.145429067,0.082226618,0.315618255,-0.135667771
Afghanistan,0,-49.99694933,69.76456185,-71.28450372,-0.125508754,0.17513195,-0.178947503,-7.142421333,9.966365978,-10.18350053,-0.017929822,0.02501885,-0.025563929
Afghanistan,5,-99.99389867,149.5838526,-139.1164956,-0.251017508,0.37550457,-0.349228068,-7.142421333,10.54706892,-9.936892542,-0.017929822,0.026476605,-0.024944862
Afghanistan,12,-149.990848,223.3164131,-208.4155235,-0.376526262,0.560597499,-0.523191375,-7.142421333,10.53322292,-9.928245864,-0.017929822,0.026441847,-0.024923156
Afghanistan,19,-231.8693085,319.8114498,-327.2858393,-0.582068074,0.802831715,-0.821594886,-11.69692293,14.48059595,-21.67843275,-0.029363116,0.036351049,-0.054419982
Afghanistan,26,-281.4779983,406.2778717,-475.9645987,-0.706602169,1.019890816,-1.194827375,-7.086955678,14.04601653,-23.24550152,-0.017790585,0.035260112,-0.058353839
Afghanistan,33,-301.1151713,449.9765594,-602.4350365,-0.755897919,1.129588866,-1.512309687,-2.805310428,14.20184515,-19.48563066,-0.00704225,0.035651293,-0.048915329
Afghanistan,40,-392.3401677,489.9654255,-742.5707801,-0.984902604,1.229974046,-1.864096402,-13.03214234,15.36410153,-35.18250302,-0.032714955,0.038568938,-0.088319631
Afghanistan,47,-470.7238737,665.0467875,-968.9564479,-1.181671435,1.669485734,-2.432398738,-11.19767229,25.34413863,-34.39361734,-0.028109833,0.063622107,-0.086339269
Afghanistan,54,-528.4028148,749.8420093,-1190.394951,-1.32646451,1.882349574,-2.988282066,-8.239848734,34.35722528,-42.09266389,-0.020684725,0.086247913,-0.105666403
Afghanistan,61,-589.1432978,824.3785024,-1349.538282,-1.47894306,2.069460638,-3.387784064,-8.677211857,29.2668121,-50.28961943,-0.02178265,0.073469305,-0.126243452
Afghanistan,68,-562.4184864,1187.759631,-1437.387329,-1.411855011,2.981666548,-3.60831401,3.817830208,81.59432,-41.54588639,0.009584007,0.204828526,-0.104293812
Afghanistan,75,-331.7190707,1754.860511,-1675.249572,-0.832723752,4.405275903,-4.205426316,32.95705939,94.79543427,-45.13703469,0.082733037,0.237967656,-0.113308773
Afghanistan,82,-213.4221249,2145.082429,-2015.448904,-0.535759588,5.384861006,-5.059438307,16.89956368,71.65648575,-52.12974492,0.042423452,0.1798813,-0.130862771
Afghanistan,89,-291.0902902,2432.489712,-2176.056463,-0.730732177,6.106347625,-5.462615998,-11.09545219,66.57481484,-65.07648927,-0.027853227,0.167124638,-0.163363349
Afghanistan,96,-246.3506128,2903.689506,-2600.016568,-0.618420901,7.289213778,-6.526895025,6.391382498,91.78439417,-64.92112034,0.016044468,0.230408957,-0.162973322
Afghanistan,103,-19.72495714,3587.778483,-2962.958634,-0.049516117,9.006501658,-7.437998743,32.37509366,100.5789018,-68.82995021,0.081272112,0.252486058,-0.172785768
Afghanistan,110,71.78720252,4012.31407,-3156.39451,0.180209442,10.07222533,-7.923586286,13.07316566,73.823298,-65.18207387,0.032817937,0.18532071,-0.163628401
Afghanistan,117,237.5984246,4168.128823,-3406.143591,0.596450036,10.46337151,-8.550538458,23.68731745,77.13952807,-65.8612225,0.059462942,0.193645536,-0.165333287
Afghanistan,124,418.6306148,4622.900625,-3595.068069,1.050900256,11.60499801,-9.024800911,25.86174145,92.24963612,-28.11929842,0.06492146,0.231576867,-0.070588669
Afghanistan,131,644.4940869,5164.037619,-3731.235697,1.617891709,12.96342949,-9.366626353,32.26621029,113.9866309,-22.53051574,0.080998779,0.286143859,-0.05655899
Afghanistan,138,1116.554214,5893.516491,-3778.938511,2.802917579,14.7946609,-9.486376074,67.43716103,147.8470495,-12.13449479,0.16928941,0.371144624,-0.030461565
Afghanistan,145,1568.67657,6698.636937,-3773.899228,3.937893099,16.8157775,-9.473725821,64.58890801,143.3038938,-15.6008614,0.16213936,0.359739812,-0.039163283
Afghanistan,152,2166.434464,7641.618686,-3535.941572,5.438461623,19.18297121,-8.876373996,85.39398485,201.2845624,13.11407386,0.214366932,0.505290322,0.03292063
Afghanistan,159,2924.459898,8987.247728,-2991.939627,7.341354279,22.5609418,-7.510750548,108.2893477,241.1809808,38.36851505,0.271841808,0.605443428,0.096317567
Afghanistan,166,3764.516216,10488.0844,-2772.528538,9.450171381,26.32853448,-6.959956696,120.0080455,236.8889449,28.61763922,0.301259586,0.594669009,0.071839668
Afghanistan,173,4634.678163,12098.47322,-2524.144644,11.63456349,30.37113903,-6.336431591,124.3088496,241.7585898,35.48341347,0.312056016,0.606893416,0.089075015
Afghanistan,180,5612.976192,13586.36974,-2086.338707,14.09041266,34.10624769,-5.237394981,139.7568612,230.1006143,43.309882,0.350835596,0.577628071,0.10872202
Afghanistan,187,6697.346303,15195.69503,-1695.429506,16.81253758,38.14618242,-4.256084574,154.9100159,219.9665113,43.74262142,0.388874988,0.552188146,0.109808338
Afghanistan,194,7645.206642,16448.94626,-1049.205246,19.19197816,41.29225437,-2.633849561,135.4086199,223.5165949,42.30962516,0.339920083,0.561100021,0.106211047
Afghanistan,201,8487.006059,17774.39575,-592.394685,21.30517101,44.61956766,-1.487105109,120.2570595,218.4765082,30.75836126,0.301884693,0.548447749,0.077213583
Afghanistan,208,8953.107007,18854.44233,-152.3664098,22.47523739,47.3308391,-0.382489702,66.58584965,185.4775559,25.0142252,0.167152339,0.465609547,0.062793916
Afghanistan,215,9474.973945,19712.99018,327.2491763,23.7852947,49.48607601,0.82150285,74.55241978,189.6197942,17.41049049,0.187151045,0.476007925,0.043706046
Afghanistan,222,10059.09763,20820.50654,820.6851217,25.25163689,52.26630562,2.06018904,83.44624076,185.9887563,39.80737589,0.209477455,0.466892828,0.09992958
Afghanistan,229,10516.32698,21777.83185,1182.251033,26.39943263,54.66950637,2.96783816,65.31847794,212.390275,36.52434467,0.16397082,0.533169306,0.091688094
Afghanistan,236,11063.19746,22599.57986,1659.532403,27.77225706,56.7323636,4.165971061,78.12435545,159.4341832,32.23105274,0.196117776,0.400232133,0.080910522
Afghanistan,243,11983.65593,23409.03566,2152.453957,30.08290995,58.76436338,5.403365961,131.4940669,193.0490772,9.742314402,0.33009327,0.484616551,0.024456407
Afghanistan,250,12570.24274,24234.40979,2666.913307,31.55543539,60.83632336,6.694827797,83.79811586,191.4185176,29.13743658,0.210360777,0.480523311,0.07314453
Afghanistan,257,13184.84276,25096.83352,3069.5658,33.09828317,63.00129001,7.705617724,87.80000248,179.255983,34.38706162,0.220406826,0.449991357,0.086322812
Afghanistan,264,13882.05214,25983.7014,3556.513081,34.84850756,65.2276195,8.928015236,99.60133964,191.6693672,38.74672854,0.250032056,0.481153026,0.097267007
Afghanistan,271,14471.78532,27127.3413,4046.232836,36.32893142,68.09853104,10.15737257,84.24759732,175.2357988,40.09836174,0.211489123,0.439899375,0.10066005
Afghanistan,278,15060.50745,28449.69732,4312.187341,37.80681722,71.41807869,10.82500567,84.10316163,169.436354,36.89415487,0.211126542,0.425340865,0.092616439
Afghanistan,285,15850.68386,29444.65221,4569.465151,39.79041936,73.91574206,11.47085743,112.8823435,183.4824944,36.75397281,0.283371735,0.460601288,0.092264536
Afghanistan,292,16649.56133,30537.08916,4822.382475,41.79586406,76.65811738,12.10576293,114.1253542,187.7118445,39.24143994,0.2864921,0.471218345,0.098508895
Afghanistan,299,17502.62743,31401.3325,4968.212189,43.93733996,78.82765187,12.47184338,121.8665845,193.1747457,38.44427845,0.305925129,0.48493202,0.096507758
Afghanistan,306,18352.27495,32223.70369,5134.817548,46.07023413,80.89207348,12.89007752,121.3782173,199.6382116,40.60787121,0.304699167,0.501157441,0.101939086
Afghanistan,313,19202.8416,33949.56469,5272.363226,48.20543562,85.2245511,13.23536232,121.5095216,205.7731814,38.78649426,0.305028784,0.516558229,0.097366832
Afghanistan,320,20142.50305,35662.75279,5452.411211,50.5642943,89.52521556,13.68734186,134.23735,211.6905534,41.73406178,0.336979811,0.531412775,0.104766194
Afghanistan,327,21098.80556,37281.86168,5696.114078,52.96492751,93.58971035,14.29911605,136.6146451,229.6398065,34.81469534,0.342947602,0.576471292,0.087396313
Afghanistan,334,21944.16584,38725.66616,5936.114519,55.08705929,97.2141335,14.90159593,120.7657536,221.9779216,44.78315228,0.303161682,0.557237446,0.112420412
Afghanistan,341,22925.45506,39832.60568,6299.242389,57.55041734,99.99291506,15.81316608,140.1841747,241.2607322,38.49866058,0.351908293,0.60564363,0.096644275
Afghanistan,348,23667.12532,40895.69263,6647.189797,59.41225314,102.6616122,16.68662829,105.9528943,213.69373,35.49387146,0.265976543,0.536441406,0.089101268
Afghanistan,355,24433.86247,42201.9193,7060.1047,61.33701507,105.9406699,17.72318023,109.533879,204.1493678,26.61566159,0.27496599,0.512481924,0.066814047
Afghanistan,362,24942.65665,43183.18493,7654.830852,62.61425545,108.4039688,19.21613809,72.68488194,181.7610809,21.68913653,0.182462912,0.456279975,0.054446852
Afghanistan,369,25443.30508,43994.38851,8203.888638,63.87104736,110.440356,20.59445336,71.52120503,157.1047237,21.56865109,0.179541701,0.394384425,0.054144394
Afghanistan,376,25944.66071,44753.61419,8713.113813,65.12961454,112.3462617,21.87277569,71.62223166,150.5877174,17.69236637,0.179795311,0.3780246,0.044413647
Afghanistan,383,26346.75127,45374.68171,8968.927662,66.13899383,113.905345,22.51495243,57.44150884,133.4953857,17.54958704,0.144197042,0.335117237,0.044055224
Afghanistan,390,26754.94027,46108.75335,9036.691869,67.16368222,115.7481058,22.68506283,58.31271523,144.6143786,13.12284244,0.146384056,0.363029559,0.032942642
Afghanistan,397,27230.56958,46934.50814,9192.035547,68.3576679,117.8210214,23.07502645,67.94704376,130.7398528,14.22811144,0.170569383,0.328199945,0.03571723
Afghanistan,404,27622.05708,47742.27301,9372.607418,69.34043004,119.8487763,23.52832112,55.92678621,126.0063662,-0.572806367,0.140394591,0.31631734,-0.001437932
Afghanistan,411,28036.11756,48624.45017,9523.703226,70.37985775,122.0633306,23.90762119,59.15149678,146.6983308,10.19268778,0.148489673,0.368260963,0.025586992
Afghanistan,418,28445.80662,49515.23255,9793.412941,71.40831176,124.2994868,24.58468111,58.52700792,148.522201,18.15824648,0.146922001,0.372839476,0.045583159
Afghanistan,425,28897.78936,50379.05946,10074.43777,72.54293682,126.4679758,25.29014566,64.56896401,158.5098945,20.59048339,0.162089294,0.397911865,0.051688872
Afghanistan,432,29336.4018,51117.16438,10282.56838,73.64399799,128.3208615,25.81262183,62.65891897,151.1103116,5.244000674,0.157294454,0.379336483,0.013164163
Afghanistan,439,29777.93834,52168.04689,10404.84161,74.75239964,130.9589215,26.11956777,63.0766488,148.2953514,17.46760413,0.158343093,0.372270009,0.04384942
Afghanistan,446,30290.16877,52920.47421,10570.51854,76.03826616,132.8477611,26.53547124,73.17577551,148.9987957,8.607822525,0.183695216,0.374035885,0.02160846
Afghanistan,453,30994.39351,53775.59999,10761.03913,77.80610141,134.9944075,27.01374045,100.6035341,181.6294918,24.5507388,0.252547893,0.455949643,0.061630413
