date,location,vaccine,total_vaccinations
2021-08-16,Germany,Johnson&Johnson,2646082
2021-08-17,Germany,Johnson&Johnson,2661491
2021-08-18,Germany,Johnson&Johnson,2679851
2021-08-19,Germany,Johnson&Johnson,2697900
2021-08-20,Germany,Johnson&Johnson,2719495
2021-08-21,Germany,Johnson&Johnson,2733629
2021-08-22,Germany,Johnson&Johnson,2739567
2021-08-23,Germany,Johnson&Johnson,2753209
2021-08-24,Germany,Johnson&Johnson,2769544
2021-08-25,Germany,Johnson&Johnson,2787798
2021-08-26,Germany,Johnson&Johnson,2805909
2021-08-27,Germany,Johnson&Johnson,2824605
2021-08-28,Germany,Johnson&Johnson,2839463
2021-08-29,Germany,Johnson&Johnson,2845919
2021-08-30,Germany,Johnson&Johnson,2858702
2021-08-31,Germany,Johnson&Johnson,2872877
2021-09-01,Germany,Johnson&Johnson,2887841
2021-09-02,Germany,Johnson&Johnson,2902044
2021-09-03,Germany,Johnson&Johnson,2917000
2021-09-04,Germany,Johnson&Johnson,2926876
2021-09-05,Germany,Johnson&Johnson,2932074
2021-09-06,Germany,Johnson&Johnson,2940818
2021-09-07,Germany,Johnson&Johnson,2951733
2021-09-08,Germany,Johnson&Johnson,2964044
2021-09-09,Germany,Johnson&Johnson,2977326
2021-09-10,Germany,Johnson&Johnson,2992795
2021-09-11,Germany,Johnson&Johnson,3003732
2021-09-12,Germany,Johnson&Johnson,3009045
2021-09-13,Germany,Johnson&Johnson,3020810
2021-09-14,Germany,Johnson&Johnson,3033444
2021-09-15,Germany,Johnson&Johnson,3047889
2021-09-16,Germany,Johnson&Johnson,3062960
2021-09-17,Germany,Johnson&Johnson,3079159
2021-09-18,Germany,Johnson&Johnson,3089381
2021-09-19,Germany,Johnson&Johnson,3094233
2021-09-20,Germany,Johnson&Johnson,3103469
2021-09-21,Germany,Johnson&Johnson,3113490
2021-09-22,Germany,Johnson&Johnson,3125014
2021-09-23,Germany,Johnson&Johnson,3137404
2021-09-24,Germany,Johnson&Johnson,3150812
2021-09-25,Germany,Johnson&Johnson,3159243
2021-09-26,Germany,Johnson&Johnson,3163424
2021-09-27,Germany,Johnson&Johnson,3171632
2021-09-28,Germany,Johnson&Johnson,3181258
2021-09-29,Germany,Johnson&Johnson,3191126
2021-09-30,Germany,Johnson&Johnson,3201027
2021-10-01,Germany,Johnson&Johnson,3207016
2021-10-02,Germany,Johnson&Johnson,3210202
2021-10-03,Germany,Johnson&Johnson,3211257
2021-10-04,Germany,Johnson&Johnson,3216163
2021-10-05,Germany,Johnson&Johnson,3221647
2021-10-06,Germany,Johnson&Johnson,3227652
2021-10-07,Germany,Johnson&Johnson,3234541
2021-10-08,Germany,Johnson&Johnson,3241280
2021-10-09,Germany,Johnson&Johnson,3244530
2021-10-10,Germany,Johnson&Johnson,3245924
2021-10-11,Germany,Johnson&Johnson,3249767
2021-10-12,Germany,Johnson&Johnson,3254568
2021-10-13,Germany,Johnson&Johnson,3259510
2021-10-14,Germany,Johnson&Johnson,3264661
2021-10-15,Germany,Johnson&Johnson,3269923
2021-10-16,Germany,Johnson&Johnson,3272589
2021-10-17,Germany,Johnson&Johnson,3273618
2021-10-18,Germany,Johnson&Johnson,3276604
2021-10-19,Germany,Johnson&Johnson,3280603
2021-10-20,Germany,Johnson&Johnson,3284739
2021-10-21,Germany,Johnson&Johnson,3288887
2021-10-22,Germany,Johnson&Johnson,3293146
2021-10-23,Germany,Johnson&Johnson,3295372
2021-10-24,Germany,Johnson&Johnson,3296185
2021-10-25,Germany,Johnson&Johnson,3299104
2021-10-26,Germany,Johnson&Johnson,3302829
2021-10-27,Germany,Johnson&Johnson,3306151
2021-10-28,Germany,Johnson&Johnson,3309892
2021-10-29,Germany,Johnson&Johnson,3313706
2021-10-30,Germany,Johnson&Johnson,3315877
2021-10-31,Germany,Johnson&Johnson,3316552
2021-11-01,Germany,Johnson&Johnson,3318054
2021-11-02,Germany,Johnson&Johnson,3320428
2021-11-03,Germany,Johnson&Johnson,3324505
2021-11-04,Germany,Johnson&Johnson,3328075
2021-11-05,Germany,Johnson&Johnson,3332121
2021-11-06,Germany,Johnson&Johnson,3334933
2021-11-07,Germany,Johnson&Johnson,3336137
2021-11-08,Germany,Johnson&Johnson,3339244
2021-11-09,Germany,Johnson&Johnson,3343899
2021-11-10,Germany,Johnson&Johnson,3348391
2021-11-11,Germany,Johnson&Johnson,3352862
2021-11-12,Germany,Johnson&Johnson,3357608
2021-11-13,Germany,Johnson&Johnson,3360600
2021-11-14,Germany,Johnson&Johnson,3361504
2021-11-15,Germany,Johnson&Johnson,3364927
2021-11-16,Germany,Johnson&Johnson,3369162
2021-11-17,Germany,Johnson&Johnson,3373708
2021-11-18,Germany,Johnson&Johnson,3378808
2021-11-19,Germany,Johnson&Johnson,3385629
2021-11-20,Germany,Johnson&Johnson,3392125
2021-11-21,Germany,Johnson&Johnson,3394225
2021-11-22,Germany,Johnson&Johnson,3400666
2021-11-23,Germany,Johnson&Johnson,3410469
2021-11-24,Germany,Johnson&Johnson,3422394
2021-11-25,Germany,Johnson&Johnson,3434164
2021-11-26,Germany,Johnson&Johnson,3446065
2021-11-27,Germany,Johnson&Johnson,3457780
2021-11-28,Germany,Johnson&Johnson,3461760
2021-11-29,Germany,Johnson&Johnson,3469737
2021-11-30,Germany,Johnson&Johnson,3478398
2021-12-01,Germany,Johnson&Johnson,3486578
2021-12-02,Germany,Johnson&Johnson,3494481
2021-12-03,Germany,Johnson&Johnson,3501575
2021-12-04,Germany,Johnson&Johnson,3508633
2021-12-05,Germany,Johnson&Johnson,3510470
2021-12-06,Germany,Johnson&Johnson,3516352
2021-12-07,Germany,Johnson&Johnson,3521761
2021-12-08,Germany,Johnson&Johnson,3527305
2021-12-09,Germany,Johnson&Johnson,3532426
2021-12-10,Germany,Johnson&Johnson,3537929
2021-12-11,Germany,Johnson&Johnson,3541883
2021-12-12,Germany,Johnson&Johnson,3542993
2021-12-13,Germany,Johnson&Johnson,3546406
2021-12-14,Germany,Johnson&Johnson,3549883
2021-12-15,Germany,Johnson&Johnson,3553615
2021-12-16,Germany,Johnson&Johnson,3557413
2021-12-17,Germany,Johnson&Johnson,3560702
2021-12-18,Germany,Johnson&Johnson,3562418
2021-12-19,Germany,Johnson&Johnson,3563158
2021-12-20,Germany,Johnson&Johnson,3565016
2021-12-21,Germany,Johnson&Johnson,3567578
2021-12-22,Germany,Johnson&Johnson,3569385
2021-12-23,Germany,Johnson&Johnson,3570735
2021-12-24,Germany,Johnson&Johnson,3571571
