date,vaccine,total_vaccinations,location
2021-06-13,Pfizer/BioNTech,29473336,Italy
2021-06-14,Johnson&Johnson,1159902,Italy
2021-06-14,Moderna,4006444,Italy
2021-06-14,Oxford/AstraZeneca,8104037,Italy
2021-06-14,Pfizer/BioNTech,29913135,Italy
2021-06-15,Johnson&Johnson,1167018,Italy
2021-06-15,Moderna,4083625,Italy
2021-06-15,Oxford/AstraZeneca,8141611,Italy
2021-06-15,Pfizer/BioNTech,30327964,Italy
2021-06-16,Johnson&Johnson,1175053,Italy
2021-06-16,Moderna,4170924,Italy
2021-06-16,Oxford/AstraZeneca,8186250,Italy
2021-06-16,Pfizer/BioNTech,30746045,Italy
2021-06-17,Johnson&Johnson,1183002,Italy
2021-06-17,Moderna,4240227,Italy
2021-06-17,Oxford/AstraZeneca,8228998,Italy
2021-06-17,Pfizer/BioNTech,31231160,Italy
2021-06-18,Johnson&Johnson,1188958,Italy
2021-06-18,Moderna,4296737,Italy
2021-06-18,Oxford/AstraZeneca,8271066,Italy
2021-06-18,Pfizer/BioNTech,31736334,Italy
2021-06-19,Johnson&Johnson,1193462,Italy
2021-06-19,Moderna,4352325,Italy
2021-06-19,Oxford/AstraZeneca,8306213,Italy
2021-06-19,Pfizer/BioNTech,32200178,Italy
2021-06-20,Johnson&Johnson,1196022,Italy
2021-06-20,Moderna,4399958,Italy
2021-06-20,Oxford/AstraZeneca,8336496,Italy
2021-06-20,Pfizer/BioNTech,32557301,Italy
2021-06-21,Johnson&Johnson,1200889,Italy
2021-06-21,Moderna,4460479,Italy
2021-06-21,Oxford/AstraZeneca,8388597,Italy
2021-06-21,Pfizer/BioNTech,32998641,Italy
2021-06-22,Johnson&Johnson,1206095,Italy
2021-06-22,Moderna,4545740,Italy
2021-06-22,Oxford/AstraZeneca,8440147,Italy
2021-06-22,Pfizer/BioNTech,33428391,Italy
2021-06-23,Johnson&Johnson,1211766,Italy
2021-06-23,Moderna,4632697,Italy
2021-06-23,Oxford/AstraZeneca,8494033,Italy
2021-06-23,Pfizer/BioNTech,33850421,Italy
2021-06-24,Johnson&Johnson,1217244,Italy
2021-06-24,Moderna,4684599,Italy
2021-06-24,Oxford/AstraZeneca,8539123,Italy
2021-06-24,Pfizer/BioNTech,34359895,Italy
2021-06-25,Johnson&Johnson,1222308,Italy
2021-06-25,Moderna,4734643,Italy
2021-06-25,Oxford/AstraZeneca,8598887,Italy
2021-06-25,Pfizer/BioNTech,34862670,Italy
2021-06-26,Johnson&Johnson,1225898,Italy
2021-06-26,Moderna,4789982,Italy
2021-06-26,Oxford/AstraZeneca,8651237,Italy
2021-06-26,Pfizer/BioNTech,35306619,Italy
2021-06-27,Johnson&Johnson,1229179,Italy
2021-06-27,Moderna,4837800,Italy
2021-06-27,Oxford/AstraZeneca,8693348,Italy
2021-06-27,Pfizer/BioNTech,35644976,Italy
2021-06-28,Johnson&Johnson,1233199,Italy
2021-06-28,Moderna,4897504,Italy
2021-06-28,Oxford/AstraZeneca,8761156,Italy
2021-06-28,Pfizer/BioNTech,36072998,Italy
2021-06-29,Johnson&Johnson,1236881,Italy
2021-06-29,Moderna,4973079,Italy
2021-06-29,Oxford/AstraZeneca,8856115,Italy
2021-06-29,Pfizer/BioNTech,36462253,Italy
2021-06-30,Johnson&Johnson,1241680,Italy
2021-06-30,Moderna,5042557,Italy
2021-06-30,Oxford/AstraZeneca,8961080,Italy
2021-06-30,Pfizer/BioNTech,36856579,Italy
2021-07-01,Johnson&Johnson,1246752,Italy
2021-07-01,Moderna,5093721,Italy
2021-07-01,Oxford/AstraZeneca,9045773,Italy
2021-07-01,Pfizer/BioNTech,37284895,Italy
2021-07-02,Johnson&Johnson,1250945,Italy
2021-07-02,Moderna,5145640,Italy
2021-07-02,Oxford/AstraZeneca,9131731,Italy
2021-07-02,Pfizer/BioNTech,37698410,Italy
2021-07-03,Johnson&Johnson,1253674,Italy
2021-07-03,Moderna,5198750,Italy
2021-07-03,Oxford/AstraZeneca,9213996,Italy
2021-07-03,Pfizer/BioNTech,38087371,Italy
2021-07-04,Johnson&Johnson,1256164,Italy
2021-07-04,Moderna,5239031,Italy
2021-07-04,Oxford/AstraZeneca,9278558,Italy
2021-07-04,Pfizer/BioNTech,38394439,Italy
2021-07-05,Johnson&Johnson,1260387,Italy
2021-07-05,Moderna,5322147,Italy
2021-07-05,Oxford/AstraZeneca,9366189,Italy
2021-07-05,Pfizer/BioNTech,38759979,Italy
2021-07-06,Johnson&Johnson,1264438,Italy
2021-07-06,Moderna,5396261,Italy
2021-07-06,Oxford/AstraZeneca,9458495,Italy
2021-07-06,Pfizer/BioNTech,39127941,Italy
2021-07-07,Johnson&Johnson,1267713,Italy
2021-07-07,Moderna,5466994,Italy
2021-07-07,Oxford/AstraZeneca,9566262,Italy
2021-07-07,Pfizer/BioNTech,39494576,Italy
2021-07-08,Johnson&Johnson,1270986,Italy
2021-07-08,Moderna,5516199,Italy
2021-07-08,Oxford/AstraZeneca,9663930,Italy
2021-07-08,Pfizer/BioNTech,39930019,Italy
2021-07-09,Johnson&Johnson,1273971,Italy
2021-07-09,Moderna,5568187,Italy
2021-07-09,Oxford/AstraZeneca,9768669,Italy
2021-07-09,Pfizer/BioNTech,40369134,Italy
2021-07-10,Johnson&Johnson,1275896,Italy
2021-07-10,Moderna,5611332,Italy
2021-07-10,Oxford/AstraZeneca,9869606,Italy
2021-07-10,Pfizer/BioNTech,40792140,Italy
2021-07-11,Johnson&Johnson,1277726,Italy
2021-07-11,Moderna,5642875,Italy
2021-07-11,Oxford/AstraZeneca,9932185,Italy
2021-07-11,Pfizer/BioNTech,41107265,Italy
2021-07-12,Johnson&Johnson,1281124,Italy
2021-07-12,Moderna,5701777,Italy
2021-07-12,Oxford/AstraZeneca,10035302,Italy
2021-07-12,Pfizer/BioNTech,41508792,Italy
2021-07-13,Johnson&Johnson,1284183,Italy
2021-07-13,Moderna,5773718,Italy
2021-07-13,Oxford/AstraZeneca,10126763,Italy
2021-07-13,Pfizer/BioNTech,41913931,Italy
2021-07-14,Johnson&Johnson,1288142,Italy
2021-07-14,Moderna,5854897,Italy
2021-07-14,Oxford/AstraZeneca,10224134,Italy
2021-07-14,Pfizer/BioNTech,42299110,Italy
2021-07-15,Johnson&Johnson,1292172,Italy
2021-07-15,Moderna,5921439,Italy
2021-07-15,Oxford/AstraZeneca,10316545,Italy
2021-07-15,Pfizer/BioNTech,42750641,Italy
2021-07-16,Johnson&Johnson,1295702,Italy
2021-07-16,Moderna,5982444,Italy
2021-07-16,Oxford/AstraZeneca,10408576,Italy
2021-07-16,Pfizer/BioNTech,43190715,Italy
2021-07-17,Johnson&Johnson,1298039,Italy
2021-07-17,Moderna,6042381,Italy
2021-07-17,Oxford/AstraZeneca,10491479,Italy
2021-07-17,Pfizer/BioNTech,43583391,Italy
2021-07-18,Johnson&Johnson,1299531,Italy
2021-07-18,Moderna,6097576,Italy
2021-07-18,Oxford/AstraZeneca,10559193,Italy
2021-07-18,Pfizer/BioNTech,43903697,Italy
2021-07-19,Johnson&Johnson,1302716,Italy
2021-07-19,Moderna,6161510,Italy
2021-07-19,Oxford/AstraZeneca,10652711,Italy
2021-07-19,Pfizer/BioNTech,44317736,Italy
2021-07-20,Johnson&Johnson,1306217,Italy
2021-07-20,Moderna,6236531,Italy
2021-07-20,Oxford/AstraZeneca,10750847,Italy
2021-07-20,Pfizer/BioNTech,44708614,Italy
2021-07-21,Johnson&Johnson,1311385,Italy
2021-07-21,Moderna,6324199,Italy
2021-07-21,Oxford/AstraZeneca,10859471,Italy
2021-07-21,Pfizer/BioNTech,45091615,Italy
2021-07-22,Johnson&Johnson,1315952,Italy
2021-07-22,Moderna,6399097,Italy
2021-07-22,Oxford/AstraZeneca,10969837,Italy
2021-07-22,Pfizer/BioNTech,45508510,Italy
2021-07-23,Johnson&Johnson,1320500,Italy
2021-07-23,Moderna,6471106,Italy
2021-07-23,Oxford/AstraZeneca,11078649,Italy
2021-07-23,Pfizer/BioNTech,45910705,Italy
2021-07-24,Johnson&Johnson,1324977,Italy
2021-07-24,Moderna,6542675,Italy
2021-07-24,Oxford/AstraZeneca,11164498,Italy
2021-07-24,Pfizer/BioNTech,46243717,Italy
2021-07-25,Johnson&Johnson,1327757,Italy
2021-07-25,Moderna,6591842,Italy
2021-07-25,Oxford/AstraZeneca,11222069,Italy
2021-07-25,Pfizer/BioNTech,46497323,Italy
2021-07-26,Johnson&Johnson,1333015,Italy
2021-07-26,Moderna,6668491,Italy
2021-07-26,Oxford/AstraZeneca,11308387,Italy
2021-07-26,Pfizer/BioNTech,46894371,Italy
2021-07-27,Johnson&Johnson,1339134,Italy
2021-07-27,Moderna,6750814,Italy
2021-07-27,Oxford/AstraZeneca,11388113,Italy
2021-07-27,Pfizer/BioNTech,47299961,Italy
2021-07-28,Johnson&Johnson,1345951,Italy
2021-07-28,Moderna,6854667,Italy
2021-07-28,Oxford/AstraZeneca,11467406,Italy
2021-07-28,Pfizer/BioNTech,47649558,Italy
2021-07-29,Johnson&Johnson,1351789,Italy
2021-07-29,Moderna,6958720,Italy
2021-07-29,Oxford/AstraZeneca,11536212,Italy
2021-07-29,Pfizer/BioNTech,48010652,Italy
2021-07-30,Johnson&Johnson,1357907,Italy
2021-07-30,Moderna,7063186,Italy
2021-07-30,Oxford/AstraZeneca,11593962,Italy
2021-07-30,Pfizer/BioNTech,48358351,Italy
2021-07-31,Johnson&Johnson,1362116,Italy
2021-07-31,Moderna,7151192,Italy
2021-07-31,Oxford/AstraZeneca,11641328,Italy
2021-07-31,Pfizer/BioNTech,48651061,Italy
2021-08-01,Johnson&Johnson,1364477,Italy
2021-08-01,Moderna,7221505,Italy
2021-08-01,Oxford/AstraZeneca,11676925,Italy
2021-08-01,Pfizer/BioNTech,48838902,Italy
2021-08-02,Johnson&Johnson,1368832,Italy
2021-08-02,Moderna,7309720,Italy
2021-08-02,Oxford/AstraZeneca,11723795,Italy
2021-08-02,Pfizer/BioNTech,49177470,Italy
2021-08-03,Johnson&Johnson,1372824,Italy
2021-08-03,Moderna,7395807,Italy
2021-08-03,Oxford/AstraZeneca,11760016,Italy
2021-08-03,Pfizer/BioNTech,49519967,Italy
2021-08-04,Johnson&Johnson,1376475,Italy
2021-08-04,Moderna,7490307,Italy
2021-08-04,Oxford/AstraZeneca,11799266,Italy
2021-08-04,Pfizer/BioNTech,49860546,Italy
2021-08-05,Johnson&Johnson,1379974,Italy
2021-08-05,Moderna,7576561,Italy
2021-08-05,Oxford/AstraZeneca,11831994,Italy
2021-08-05,Pfizer/BioNTech,50199977,Italy
2021-08-06,Johnson&Johnson,1384138,Italy
2021-08-06,Moderna,7660121,Italy
2021-08-06,Oxford/AstraZeneca,11865113,Italy
2021-08-06,Pfizer/BioNTech,50518494,Italy
2021-08-07,Johnson&Johnson,1387227,Italy
2021-08-07,Moderna,7729141,Italy
2021-08-07,Oxford/AstraZeneca,11891724,Italy
2021-08-07,Pfizer/BioNTech,50764933,Italy
2021-08-08,Johnson&Johnson,1388788,Italy
2021-08-08,Moderna,7787760,Italy
2021-08-08,Oxford/AstraZeneca,11908617,Italy
2021-08-08,Pfizer/BioNTech,50947271,Italy
2021-08-09,Johnson&Johnson,1392287,Italy
2021-08-09,Moderna,7874155,Italy
2021-08-09,Oxford/AstraZeneca,11930254,Italy
2021-08-09,Pfizer/BioNTech,51243233,Italy
2021-08-10,Johnson&Johnson,1395858,Italy
2021-08-10,Moderna,7959225,Italy
2021-08-10,Oxford/AstraZeneca,11950218,Italy
2021-08-10,Pfizer/BioNTech,51512212,Italy
2021-08-11,Johnson&Johnson,1399909,Italy
2021-08-11,Moderna,8035633,Italy
2021-08-11,Oxford/AstraZeneca,11969049,Italy
2021-08-11,Pfizer/BioNTech,51771894,Italy
2021-08-12,Johnson&Johnson,1403524,Italy
2021-08-12,Moderna,8098269,Italy
2021-08-12,Oxford/AstraZeneca,11983976,Italy
2021-08-12,Pfizer/BioNTech,52029636,Italy
2021-08-13,Johnson&Johnson,1406344,Italy
2021-08-13,Moderna,8149013,Italy
2021-08-13,Oxford/AstraZeneca,11995017,Italy
2021-08-13,Pfizer/BioNTech,52261744,Italy
2021-08-14,Johnson&Johnson,1407368,Italy
2021-08-14,Moderna,8180200,Italy
2021-08-14,Oxford/AstraZeneca,12000323,Italy
2021-08-14,Pfizer/BioNTech,52352866,Italy
2021-08-15,Johnson&Johnson,1407886,Italy
2021-08-15,Moderna,8191018,Italy
2021-08-15,Oxford/AstraZeneca,12002662,Italy
2021-08-15,Pfizer/BioNTech,52392003,Italy
2021-08-16,Johnson&Johnson,1409914,Italy
2021-08-16,Moderna,8237707,Italy
2021-08-16,Oxford/AstraZeneca,12012923,Italy
2021-08-16,Pfizer/BioNTech,52568082,Italy
2021-08-17,Johnson&Johnson,1413177,Italy
2021-08-17,Moderna,8291804,Italy
2021-08-17,Oxford/AstraZeneca,12027983,Italy
2021-08-17,Pfizer/BioNTech,52746786,Italy
2021-08-18,Johnson&Johnson,1416741,Italy
2021-08-18,Moderna,8345335,Italy
2021-08-18,Oxford/AstraZeneca,12040502,Italy
2021-08-18,Pfizer/BioNTech,52936892,Italy
2021-08-19,Johnson&Johnson,1419958,Italy
2021-08-19,Moderna,8399741,Italy
2021-08-19,Oxford/AstraZeneca,12053009,Italy
2021-08-19,Pfizer/BioNTech,53109278,Italy
2021-08-20,Johnson&Johnson,1422142,Italy
2021-08-20,Moderna,8456209,Italy
2021-08-20,Oxford/AstraZeneca,12063106,Italy
2021-08-20,Pfizer/BioNTech,53271660,Italy
2021-08-21,Johnson&Johnson,1423618,Italy
2021-08-21,Moderna,8499527,Italy
2021-08-21,Oxford/AstraZeneca,12071228,Italy
2021-08-21,Pfizer/BioNTech,53375147,Italy
2021-08-22,Johnson&Johnson,1425192,Italy
2021-08-22,Moderna,8528909,Italy
2021-08-22,Oxford/AstraZeneca,12077968,Italy
2021-08-22,Pfizer/BioNTech,53450654,Italy
2021-08-23,Johnson&Johnson,1428855,Italy
2021-08-23,Moderna,8607157,Italy
2021-08-23,Oxford/AstraZeneca,12089245,Italy
2021-08-23,Pfizer/BioNTech,53667881,Italy
2021-08-24,Johnson&Johnson,1431547,Italy
2021-08-24,Moderna,8673289,Italy
2021-08-24,Oxford/AstraZeneca,12095906,Italy
2021-08-24,Pfizer/BioNTech,53873255,Italy
2021-08-25,Johnson&Johnson,1434543,Italy
2021-08-25,Moderna,8740532,Italy
2021-08-25,Oxford/AstraZeneca,12101495,Italy
2021-08-25,Pfizer/BioNTech,54092481,Italy
2021-08-26,Johnson&Johnson,1437300,Italy
2021-08-26,Moderna,8801845,Italy
2021-08-26,Oxford/AstraZeneca,12106601,Italy
2021-08-26,Pfizer/BioNTech,54305384,Italy
2021-08-27,Johnson&Johnson,1439600,Italy
2021-08-27,Moderna,8874397,Italy
2021-08-27,Oxford/AstraZeneca,12110794,Italy
2021-08-27,Pfizer/BioNTech,54516762,Italy
2021-08-28,Johnson&Johnson,1441068,Italy
2021-08-28,Moderna,8935695,Italy
2021-08-28,Oxford/AstraZeneca,12112867,Italy
2021-08-28,Pfizer/BioNTech,54679137,Italy
2021-08-29,Johnson&Johnson,1441945,Italy
2021-08-29,Moderna,8972566,Italy
2021-08-29,Oxford/AstraZeneca,12114316,Italy
2021-08-29,Pfizer/BioNTech,54800953,Italy
2021-08-30,Johnson&Johnson,1444311,Italy
2021-08-30,Moderna,9056423,Italy
2021-08-30,Oxford/AstraZeneca,12117425,Italy
2021-08-30,Pfizer/BioNTech,55062030,Italy
2021-08-31,Johnson&Johnson,1446589,Italy
2021-08-31,Moderna,9136025,Italy
2021-08-31,Oxford/AstraZeneca,12120346,Italy
2021-08-31,Pfizer/BioNTech,55301278,Italy
2021-09-01,Johnson&Johnson,1448443,Italy
2021-09-01,Moderna,9224372,Italy
2021-09-01,Oxford/AstraZeneca,12123419,Italy
2021-09-01,Pfizer/BioNTech,55521904,Italy
2021-09-02,Johnson&Johnson,1450867,Italy
2021-09-02,Moderna,9304754,Italy
2021-09-02,Oxford/AstraZeneca,12125433,Italy
2021-09-02,Pfizer/BioNTech,55735542,Italy
2021-09-03,Johnson&Johnson,1452579,Italy
2021-09-03,Moderna,9384577,Italy
2021-09-03,Oxford/AstraZeneca,12127278,Italy
2021-09-03,Pfizer/BioNTech,55948179,Italy
2021-09-04,Johnson&Johnson,1453681,Italy
2021-09-04,Moderna,9448992,Italy
2021-09-04,Oxford/AstraZeneca,12128533,Italy
2021-09-04,Pfizer/BioNTech,56102162,Italy
2021-09-05,Johnson&Johnson,1454295,Italy
2021-09-05,Moderna,9497997,Italy
2021-09-05,Oxford/AstraZeneca,12129107,Italy
2021-09-05,Pfizer/BioNTech,56195103,Italy
2021-09-06,Johnson&Johnson,1455693,Italy
2021-09-06,Moderna,9583649,Italy
2021-09-06,Oxford/AstraZeneca,12130247,Italy
2021-09-06,Pfizer/BioNTech,56396542,Italy
2021-09-07,Johnson&Johnson,1457045,Italy
2021-09-07,Moderna,9671791,Italy
2021-09-07,Oxford/AstraZeneca,12131358,Italy
2021-09-07,Pfizer/BioNTech,56588527,Italy
2021-09-08,Johnson&Johnson,1458606,Italy
2021-09-08,Moderna,9754131,Italy
2021-09-08,Oxford/AstraZeneca,12132708,Italy
2021-09-08,Pfizer/BioNTech,56774798,Italy
2021-09-09,Johnson&Johnson,1460064,Italy
2021-09-09,Moderna,9833376,Italy
2021-09-09,Oxford/AstraZeneca,12133680,Italy
2021-09-09,Pfizer/BioNTech,56971421,Italy
2021-09-10,Johnson&Johnson,1461103,Italy
2021-09-10,Moderna,9906719,Italy
2021-09-10,Oxford/AstraZeneca,12134518,Italy
2021-09-10,Pfizer/BioNTech,57169859,Italy
2021-09-11,Johnson&Johnson,1462008,Italy
2021-09-11,Moderna,9951896,Italy
2021-09-11,Oxford/AstraZeneca,12135124,Italy
2021-09-11,Pfizer/BioNTech,57328245,Italy
2021-09-12,Johnson&Johnson,1462519,Italy
2021-09-12,Moderna,9977708,Italy
2021-09-12,Oxford/AstraZeneca,12135460,Italy
2021-09-12,Pfizer/BioNTech,57433721,Italy
2021-09-13,Johnson&Johnson,1463304,Italy
2021-09-13,Moderna,10033422,Italy
2021-09-13,Oxford/AstraZeneca,12136346,Italy
2021-09-13,Pfizer/BioNTech,57632678,Italy
2021-09-14,Johnson&Johnson,1464165,Italy
2021-09-14,Moderna,10088169,Italy
2021-09-14,Oxford/AstraZeneca,12137093,Italy
2021-09-14,Pfizer/BioNTech,57815560,Italy
2021-09-15,Johnson&Johnson,1465056,Italy
2021-09-15,Moderna,10134403,Italy
2021-09-15,Oxford/AstraZeneca,12137826,Italy
2021-09-15,Pfizer/BioNTech,57991323,Italy
2021-09-16,Johnson&Johnson,1466052,Italy
2021-09-16,Moderna,10178047,Italy
2021-09-16,Oxford/AstraZeneca,12138479,Italy
2021-09-16,Pfizer/BioNTech,58162071,Italy
2021-09-17,Johnson&Johnson,1466831,Italy
2021-09-17,Moderna,10223687,Italy
2021-09-17,Oxford/AstraZeneca,12139095,Italy
2021-09-17,Pfizer/BioNTech,58333361,Italy
2021-09-18,Johnson&Johnson,1467834,Italy
2021-09-18,Moderna,10262719,Italy
2021-09-18,Oxford/AstraZeneca,12139587,Italy
2021-09-18,Pfizer/BioNTech,58499755,Italy
2021-09-19,Johnson&Johnson,1468360,Italy
2021-09-19,Moderna,10282167,Italy
2021-09-19,Oxford/AstraZeneca,12139817,Italy
2021-09-19,Pfizer/BioNTech,58610282,Italy
2021-09-20,Johnson&Johnson,1469290,Italy
2021-09-20,Moderna,10332335,Italy
2021-09-20,Oxford/AstraZeneca,12140709,Italy
2021-09-20,Pfizer/BioNTech,58824566,Italy
2021-09-21,Johnson&Johnson,1470425,Italy
2021-09-21,Moderna,10380406,Italy
2021-09-21,Oxford/AstraZeneca,12141382,Italy
2021-09-21,Pfizer/BioNTech,59030310,Italy
2021-09-22,Johnson&Johnson,1471347,Italy
2021-09-22,Moderna,10423664,Italy
2021-09-22,Oxford/AstraZeneca,12141975,Italy
2021-09-22,Pfizer/BioNTech,59236999,Italy
2021-09-23,Johnson&Johnson,1472542,Italy
2021-09-23,Moderna,10461648,Italy
2021-09-23,Oxford/AstraZeneca,12142533,Italy
2021-09-23,Pfizer/BioNTech,59426736,Italy
2021-09-24,Johnson&Johnson,1473588,Italy
2021-09-24,Moderna,10502539,Italy
2021-09-24,Oxford/AstraZeneca,12143311,Italy
2021-09-24,Pfizer/BioNTech,59618809,Italy
2021-09-25,Johnson&Johnson,1474657,Italy
2021-09-25,Moderna,10537326,Italy
2021-09-25,Oxford/AstraZeneca,12143838,Italy
2021-09-25,Pfizer/BioNTech,59787140,Italy
2021-09-26,Johnson&Johnson,1475376,Italy
2021-09-26,Moderna,10555433,Italy
2021-09-26,Oxford/AstraZeneca,12144123,Italy
2021-09-26,Pfizer/BioNTech,59895196,Italy
2021-09-27,Johnson&Johnson,1476456,Italy
2021-09-27,Moderna,10592228,Italy
2021-09-27,Oxford/AstraZeneca,12144717,Italy
2021-09-27,Pfizer/BioNTech,60078394,Italy
2021-09-28,Johnson&Johnson,1477338,Italy
2021-09-28,Moderna,10626726,Italy
2021-09-28,Oxford/AstraZeneca,12145326,Italy
2021-09-28,Pfizer/BioNTech,60244329,Italy
2021-09-29,Johnson&Johnson,1478096,Italy
2021-09-29,Moderna,10662150,Italy
2021-09-29,Oxford/AstraZeneca,12145975,Italy
2021-09-29,Pfizer/BioNTech,60404489,Italy
2021-09-30,Johnson&Johnson,1479511,Italy
2021-09-30,Moderna,10701487,Italy
2021-09-30,Oxford/AstraZeneca,12146783,Italy
2021-09-30,Pfizer/BioNTech,60566494,Italy
2021-10-01,Johnson&Johnson,1480052,Italy
2021-10-01,Moderna,10734021,Italy
2021-10-01,Oxford/AstraZeneca,12147287,Italy
2021-10-01,Pfizer/BioNTech,60708956,Italy
2021-10-02,Johnson&Johnson,1480568,Italy
2021-10-02,Moderna,10760876,Italy
2021-10-02,Oxford/AstraZeneca,12147688,Italy
2021-10-02,Pfizer/BioNTech,60831197,Italy
2021-10-03,Johnson&Johnson,1480846,Italy
2021-10-03,Moderna,10775004,Italy
2021-10-03,Oxford/AstraZeneca,12147912,Italy
2021-10-03,Pfizer/BioNTech,60902240,Italy
2021-10-04,Johnson&Johnson,1481307,Italy
2021-10-04,Moderna,10801497,Italy
2021-10-04,Oxford/AstraZeneca,12148348,Italy
2021-10-04,Pfizer/BioNTech,61048449,Italy
2021-10-05,Johnson&Johnson,1481830,Italy
2021-10-05,Moderna,10828379,Italy
2021-10-05,Oxford/AstraZeneca,12148720,Italy
2021-10-05,Pfizer/BioNTech,61185081,Italy
2021-10-06,Johnson&Johnson,1482359,Italy
2021-10-06,Moderna,10854572,Italy
2021-10-06,Oxford/AstraZeneca,12149060,Italy
2021-10-06,Pfizer/BioNTech,61315659,Italy
2021-10-07,Johnson&Johnson,1482947,Italy
2021-10-07,Moderna,10881642,Italy
2021-10-07,Oxford/AstraZeneca,12149447,Italy
2021-10-07,Pfizer/BioNTech,61447282,Italy
2021-10-08,Johnson&Johnson,1483620,Italy
2021-10-08,Moderna,10909752,Italy
2021-10-08,Oxford/AstraZeneca,12149805,Italy
2021-10-08,Pfizer/BioNTech,61589801,Italy
2021-10-09,Johnson&Johnson,1484267,Italy
2021-10-09,Moderna,10932200,Italy
2021-10-09,Oxford/AstraZeneca,12150080,Italy
2021-10-09,Pfizer/BioNTech,61714103,Italy
2021-10-10,Johnson&Johnson,1484624,Italy
2021-10-10,Moderna,10945605,Italy
2021-10-10,Oxford/AstraZeneca,12150208,Italy
2021-10-10,Pfizer/BioNTech,61785151,Italy
2021-10-11,Johnson&Johnson,1485084,Italy
2021-10-11,Moderna,10968683,Italy
2021-10-11,Oxford/AstraZeneca,12150704,Italy
2021-10-11,Pfizer/BioNTech,61943228,Italy
2021-10-12,Johnson&Johnson,1485796,Italy
2021-10-12,Moderna,10992314,Italy
2021-10-12,Oxford/AstraZeneca,12151069,Italy
2021-10-12,Pfizer/BioNTech,62106793,Italy
2021-10-13,Johnson&Johnson,1486519,Italy
2021-10-13,Moderna,11017442,Italy
2021-10-13,Oxford/AstraZeneca,12151413,Italy
2021-10-13,Pfizer/BioNTech,62283973,Italy
2021-10-14,Johnson&Johnson,1487335,Italy
2021-10-14,Moderna,11048608,Italy
2021-10-14,Oxford/AstraZeneca,12151895,Italy
2021-10-14,Pfizer/BioNTech,62474463,Italy
2021-10-15,Johnson&Johnson,1488047,Italy
2021-10-15,Moderna,11078342,Italy
2021-10-15,Oxford/AstraZeneca,12152352,Italy
2021-10-15,Pfizer/BioNTech,62660791,Italy
2021-10-16,Johnson&Johnson,1488684,Italy
2021-10-16,Moderna,11103752,Italy
2021-10-16,Oxford/AstraZeneca,12152570,Italy
2021-10-16,Pfizer/BioNTech,62804532,Italy
2021-10-17,Johnson&Johnson,1489094,Italy
2021-10-17,Moderna,11116717,Italy
2021-10-17,Oxford/AstraZeneca,12152715,Italy
2021-10-17,Pfizer/BioNTech,62894344,Italy
2021-10-18,Johnson&Johnson,1489437,Italy
2021-10-18,Moderna,11140878,Italy
2021-10-18,Oxford/AstraZeneca,12152989,Italy
2021-10-18,Pfizer/BioNTech,63064374,Italy
2021-10-19,Johnson&Johnson,1489816,Italy
2021-10-19,Moderna,11165074,Italy
2021-10-19,Oxford/AstraZeneca,12153187,Italy
2021-10-19,Pfizer/BioNTech,63222418,Italy
2021-10-20,Johnson&Johnson,1490095,Italy
2021-10-20,Moderna,11185789,Italy
2021-10-20,Oxford/AstraZeneca,12153416,Italy
2021-10-20,Pfizer/BioNTech,63387118,Italy
2021-10-21,Johnson&Johnson,1490430,Italy
2021-10-21,Moderna,11206356,Italy
2021-10-21,Oxford/AstraZeneca,12153592,Italy
2021-10-21,Pfizer/BioNTech,63554976,Italy
2021-10-22,Johnson&Johnson,1490917,Italy
2021-10-22,Moderna,11228085,Italy
2021-10-22,Oxford/AstraZeneca,12153799,Italy
2021-10-22,Pfizer/BioNTech,63710732,Italy
2021-10-23,Johnson&Johnson,1491127,Italy
2021-10-23,Moderna,11244435,Italy
2021-10-23,Oxford/AstraZeneca,12153920,Italy
2021-10-23,Pfizer/BioNTech,63826265,Italy
2021-10-24,Johnson&Johnson,1491289,Italy
2021-10-24,Moderna,11253515,Italy
2021-10-24,Oxford/AstraZeneca,12153964,Italy
2021-10-24,Pfizer/BioNTech,63883517,Italy
2021-10-25,Johnson&Johnson,1491502,Italy
2021-10-25,Moderna,11271505,Italy
2021-10-25,Oxford/AstraZeneca,12154127,Italy
2021-10-25,Pfizer/BioNTech,64032758,Italy
2021-10-26,Johnson&Johnson,1491712,Italy
2021-10-26,Moderna,11287491,Italy
2021-10-26,Oxford/AstraZeneca,12154263,Italy
2021-10-26,Pfizer/BioNTech,64184981,Italy
2021-10-27,Johnson&Johnson,1491867,Italy
2021-10-27,Moderna,11304143,Italy
2021-10-27,Oxford/AstraZeneca,12154378,Italy
2021-10-27,Pfizer/BioNTech,64348277,Italy
2021-10-28,Johnson&Johnson,1492002,Italy
2021-10-28,Moderna,11322934,Italy
2021-10-28,Oxford/AstraZeneca,12154512,Italy
2021-10-28,Pfizer/BioNTech,64521287,Italy
2021-10-29,Johnson&Johnson,1492122,Italy
2021-10-29,Moderna,11340658,Italy
2021-10-29,Oxford/AstraZeneca,12154647,Italy
2021-10-29,Pfizer/BioNTech,64683305,Italy
2021-10-30,Johnson&Johnson,1492231,Italy
2021-10-30,Moderna,11355184,Italy
2021-10-30,Oxford/AstraZeneca,12154798,Italy
2021-10-30,Pfizer/BioNTech,64800535,Italy
2021-10-31,Johnson&Johnson,1492279,Italy
2021-10-31,Moderna,11360917,Italy
