date,indicator,value,entity
2020-03-28,Daily ICU occupancy,79.0,South Korea
2020-03-29,Daily ICU occupancy,78.0,South Korea
2020-03-30,Daily ICU occupancy,74.0,South Korea
2020-03-31,Daily ICU occupancy,74.0,South Korea
2020-04-01,Daily ICU occupancy,76.0,South Korea
2020-04-02,Daily ICU occupancy,78.0,South Korea
2020-04-03,Daily ICU occupancy,80.0,South Korea
2020-04-04,Daily ICU occupancy,80.0,South Korea
2020-04-05,Daily ICU occupancy,81.0,South Korea
2020-04-06,Daily ICU occupancy,80.0,South Korea
2020-04-07,Daily ICU occupancy,77.0,South Korea
2020-04-08,Daily ICU occupancy,80.0,South Korea
2020-04-09,Daily ICU occupancy,80.0,South Korea
2020-04-10,Daily ICU occupancy,71.0,South Korea
2020-04-11,Daily ICU occupancy,67.0,South Korea
2020-04-12,Daily ICU occupancy,67.0,South Korea
2020-04-13,Daily ICU occupancy,66.0,South Korea
2020-04-14,Daily ICU occupancy,66.0,South Korea
2020-04-15,Daily ICU occupancy,65.0,South Korea
2020-04-16,Daily ICU occupancy,61.0,South Korea
2020-04-17,Daily ICU occupancy,61.0,South Korea
2020-04-18,Daily ICU occupancy,61.0,South Korea
2020-04-19,Daily ICU occupancy,57.0,South Korea
2020-04-20,Daily ICU occupancy,56.0,South Korea
2020-04-21,Daily ICU occupancy,56.0,South Korea
2020-04-22,Daily ICU occupancy,52.0,South Korea
2020-04-23,Daily ICU occupancy,49.0,South Korea
2020-04-24,Daily ICU occupancy,42.0,South Korea
2020-04-25,Daily ICU occupancy,46.0,South Korea
2020-04-26,Daily ICU occupancy,42.0,South Korea
2020-04-27,Daily ICU occupancy,42.0,South Korea
2020-04-28,Daily ICU occupancy,38.0,South Korea
2020-04-29,Daily ICU occupancy,37.0,South Korea
2020-04-30,Daily ICU occupancy,36.0,South Korea
2020-05-01,Daily ICU occupancy,33.0,South Korea
2020-05-02,Daily ICU occupancy,29.0,South Korea
2020-05-03,Daily ICU occupancy,29.0,South Korea
2020-05-04,Daily ICU occupancy,27.0,South Korea
2020-05-05,Daily ICU occupancy,27.0,South Korea
2020-05-06,Daily ICU occupancy,27.0,South Korea
2020-05-07,Daily ICU occupancy,25.0,South Korea
2020-05-08,Daily ICU occupancy,24.0,South Korea
2020-05-09,Daily ICU occupancy,23.0,South Korea
2020-05-10,Daily ICU occupancy,23.0,South Korea
2020-05-11,Daily ICU occupancy,23.0,South Korea
2020-05-12,Daily ICU occupancy,22.0,South Korea
2020-05-13,Daily ICU occupancy,20.0,South Korea
2020-05-14,Daily ICU occupancy,22.0,South Korea
2020-05-15,Daily ICU occupancy,22.0,South Korea
2020-05-16,Daily ICU occupancy,18.0,South Korea
2020-05-17,Daily ICU occupancy,18.0,South Korea
2020-05-18,Daily ICU occupancy,16.0,South Korea
2020-05-19,Daily ICU occupancy,15.0,South Korea
2020-05-20,Daily ICU occupancy,15.0,South Korea
2020-05-21,Daily ICU occupancy,16.0,South Korea
2020-05-22,Daily ICU occupancy,16.0,South Korea
2020-05-23,Daily ICU occupancy,14.0,South Korea
2020-05-24,Daily ICU occupancy,13.0,South Korea
2020-05-25,Daily ICU occupancy,13.0,South Korea
2020-05-26,Daily ICU occupancy,12.0,South Korea
2020-05-27,Daily ICU occupancy,12.0,South Korea
2020-05-28,Daily ICU occupancy,11.0,South Korea
2020-05-29,Daily ICU occupancy,10.0,South Korea
2020-05-30,Daily ICU occupancy,10.0,South Korea
2020-05-31,Daily ICU occupancy,11.0,South Korea
2020-06-01,Daily ICU occupancy,12.0,South Korea
2020-06-02,Daily ICU occupancy,11.0,South Korea
2020-06-03,Daily ICU occupancy,8.0,South Korea
2020-06-04,Daily ICU occupancy,9.0,South Korea
2020-06-05,Daily ICU occupancy,11.0,South Korea
2020-06-06,Daily ICU occupancy,14.0,South Korea
2020-06-07,Daily ICU occupancy,14.0,South Korea
2020-06-08,Daily ICU occupancy,14.0,South Korea
2020-06-09,Daily ICU occupancy,18.0,South Korea
2020-06-10,Daily ICU occupancy,20.0,South Korea
2020-06-11,Daily ICU occupancy,20.0,South Korea
2020-06-12,Daily ICU occupancy,18.0,South Korea
2020-06-13,Daily ICU occupancy,22.0,South Korea
2020-06-14,Daily ICU occupancy,22.0,South Korea
2020-06-15,Daily ICU occupancy,20.0,South Korea
2020-06-16,Daily ICU occupancy,24.0,South Korea
2020-06-17,Daily ICU occupancy,25.0,South Korea
2020-06-18,Daily ICU occupancy,27.0,South Korea
2020-06-19,Daily ICU occupancy,33.0,South Korea
2020-06-20,Daily ICU occupancy,33.0,South Korea
2020-06-21,Daily ICU occupancy,34.0,South Korea
2020-06-22,Daily ICU occupancy,34.0,South Korea
2020-06-23,Daily ICU occupancy,37.0,South Korea
2020-06-24,Daily ICU occupancy,38.0,South Korea
2020-06-25,Daily ICU occupancy,37.0,South Korea
2020-06-26,Daily ICU occupancy,35.0,South Korea
2020-06-27,Daily ICU occupancy,30.0,South Korea
2020-06-28,Daily ICU occupancy,32.0,South Korea
2020-06-29,Daily ICU occupancy,32.0,South Korea
2020-06-30,Daily ICU occupancy,32.0,South Korea
2020-07-01,Daily ICU occupancy,33.0,South Korea
2020-07-02,Daily ICU occupancy,34.0,South Korea
2020-07-03,Daily ICU occupancy,34.0,South Korea
2020-07-04,Daily ICU occupancy,30.0,South Korea
2020-07-05,Daily ICU occupancy,32.0,South Korea
2020-07-06,Daily ICU occupancy,32.0,South Korea
2020-07-07,Daily ICU occupancy,36.0,South Korea
2020-07-08,Daily ICU occupancy,31.0,South Korea
2020-07-09,Daily ICU occupancy,26.0,South Korea
2020-07-10,Daily ICU occupancy,22.0,South Korea
2020-07-11,Daily ICU occupancy,20.0,South Korea
2020-07-12,Daily ICU occupancy,19.0,South Korea
2020-07-13,Daily ICU occupancy,20.0,South Korea
2020-07-14,Daily ICU occupancy,17.0,South Korea
2020-07-15,Daily ICU occupancy,17.0,South Korea
2020-07-16,Daily ICU occupancy,16.0,South Korea
2020-07-17,Daily ICU occupancy,16.0,South Korea
2020-07-18,Daily ICU occupancy,19.0,South Korea
2020-07-19,Daily ICU occupancy,19.0,South Korea
2020-07-20,Daily ICU occupancy,19.0,South Korea
