date,indicator,value,entity
2020-04-20,Daily hospital occupancy,1364.0,Singapore
2020-04-21,Daily hospital occupancy,1381.0,Singapore
2020-04-22,Daily hospital occupancy,1571.0,Singapore
2020-04-23,Daily hospital occupancy,1342.0,Singapore
2020-04-24,Daily hospital occupancy,1205.0,Singapore
2020-04-25,Daily hospital occupancy,1190.0,Singapore
2020-04-26,Daily hospital occupancy,1289.0,Singapore
2020-04-27,Daily hospital occupancy,1431.0,Singapore
2020-04-28,Daily hospital occupancy,1668.0,Singapore
2020-04-29,Daily hospital occupancy,1692.0,Singapore
2020-04-30,Daily hospital occupancy,1687.0,Singapore
2020-05-01,Daily hospital occupancy,1741.0,Singapore
2020-05-02,Daily hospital occupancy,1686.0,Singapore
2020-05-03,Daily hospital occupancy,1608.0,Singapore
2020-05-04,Daily hospital occupancy,1466.0,Singapore
2020-05-05,Daily hospital occupancy,1560.0,Singapore
2020-05-06,Daily hospital occupancy,1439.0,Singapore
2020-05-07,Daily hospital occupancy,1357.0,Singapore
2020-05-08,Daily hospital occupancy,1223.0,Singapore
2020-05-09,Daily hospital occupancy,1101.0,Singapore
2020-05-10,Daily hospital occupancy,1075.0,Singapore
2020-05-11,Daily hospital occupancy,1069.0,Singapore
2020-05-12,Daily hospital occupancy,1112.0,Singapore
2020-05-13,Daily hospital occupancy,1018.0,Singapore
2020-05-14,Daily hospital occupancy,1052.0,Singapore
2020-05-15,Daily hospital occupancy,1106.0,Singapore
2020-05-16,Daily hospital occupancy,1095.0,Singapore
2020-05-17,Daily hospital occupancy,1194.0,Singapore
2020-05-18,Daily hospital occupancy,1024.0,Singapore
2020-05-19,Daily hospital occupancy,994.0,Singapore
2020-05-20,Daily hospital occupancy,943.0,Singapore
2020-05-21,Daily hospital occupancy,891.0,Singapore
2020-05-22,Daily hospital occupancy,790.0,Singapore
2020-05-23,Daily hospital occupancy,703.0,Singapore
2020-05-24,Daily hospital occupancy,682.0,Singapore
2020-05-25,Daily hospital occupancy,599.0,Singapore
2020-05-26,Daily hospital occupancy,577.0,Singapore
2020-05-27,Daily hospital occupancy,518.0,Singapore
2020-05-28,Daily hospital occupancy,503.0,Singapore
2020-05-29,Daily hospital occupancy,453.0,Singapore
2020-05-30,Daily hospital occupancy,367.0,Singapore
2020-05-31,Daily hospital occupancy,313.0,Singapore
2020-06-01,Daily hospital occupancy,337.0,Singapore
2020-06-02,Daily hospital occupancy,325.0,Singapore
2020-06-03,Daily hospital occupancy,329.0,Singapore
2020-06-04,Daily hospital occupancy,298.0,Singapore
2020-06-05,Daily hospital occupancy,303.0,Singapore
2020-06-06,Daily hospital occupancy,304.0,Singapore
2020-06-07,Daily hospital occupancy,292.0,Singapore
2020-06-08,Daily hospital occupancy,265.0,Singapore
2020-06-09,Daily hospital occupancy,245.0,Singapore
2020-06-10,Daily hospital occupancy,220.0,Singapore
2020-06-11,Daily hospital occupancy,225.0,Singapore
2020-06-12,Daily hospital occupancy,237.0,Singapore
2020-06-13,Daily hospital occupancy,227.0,Singapore
2020-06-14,Daily hospital occupancy,236.0,Singapore
2020-06-15,Daily hospital occupancy,241.0,Singapore
2020-06-16,Daily hospital occupancy,267.0,Singapore
2020-06-17,Daily hospital occupancy,255.0,Singapore
2020-06-18,Daily hospital occupancy,223.0,Singapore
2020-06-19,Daily hospital occupancy,210.0,Singapore
2020-06-20,Daily hospital occupancy,184.0,Singapore
2020-06-21,Daily hospital occupancy,178.0,Singapore
2020-06-22,Daily hospital occupancy,199.0,Singapore
2020-06-23,Daily hospital occupancy,191.0,Singapore
2020-06-24,Daily hospital occupancy,188.0,Singapore
2020-06-25,Daily hospital occupancy,188.0,Singapore
2020-06-26,Daily hospital occupancy,182.0,Singapore
2020-06-27,Daily hospital occupancy,173.0,Singapore
2020-06-28,Daily hospital occupancy,183.0,Singapore
2020-06-29,Daily hospital occupancy,196.0,Singapore
2020-06-30,Daily hospital occupancy,214.0,Singapore
2020-07-01,Daily hospital occupancy,208.0,Singapore
2020-07-02,Daily hospital occupancy,200.0,Singapore
2020-07-03,Daily hospital occupancy,222.0,Singapore
2020-07-04,Daily hospital occupancy,202.0,Singapore
2020-07-05,Daily hospital occupancy,210.0,Singapore
2020-07-06,Daily hospital occupancy,206.0,Singapore
2020-07-07,Daily hospital occupancy,218.0,Singapore
2020-07-08,Daily hospital occupancy,213.0,Singapore
2020-07-09,Daily hospital occupancy,196.0,Singapore
2020-07-10,Daily hospital occupancy,202.0,Singapore
2020-07-11,Daily hospital occupancy,191.0,Singapore
2020-07-12,Daily hospital occupancy,180.0,Singapore
2020-07-13,Daily hospital occupancy,165.0,Singapore
2020-07-14,Daily hospital occupancy,161.0,Singapore
2020-07-15,Daily hospital occupancy,159.0,Singapore
2020-07-16,Daily hospital occupancy,146.0,Singapore
2020-07-17,Daily hospital occupancy,165.0,Singapore
2020-07-18,Daily hospital occupancy,169.0,Singapore
2020-07-19,Daily hospital occupancy,181.0,Singapore
2020-07-20,Daily hospital occupancy,183.0,Singapore
2020-07-21,Daily hospital occupancy,170.0,Singapore
2020-07-22,Daily hospital occupancy,150.0,Singapore
2020-07-23,Daily hospital occupancy,137.0,Singapore
2020-07-24,Daily hospital occupancy,157.0,Singapore
2020-07-25,Daily hospital occupancy,148.0,Singapore
2020-07-26,Daily hospital occupancy,173.0,Singapore
2020-07-27,Daily hospital occupancy,179.0,Singapore
2020-07-28,Daily hospital occupancy,185.0,Singapore
2020-07-29,Daily hospital occupancy,184.0,Singapore
2020-07-30,Daily hospital occupancy,148.0,Singapore
2020-07-31,Daily hospital occupancy,136.0,Singapore
2020-08-01,Daily hospital occupancy,117.0,Singapore
2020-08-02,Daily hospital occupancy,109.0,Singapore
2020-08-03,Daily hospital occupancy,114.0,Singapore
2020-08-04,Daily hospital occupancy,124.0,Singapore
2020-08-05,Daily hospital occupancy,125.0,Singapore
2020-08-06,Daily hospital occupancy,112.0,Singapore
2020-08-07,Daily hospital occupancy,124.0,Singapore
2020-08-08,Daily hospital occupancy,145.0,Singapore
2020-08-09,Daily hospital occupancy,135.0,Singapore
2020-08-10,Daily hospital occupancy,112.0,Singapore
2020-08-11,Daily hospital occupancy,104.0,Singapore
2020-08-12,Daily hospital occupancy,92.0,Singapore
2020-08-13,Daily hospital occupancy,91.0,Singapore
2020-08-14,Daily hospital occupancy,79.0,Singapore
2020-08-15,Daily hospital occupancy,83.0,Singapore
2020-08-16,Daily hospital occupancy,82.0,Singapore
2020-08-17,Daily hospital occupancy,82.0,Singapore
2020-08-18,Daily hospital occupancy,88.0,Singapore
2020-08-19,Daily hospital occupancy,87.0,Singapore
2020-08-20,Daily hospital occupancy,75.0,Singapore
2020-08-21,Daily hospital occupancy,72.0,Singapore
2020-08-22,Daily hospital occupancy,81.0,Singapore
2020-08-23,Daily hospital occupancy,76.0,Singapore
2020-08-24,Daily hospital occupancy,84.0,Singapore
2020-08-25,Daily hospital occupancy,78.0,Singapore
2020-08-26,Daily hospital occupancy,65.0,Singapore
2020-08-27,Daily hospital occupancy,66.0,Singapore
2020-08-28,Daily hospital occupancy,71.0,Singapore
2020-08-29,Daily hospital occupancy,70.0,Singapore
2020-08-30,Daily hospital occupancy,74.0,Singapore
2020-08-31,Daily hospital occupancy,78.0,Singapore
2020-09-01,Daily hospital occupancy,86.0,Singapore
2020-09-02,Daily hospital occupancy,75.0,Singapore
2020-09-03,Daily hospital occupancy,52.0,Singapore
2020-09-04,Daily hospital occupancy,51.0,Singapore
2020-09-05,Daily hospital occupancy,50.0,Singapore
2020-09-06,Daily hospital occupancy,51.0,Singapore
2020-09-07,Daily hospital occupancy,51.0,Singapore
2020-09-08,Daily hospital occupancy,48.0,Singapore
2020-09-09,Daily hospital occupancy,34.0,Singapore
2020-09-10,Daily hospital occupancy,47.0,Singapore
2020-09-11,Daily hospital occupancy,49.0,Singapore
2020-09-12,Daily hospital occupancy,54.0,Singapore
2020-09-13,Daily hospital occupancy,60.0,Singapore
2020-09-14,Daily hospital occupancy,53.0,Singapore
2020-09-15,Daily hospital occupancy,51.0,Singapore
2020-09-16,Daily hospital occupancy,42.0,Singapore
2020-09-17,Daily hospital occupancy,43.0,Singapore
2020-09-18,Daily hospital occupancy,38.0,Singapore
2020-09-19,Daily hospital occupancy,27.0,Singapore
2020-09-20,Daily hospital occupancy,30.0,Singapore
2020-09-21,Daily hospital occupancy,36.0,Singapore
2020-09-22,Daily hospital occupancy,37.0,Singapore
2020-09-23,Daily hospital occupancy,36.0,Singapore
2020-09-24,Daily hospital occupancy,28.0,Singapore
2020-09-25,Daily hospital occupancy,30.0,Singapore
2020-09-26,Daily hospital occupancy,25.0,Singapore
2020-09-27,Daily hospital occupancy,31.0,Singapore
2020-09-28,Daily hospital occupancy,36.0,Singapore
2020-09-29,Daily hospital occupancy,32.0,Singapore
2020-09-30,Daily hospital occupancy,41.0,Singapore
2020-10-01,Daily hospital occupancy,44.0,Singapore
2020-10-02,Daily hospital occupancy,48.0,Singapore
2020-10-03,Daily hospital occupancy,46.0,Singapore
2020-10-04,Daily hospital occupancy,43.0,Singapore
2020-10-05,Daily hospital occupancy,42.0,Singapore
2020-10-06,Daily hospital occupancy,42.0,Singapore
2020-10-07,Daily hospital occupancy,38.0,Singapore
2020-10-08,Daily hospital occupancy,34.0,Singapore
2020-10-09,Daily hospital occupancy,36.0,Singapore
2020-10-10,Daily hospital occupancy,39.0,Singapore
2020-10-11,Daily hospital occupancy,43.0,Singapore
2020-10-12,Daily hospital occupancy,48.0,Singapore
2020-10-13,Daily hospital occupancy,35.0,Singapore
2020-10-14,Daily hospital occupancy,39.0,Singapore
2020-10-15,Daily hospital occupancy,36.0,Singapore
2020-10-16,Daily hospital occupancy,30.0,Singapore
2020-10-17,Daily hospital occupancy,37.0,Singapore
2020-10-18,Daily hospital occupancy,40.0,Singapore
2020-10-19,Daily hospital occupancy,34.0,Singapore
2020-10-20,Daily hospital occupancy,38.0,Singapore
