date,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccinations,vaccine,location,source_url
2021-12-16,20289049,19468074,1117020,40874143,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-17,20309711,19515162,1257901,41082774,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-18,20320601,19538547,1328784,41187932,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-19,20328607,19553057,1369724,41251388,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-20,20346169,19587839,1511654,41445662,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-21,20363806,19620308,1668344,41652458,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-22,20380970,19651146,1835632,41867748,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-23,20397079,19678606,1984415,42060100,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-24,20397079,19678606,1984415,42060100,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-25,20397079,19678606,1984415,42060100,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-26,20410720,19699622,2093618,42203960,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-27,20413876,19704056,2117070,42235002,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-28,20417817,19709450,2144822,42272089,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-29,20430343,19733014,2257302,42420659,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-30,20444346,19755837,2380356,42580539,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2021-12-31,20444346,19755837,2380356,42580539,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-01,20444346,19755837,2380356,42580539,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-02,20460234,19778026,2530010,42768270,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-03,20463839,19782523,2566329,42812691,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-04,20475452,19806589,2742552,43024593,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-05,20488662,19832376,2965117,43286155,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-06,20503096,19857649,3197703,43558448,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-07,20516623,19882365,3424680,43823668,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-08,20524868,19896355,3565888,43987111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-09,20529932,19904821,3651855,44086608,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-10,20578901,19928352,3867210,44374463,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-11,20644440,19946441,4109839,44700720,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-12,20714403,19967401,4363951,45045755,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-13,20784959,19987928,4618466,45391353,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-14,20857930,20006998,4864238,45729166,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-15,20905692,20015852,4998093,45919637,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-16,20938457,20020735,5075274,46034466,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
2022-01-17,21009044,20036097,5316772,46361913,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidbaseau.com/
