location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated,total_boosters
Bulgaria,2021-09-28,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2521738,https://coronavirus.bg/bg/statistika,,1318066.0,
Bulgaria,2021-09-29,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2530744,https://coronavirus.bg/bg/statistika,,1324137.0,
Bulgaria,2021-09-30,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2539650,https://coronavirus.bg/bg/statistika,,1330199.0,
Bulgaria,2021-10-01,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2546712,https://coronavirus.bg/bg/statistika,,1335039.0,
Bulgaria,2021-10-02,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2548995,https://coronavirus.bg/bg/statistika,,1336437.0,
Bulgaria,2021-10-03,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2549465,https://who.maps.arcgis.com/apps/dashboards/ead3c6475654481ca51c248d52ab9c61,1407830.0,,
Bulgaria,2021-10-04,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2555664,https://coronavirus.bg/bg/statistika,,1340793.0,
Bulgaria,2021-10-05,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2563069,https://coronavirus.bg/bg/statistika,,1345602.0,
Bulgaria,2021-10-06,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2570248,https://coronavirus.bg/bg/statistika,,1350132.0,
Bulgaria,2021-10-07,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2577957,https://coronavirus.bg/bg/statistika,,1354896.0,
Bulgaria,2021-10-08,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2585160,https://coronavirus.bg/bg/statistika,,1359501.0,
Bulgaria,2021-10-09,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2587495,https://coronavirus.bg/bg/statistika,,1360933.0,
Bulgaria,2021-10-10,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2588714,https://coronavirus.bg/bg/statistika,,1361629.0,
Bulgaria,2021-10-11,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2593879,https://coronavirus.bg/bg/statistika,,1365088.0,
Bulgaria,2021-10-12,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2601548,https://coronavirus.bg/bg/statistika,,1369817.0,
Bulgaria,2021-10-13,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2607096,https://coronavirus.bg/bg/statistika,,1372723.0,
Bulgaria,2021-10-14,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2615154,https://coronavirus.bg/bg/statistika,,1377516.0,
Bulgaria,2021-10-15,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2623783,https://coronavirus.bg/bg/statistika,,1382469.0,
Bulgaria,2021-10-16,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2626708,https://coronavirus.bg/bg/statistika,,1383964.0,
Bulgaria,2021-10-17,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2628498,https://coronavirus.bg/bg/statistika,,1384919.0,
Bulgaria,2021-10-18,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2634699,https://coronavirus.bg/bg/statistika,,1388405.0,
Bulgaria,2021-10-19,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2643788,https://coronavirus.bg/bg/statistika,,1393292.0,
Bulgaria,2021-10-20,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2657271,https://coronavirus.bg/bg/statistika,,1401299.0,
Bulgaria,2021-10-21,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2685512,https://coronavirus.bg/bg/statistika,,1417227.0,
Bulgaria,2021-10-22,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2709549,https://coronavirus.bg/bg/statistika,,1430115.0,
Bulgaria,2021-10-23,"Johnson&Johnson, Oxford/AstraZeneca, Moderna, Pfizer/BioNTech",2709549,https://coronavirus.bg/bg/statistika,,1436426,12287
