date,people_vaccinated,people_fully_vaccinated,total_boosters,vaccine,total_vaccinations,source_url,location
2021-10-04,4181480,3677355,21667,"Moderna, Pfizer/BioNTech",7880502,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-05,4184204,3682500,23174,"Moderna, Pfizer/BioNTech",7889878,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-06,4187907,3689618,26537,"Moderna, Pfizer/BioNTech",7904062,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-07,4191424,3697254,31657,"Moderna, Pfizer/BioNTech",7920335,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-08,4192816,3701044,36312,"Moderna, Pfizer/BioNTech",7930172,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-09,4192847,3701138,36450,"Moderna, Pfizer/BioNTech",7930435,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-10,4192862,3701153,36532,"Moderna, Pfizer/BioNTech",7930547,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-11,4193963,3703116,44104,"Moderna, Pfizer/BioNTech",7941183,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-12,4195286,3705730,52156,"Moderna, Pfizer/BioNTech",7953172,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-13,4197385,3711335,56974,"Moderna, Pfizer/BioNTech",7965694,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-14,4198678,3714906,59779,"Moderna, Pfizer/BioNTech",7973363,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-15,4199544,3717095,61405,"Moderna, Pfizer/BioNTech",7978044,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-16,4199564,3717138,61415,"Moderna, Pfizer/BioNTech",7978117,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-17,4199571,3717157,61440,"Moderna, Pfizer/BioNTech",7978168,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-18,4199995,3718541,63109,"Moderna, Pfizer/BioNTech",7981645,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-19,4200920,3720922,65365,"Moderna, Pfizer/BioNTech",7987207,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-20,4203278,3725692,69876,"Moderna, Pfizer/BioNTech",7998846,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-21,4205238,3730846,75116,"Moderna, Pfizer/BioNTech",8011200,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-22,4206094,3733225,77741,"Moderna, Pfizer/BioNTech",8017060,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-23,4206141,3733268,77771,"Moderna, Pfizer/BioNTech",8017180,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-24,4206146,3733272,77781,"Moderna, Pfizer/BioNTech",8017199,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-25,4206698,3734897,80003,"Moderna, Pfizer/BioNTech",8021598,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-26,4207639,3736982,82864,"Moderna, Pfizer/BioNTech",8027485,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-27,4209404,3742567,88314,"Moderna, Pfizer/BioNTech",8040285,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-28,4210877,3748537,94089,"Moderna, Pfizer/BioNTech",8053503,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-29,4211592,3750356,96502,"Moderna, Pfizer/BioNTech",8058450,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-30,4211657,3750412,96568,"Moderna, Pfizer/BioNTech",8058637,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-10-31,4211661,3750423,96577,"Moderna, Pfizer/BioNTech",8058661,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-01,4212201,3751560,99094,"Moderna, Pfizer/BioNTech",8062855,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-02,4213154,3753375,106275,"Moderna, Pfizer/BioNTech",8072804,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-03,4215202,3758097,121480,"Moderna, Pfizer/BioNTech",8094779,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-04,4217434,3762747,138759,"Moderna, Pfizer/BioNTech",8118940,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-05,4218484,3765030,148201,"Moderna, Pfizer/BioNTech",8131715,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-06,4218550,3765144,149816,"Moderna, Pfizer/BioNTech",8133510,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-07,4218558,3765155,151032,"Moderna, Pfizer/BioNTech",8134745,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-08,4219231,3766737,161129,"Moderna, Pfizer/BioNTech",8147097,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-09,4220505,3769936,176267,"Moderna, Pfizer/BioNTech",8166708,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-10,4222541,3774142,205668,"Moderna, Pfizer/BioNTech",8202351,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-11,4224750,3779734,232862,"Moderna, Pfizer/BioNTech",8237346,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-12,4225729,3781415,245068,"Moderna, Pfizer/BioNTech",8252212,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-13,4225809,3781535,245615,"Moderna, Pfizer/BioNTech",8252959,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-14,4225813,3781541,245705,"Moderna, Pfizer/BioNTech",8253059,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-15,4226856,3784003,258113,"Moderna, Pfizer/BioNTech",8268972,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-16,4228158,3786989,276663,"Moderna, Pfizer/BioNTech",8291810,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-17,4230362,3792873,312802,"Moderna, Pfizer/BioNTech",8336037,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-18,4232456,3797449,349555,"Moderna, Pfizer/BioNTech",8379460,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-19,4233471,3800095,366776,"Moderna, Pfizer/BioNTech",8400342,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-20,4233572,3800872,367654,"Moderna, Pfizer/BioNTech",8402098,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-21,4233582,3800878,367781,"Moderna, Pfizer/BioNTech",8402241,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-22,4234506,3803036,386456,"Moderna, Pfizer/BioNTech",8423998,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-23,4235737,3807884,413806,"Moderna, Pfizer/BioNTech",8457427,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-24,4238251,3815436,468454,"Moderna, Pfizer/BioNTech",8522141,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-25,4240788,3824495,522054,"Moderna, Pfizer/BioNTech",8587337,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-26,4241899,3828193,546451,"Moderna, Pfizer/BioNTech",8616543,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-27,4242044,3828467,549742,"Moderna, Pfizer/BioNTech",8620253,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-28,4242052,3828486,550670,"Moderna, Pfizer/BioNTech",8621208,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-29,4242931,3832002,573763,"Moderna, Pfizer/BioNTech",8648696,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-11-30,4244266,3837641,607060,"Moderna, Pfizer/BioNTech",8688967,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-01,4246756,3846352,663035,"Moderna, Pfizer/BioNTech",8756143,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-02,4249189,3856340,722669,"Moderna, Pfizer/BioNTech",8828198,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-03,4250390,3859854,749241,"Moderna, Pfizer/BioNTech",8859485,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-04,4250523,3860050,751295,"Moderna, Pfizer/BioNTech",8861868,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-05,4250540,3860079,752050,"Moderna, Pfizer/BioNTech",8862669,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-06,4251567,3862387,778291,"Moderna, Pfizer/BioNTech",8892245,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-07,4253054,3866185,816178,"Moderna, Pfizer/BioNTech",8935417,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-08,4255693,3871884,883805,"Moderna, Pfizer/BioNTech",9011382,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-09,4258564,3878280,959115,"Moderna, Pfizer/BioNTech",9095959,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-10,4259830,3880604,990161,"Moderna, Pfizer/BioNTech",9130595,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-11,4259906,3880867,993800,"Moderna, Pfizer/BioNTech",9134573,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-12,4259935,3880907,995806,"Moderna, Pfizer/BioNTech",9136648,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-13,4261184,3882967,1023655,"Moderna, Pfizer/BioNTech",9167806,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-14,4263169,3886744,1071717,"Moderna, Pfizer/BioNTech",9221630,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-15,4266730,3892838,1151125,"Moderna, Pfizer/BioNTech",9310693,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-16,4271184,3900047,1238408,"Moderna, Pfizer/BioNTech",9409639,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-17,4273173,3903124,1275738,"Moderna, Pfizer/BioNTech",9452035,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-18,4273437,3903594,1282918,"Moderna, Pfizer/BioNTech",9459949,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-19,4273492,3903797,1285710,"Moderna, Pfizer/BioNTech",9462999,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-20,4275738,3906914,1336479,"Moderna, Pfizer/BioNTech",9519131,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-21,4278435,3910825,1396245,"Moderna, Pfizer/BioNTech",9585505,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-22,4280634,3914000,1444820,"Moderna, Pfizer/BioNTech",9639454,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-23,4280893,3914613,1451603,"Moderna, Pfizer/BioNTech",9647109,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-24,4280893,3914618,1451629,"Moderna, Pfizer/BioNTech",9647140,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-25,4280894,3914619,1451650,"Moderna, Pfizer/BioNTech",9647163,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-26,4280895,3914622,1451661,"Moderna, Pfizer/BioNTech",9647178,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-27,4281495,3915755,1469543,"Moderna, Pfizer/BioNTech",9666793,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-28,4282387,3917336,1501003,"Moderna, Pfizer/BioNTech",9700726,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-29,4283563,3919347,1538612,"Moderna, Pfizer/BioNTech",9741522,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-30,4283966,3920155,1555019,"Moderna, Pfizer/BioNTech",9759140,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2021-12-31,4283980,3920187,1555624,"Moderna, Pfizer/BioNTech",9759791,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2022-01-01,4283981,3920188,1555631,"Moderna, Pfizer/BioNTech",9759800,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2022-01-02,4283983,3920193,1555669,"Moderna, Pfizer/BioNTech",9759845,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2022-01-03,4284572,3921684,1587660,"Moderna, Pfizer/BioNTech",9793916,https://github.com/folkehelseinstituttet/surveillance_data,Norway
2022-01-04,4285814,3924518,1645679,"Moderna, Pfizer/BioNTech",9856011,https://github.com/folkehelseinstituttet/surveillance_data,Norway
