Country,Year,0-17_fully,0-4_fully,0-9_fully,10-14_fully,10-19_fully,12-15_fully,12-17_fully,15-17_fully,16-19_fully,18-24_fully,18-29_fully,20-29_fully,25-34_fully,25-49_fully,30-39_fully,35-44_fully,40-49_fully,45-54_fully,5-11_fully,5-9_fully,50-54_fully,50-59_fully,55-59_fully,55-64_fully,60-64_fully,60-69_fully,65-69_fully,65-74_fully,70-74_fully,70-79_fully,75+_fully,75-79_fully,80+_fully,80-89_fully,90-99_fully,0-17_start,0-4_start,0-9_start,10-14_start,10-19_start,12-15_start,12-17_start,15-17_start,16-19_start,18-24_start,18-29_start,20-29_start,25-34_start,25-49_start,30-39_start,35-44_start,40-49_start,45-54_start,5-11_start,5-9_start,50-54_start,50-59_start,55-59_start,55-64_start,60-64_start,60-69_start,65-69_start,65-74_start,70-74_start,70-79_start,75+_start,75-79_start,80+_start,80-89_start,90-99_start,0-17_booster,0-4_booster,0-9_booster,10-14_booster,10-19_booster,12-15_booster,12-17_booster,15-17_booster,16-19_booster,18-24_booster,18-29_booster,20-29_booster,25-34_booster,25-49_booster,30-39_booster,35-44_booster,40-49_booster,45-54_booster,5-11_booster,5-9_booster,50-54_booster,50-59_booster,55-59_booster,55-64_booster,60-64_booster,60-69_booster,65-69_booster,65-74_booster,70-74_booster,70-79_booster,75+_booster,75-79_booster,80+_booster,80-89_booster,90-99_booster,0-17_partly,0-4_partly,0-9_partly,10-14_partly,10-19_partly,12-15_partly,12-17_partly,15-17_partly,16-19_partly,18-24_partly,18-29_partly,20-29_partly,25-34_partly,25-49_partly,30-39_partly,35-44_partly,40-49_partly,45-54_partly,5-11_partly,5-9_partly,50-54_partly,50-59_partly,55-59_partly,55-64_partly,60-64_partly,60-69_partly,65-69_partly,65-74_partly,70-74_partly,70-79_partly,75+_partly,75-79_partly,80+_partly,80-89_partly,90-99_partly
Austria,7,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,,0.01,,0.13,,,,0.39,,,,,,0.0,,0.54,,,,0.33,,,,0.27,,,1.24,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,,0.01,,0.13,,,,0.39,,,,,,0.0,,0.54,,,,0.33,,,,0.27,,,1.24,,
Austria,14,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.01,,,,0.0,,,,0.01,,,0.02,,,,0.0,,0.0,,,,0.04,,0.45,,,,1.19,,,,,,0.0,,1.82,,,,1.31,,,,1.3,,,6.09,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.04,,0.45,,,,1.19,,,,,,0.0,,1.81,,,,1.31,,,,1.29,,,6.07,,
Austria,21,,0.0,,0.0,,,,0.0,,0.01,,,,0.04,,,,,,0.0,,0.07,,,,0.06,,,,0.07,,,0.32,,,,0.0,,0.0,,,,0.05,,0.87,,,,2.18,,,,,,0.0,,3.16,,,,2.13,,,,2.16,,,11.78,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.05,,0.86,,,,2.14,,,,,,0.0,,3.09,,,,2.07,,,,2.09,,,11.46,,
Austria,28,,0.0,,0.0,,,,0.01,,0.1,,,,0.25,,,,,,0.0,,0.37,,,,0.25,,,,0.23,,,1.05,,,,0.0,,0.0,,,,0.05,,1.04,,,,2.49,,,,,,0.0,,3.56,,,,2.4,,,,2.38,,,14.16,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.04,,0.94,,,,2.24,,,,,,0.0,,3.19,,,,2.15,,,,2.15,,,13.11,,
Austria,35,,0.0,,0.0,,,,0.03,,0.41,,,,1.07,,,,,,0.0,,1.61,,,,1.14,,,,1.1,,,5.14,,,,0.0,,0.0,,,,0.06,,1.16,,,,2.7,,,,,,0.0,,3.87,,,,2.59,,,,2.54,,,14.97,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.03,,0.75,,,,1.63,,,,,,0.0,,2.26,,,,1.45,,,,1.44,,,9.83,,
Austria,42,,0.0,,0.0,,,,0.04,,0.8,,,,2.02,,,,,,0.0,,2.92,,,,1.95,,,,1.89,,,10.36,,,,0.0,,0.0,,,,0.07,,1.53,,,,3.06,,,,,,0.0,,4.33,,,,2.86,,,,2.75,,,15.9,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.03,,0.73,,,,1.04,,,,,,0.0,,1.41,,,,0.91,,,,0.86,,,5.54,,
Austria,49,,0.0,,0.0,,,,0.05,,1.0,,,,2.37,,,,,,0.0,,3.41,,,,2.26,,,,2.26,,,13.46,,,,0.0,,0.0,,,,0.08,,2.02,,,,3.74,,,,,,0.0,,5.17,,,,3.37,,,,3.08,,,20.22,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.03,,1.02,,,,1.37,,,,,,0.0,,1.76,,,,1.11,,,,0.82,,,6.76,,
Austria,56,,0.0,,0.0,,,,0.06,,1.13,,,,2.63,,,,,,0.0,,3.79,,,,2.53,,,,2.44,,,14.14,,,,0.0,,0.0,,,,0.1,,2.97,,,,4.83,,,,,,0.0,,6.48,,,,4.24,,,,3.58,,,27.86,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.04,,1.84,,,,2.2,,,,,,0.0,,2.69,,,,1.71,,,,1.14,,,13.72,,
Austria,63,,0.0,,0.0,,,,0.06,,1.21,,,,2.78,,,,,,0.0,,3.99,,,,2.69,,,,2.6,,,15.07,,,,0.0,,0.0,,,,0.12,,3.76,,,,5.91,,,,,,0.0,,7.95,,,,5.38,,,,4.63,,,43.94,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.06,,2.55,,,,3.13,,,,,,0.0,,3.96,,,,2.69,,,,2.03,,,28.87,,
Austria,70,,0.0,,0.0,,,,0.07,,1.26,,,,2.91,,,,,,0.0,,4.19,,,,2.88,,,,2.89,,,19.25,,,,0.0,,0.01,,,,0.39,,5.16,,,,7.96,,,,,,0.0,,10.46,,,,8.18,,,,8.22,,,57.58,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.01,,,,0.32,,3.9,,,,5.05,,,,,,0.0,,6.27,,,,5.3,,,,5.33,,,38.33,,
Austria,77,,0.0,,0.0,,,,0.08,,1.31,,,,3.02,,,,,,0.0,,4.37,,,,3.13,,,,3.3,,,26.86,,,,0.0,,0.01,,,,0.46,,5.87,,,,9.32,,,,,,0.0,,12.45,,,,11.07,,,,13.91,,,66.95,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.01,,,,0.0,,0.01,,,,0.38,,4.56,,,,6.3,,,,,,0.0,,8.08,,,,7.94,,,,10.61,,,40.09,,
Austria,84,,0.0,,0.0,,,,0.09,,1.39,,,,3.15,,,,,,0.0,,4.66,,,,3.63,,,,4.08,,,42.39,,,,0.0,,0.01,,,,0.51,,6.52,,,,10.54,,,,,,0.0,,14.29,,,,13.48,,,,19.12,,,71.99,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.01,,,,0.0,,0.01,,,,0.42,,5.13,,,,7.39,,,,,,0.0,,9.63,,,,9.85,,,,15.04,,,29.6,,
Austria,91,,0.0,,0.0,,,,0.12,,1.52,,,,3.33,,,,,,0.0,,4.97,,,,4.27,,,,5.59,,,53.48,,,,0.0,,0.01,,,,0.54,,6.89,,,,11.13,,,,,,0.0,,15.32,,,,15.14,,,,27.08,,,78.52,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.01,,,,0.0,,0.01,,,,0.42,,5.37,,,,7.8,,,,,,0.0,,10.35,,,,10.87,,,,21.49,,,25.04,,
Austria,98,,0.0,,0.0,,,,0.36,,2.24,,,,4.21,,,,,,0.0,,6.15,,,,6.07,,,,9.14,,,62.83,,,,0.0,,0.01,,,,0.59,,7.24,,,,11.71,,,,,,0.0,,16.45,,,,19.92,,,,40.63,,,84.29,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.01,,,,0.0,,0.01,,,,0.23,,5.0,,,,7.5,,,,,,0.0,,10.3,,,,13.85,,,,31.49,,,21.46,,
Austria,105,,0.0,,0.0,,,,0.45,,2.59,,,,4.72,,,,,,0.0,,7.0,,,,7.7,,,,13.25,,,67.03,,,,0.0,,0.01,,,,0.67,,7.74,,,,12.84,,,,,,0.0,,18.66,,,,27.92,,,,54.75,,,88.36,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.0,,0.01,,,,0.22,,5.15,,,,8.12,,,,,,0.0,,11.66,,,,20.22,,,,41.5,,,21.33,,
Austria,112,,0.0,,0.0,,,,0.46,,2.76,,,,4.98,,,,,,0.0,,7.41,,,,8.37,,,,15.63,,,71.32,,,,0.01,,0.01,,,,0.84,,8.63,,,,14.6,,,,,,0.0,,22.44,,,,37.74,,,,64.02,,,90.34,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.01,,0.01,,,,0.38,,5.87,,,,9.62,,,,,,0.0,,15.03,,,,29.37,,,,48.39,,,19.02,,
Austria,119,,0.0,,0.0,,,,0.49,,3.03,,,,5.31,,,,,,0.0,,7.87,,,,9.45,,,,19.98,,,72.71,,,,0.01,,0.01,,,,1.02,,9.86,,,,16.53,,,,,,0.01,,27.25,,,,49.26,,,,68.24,,,91.61,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.01,,0.01,,,,0.53,,6.83,,,,11.22,,,,,,0.01,,19.38,,,,39.81,,,,48.26,,,18.9,,
Austria,126,,0.0,,0.0,,,,0.52,,3.63,,,,6.05,,,,,,0.0,,8.89,,,,11.66,,,,26.58,,,74.84,,,,0.01,,0.01,,,,1.35,,11.85,,,,19.76,,,,,,0.01,,34.39,,,,58.04,,,,71.81,,,93.11,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.01,,0.01,,,,0.83,,8.22,,,,13.71,,,,,,0.01,,25.5,,,,46.38,,,,45.23,,,18.27,,
Austria,133,,0.0,,0.01,,,,0.58,,4.36,,,,7.02,,,,,,0.0,,10.17,,,,13.93,,,,30.65,,,76.13,,,,0.01,,0.02,,,,1.8,,14.18,,,,23.3,,,,,,0.01,,42.36,,,,64.5,,,,73.8,,,94.11,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.01,,0.01,,,,1.22,,9.82,,,,16.28,,,,,,0.01,,32.19,,,,50.57,,,,43.15,,,17.98,,
Austria,140,,0.0,,0.01,,,,0.64,,5.47,,,,8.57,,,,,,0.0,,12.46,,,,18.01,,,,36.56,,,80.21,,,,0.01,,0.03,,,,2.7,,17.03,,,,28.37,,,,,,0.01,,49.51,,,,71.13,,,,75.8,,,95.23,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.01,,0.02,,,,2.06,,11.56,,,,19.8,,,,,,0.01,,37.05,,,,53.12,,,,39.24,,,15.02,,
Austria,147,,0.0,,0.01,,,,0.79,,6.8,,,,10.87,,,,,,0.0,,15.98,,,,23.54,,,,43.16,,,82.82,,,,0.01,,0.04,,,,3.51,,19.86,,,,32.64,,,,,,0.01,,53.97,,,,74.32,,,,76.84,,,95.88,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.01,,0.03,,,,2.72,,13.06,,,,21.77,,,,,,0.01,,37.99,,,,50.78,,,,33.68,,,13.06,,
Austria,154,,0.0,,0.01,,,,1.0,,8.4,,,,13.51,,,,,,0.0,,20.21,,,,31.51,,,,50.12,,,84.33,,,,0.01,,0.24,,,,5.3,,24.24,,,,38.19,,,,,,0.01,,59.12,,,,76.81,,,,77.79,,,96.52,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.01,,,0.01,,,,0.01,,0.23,,,,4.3,,15.84,,,,24.68,,,,,,0.01,,38.91,,,,45.3,,,,27.67,,,12.19,,
Austria,161,,0.0,,0.02,,,,1.22,,10.25,,,,16.81,,,,,,0.0,,26.51,,,,42.56,,,,54.81,,,86.85,,,,0.02,,0.68,,,,8.46,,29.65,,,,43.39,,,,,,0.01,,63.95,,,,78.32,,,,78.53,,,97.07,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.01,,,,0.01,,,0.01,,,,0.02,,0.66,,,,7.24,,19.4,,,,26.58,,,,,,0.01,,37.44,,,,35.76,,,,23.72,,,10.22,,
Austria,168,,0.0,,0.02,,,,1.59,,12.6,,,,20.35,,,,,,0.0,,33.33,,,,51.61,,,,59.33,,,89.06,,,,0.02,,1.87,,,,13.17,,34.44,,,,48.06,,,,,,0.02,,66.85,,,,79.69,,,,79.27,,,97.64,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.01,,,,0.01,,,0.02,,,,0.02,,1.85,,,,11.58,,21.84,,,,27.71,,,,,,0.02,,33.52,,,,28.08,,,,19.94,,,8.58,,
Austria,175,,0.0,,0.08,,,,2.53,,15.35,,,,24.77,,,,,,0.0,,42.57,,,,58.65,,,,65.43,,,91.13,,,,0.02,,3.75,,,,18.93,,38.87,,,,52.05,,,,,,0.02,,68.38,,,,80.63,,,,79.82,,,98.08,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.01,,,,0.01,,,0.02,,,,0.02,,3.67,,,,16.4,,23.52,,,,27.28,,,,,,0.02,,25.81,,,,21.98,,,,14.39,,,6.95,,
Austria,182,,0.0,,0.25,,,,4.26,,20.08,,,,30.45,,,,,,0.0,,49.84,,,,66.46,,,,72.06,,,92.67,,,,0.02,,5.99,,,,25.7,,43.65,,,,55.44,,,,,,0.02,,69.86,,,,81.58,,,,80.4,,,98.54,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.01,,,,0.01,,,,0.01,,,0.02,,,,0.02,,5.74,,,,21.44,,23.57,,,,24.99,,,,,,0.02,,20.02,,,,15.12,,,,8.34,,,5.87,,
Austria,189,,0.0,,0.81,,,,6.6,,25.05,,,,36.3,,,,,,0.0,,55.29,,,,71.18,,,,75.15,,,93.72,,,,0.03,,7.25,,,,29.78,,48.58,,,,57.78,,,,,,0.02,,70.99,,,,82.39,,,,80.88,,,98.91,,,,0.0,,0.0,,,,0.0,,0.01,,,,0.01,,,,,,0.0,,0.01,,,,0.01,,,,0.01,,,0.02,,,,0.03,,6.44,,,,23.18,,23.53,,,,21.48,,,,,,0.02,,15.7,,,,11.21,,,,5.73,,,5.19,,
Austria,196,,0.0,,1.3,,,,9.08,,29.93,,,,41.85,,,,,,0.0,,60.08,,,,75.08,,,,76.71,,,94.58,,,,0.03,,9.38,,,,34.96,,51.01,,,,59.23,,,,,,0.02,,71.97,,,,83.13,,,,81.35,,,99.28,,,,0.0,,0.0,,,,0.0,,0.01,,,,0.01,,,,,,0.0,,0.01,,,,0.01,,,,0.02,,,0.02,,,,0.03,,8.08,,,,25.88,,21.08,,,,17.38,,,,,,0.02,,11.89,,,,8.05,,,,4.64,,,4.7,,
Austria,203,,0.0,,2.19,,,,13.16,,35.45,,,,46.72,,,,,,0.0,,64.56,,,,77.37,,,,77.72,,,95.29,,,,0.03,,10.5,,,,37.75,,53.07,,,,60.57,,,,,,0.02,,72.85,,,,83.8,,,,81.79,,,99.65,,,,0.0,,0.0,,,,0.0,,0.01,,,,0.01,,,,,,0.0,,0.01,,,,0.02,,,,0.02,,,0.02,,,,0.03,,8.31,,,,24.59,,17.62,,,,13.85,,,,,,0.02,,8.29,,,,6.43,,,,4.07,,,4.36,,
Austria,210,,0.0,,4.4,,,,20.2,,40.7,,,,51.17,,,,,,0.0,,67.19,,,,79.3,,,,78.58,,,95.91,,,,0.03,,11.38,,,,39.83,,54.27,,,,61.34,,,,,,0.02,,73.38,,,,84.24,,,,82.08,,,99.92,,,,0.0,,0.0,,,,0.0,,0.01,,,,0.01,,,,,,0.0,,0.01,,,,0.02,,,,0.02,,,0.03,,,,0.03,,6.98,,,,19.63,,13.57,,,,10.17,,,,,,0.02,,6.19,,,,4.94,,,,3.5,,,4.01,,
Austria,217,,0.0,,6.79,,,,27.04,,44.95,,,,55.07,,,,,,0.01,,69.09,,,,80.74,,,,79.34,,,96.46,,,,0.03,,12.33,,,,41.71,,55.4,,,,62.1,,,,,,0.02,,73.93,,,,84.68,,,,82.39,,,100.18,,,,0.0,,0.0,,,,0.0,,0.01,,,,0.01,,,,,,0.0,,0.02,,,,0.03,,,,0.03,,,0.03,,,,0.03,,5.54,,,,14.67,,10.45,,,,7.03,,,,,,0.01,,4.84,,,,3.94,,,,3.05,,,3.72,,
Austria,224,,0.0,,8.76,,,,32.37,,48.32,,,,57.52,,,,,,0.01,,70.33,,,,81.68,,,,79.94,,,96.93,,,,0.03,,12.99,,,,42.95,,56.13,,,,62.62,,,,,,0.03,,74.31,,,,84.99,,,,82.6,,,100.37,,,,0.0,,0.0,,,,0.0,,0.01,,,,0.01,,,,,,0.0,,0.02,,,,0.03,,,,0.04,,,0.05,,,,0.03,,4.23,,,,10.58,,7.81,,,,5.1,,,,,,0.02,,3.98,,,,3.31,,,,2.66,,,3.44,,
Austria,231,,0.0,,10.3,,,,36.72,,51.74,,,,59.17,,,,,,0.01,,71.34,,,,82.45,,,,80.42,,,97.3,,,,0.03,,13.83,,,,44.34,,56.98,,,,63.25,,,,,,0.03,,74.76,,,,85.34,,,,82.84,,,100.61,,,,0.0,,0.0,,,,0.0,,0.01,,,,0.02,,,,,,0.0,,0.03,,,,0.05,,,,0.05,,,0.06,,,,0.03,,3.53,,,,7.62,,5.24,,,,4.08,,,,,,0.02,,3.42,,,,2.89,,,,2.42,,,3.31,,
Austria,238,,0.0,,11.25,,,,38.8,,53.14,,,,60.08,,,,,,0.01,,71.92,,,,82.91,,,,80.73,,,97.55,,,,0.03,,14.78,,,,45.94,,57.89,,,,63.9,,,,,,0.03,,75.22,,,,85.7,,,,83.08,,,100.84,,,,0.0,,0.0,,,,0.01,,0.01,,,,0.02,,,,,,0.0,,0.04,,,,0.07,,,,0.08,,,0.12,,,,0.03,,3.53,,,,7.14,,4.75,,,,3.82,,,,,,0.02,,3.3,,,,2.79,,,,2.35,,,3.29,,
Austria,245,,0.01,,12.14,,,,40.47,,54.19,,,,60.82,,,,,,0.01,,72.41,,,,83.31,,,,80.99,,,97.79,,,,0.03,,15.79,,,,47.65,,58.85,,,,64.57,,,,,,0.04,,75.67,,,,86.04,,,,83.32,,,101.07,,,,0.0,,0.0,,,,0.01,,0.02,,,,0.04,,,,,,0.0,,0.07,,,,0.13,,,,0.16,,,0.31,,,,0.02,,3.65,,,,7.18,,4.66,,,,3.75,,,,,,0.03,,3.26,,,,2.73,,,,2.33,,,3.28,,
Austria,252,,0.01,,12.91,,,,41.84,,55.12,,,,61.5,,,,,,0.01,,72.85,,,,83.65,,,,81.21,,,98.01,,,,0.03,,16.8,,,,49.4,,59.92,,,,65.35,,,,,,0.05,,76.15,,,,86.4,,,,83.56,,,101.31,,,,0.0,,0.0,,,,0.01,,0.03,,,,0.07,,,,,,0.0,,0.13,,,,0.21,,,,0.3,,,0.72,,,,0.02,,3.89,,,,7.56,,4.8,,,,3.85,,,,,,0.04,,3.3,,,,2.75,,,,2.35,,,3.3,,
Austria,259,,0.01,,13.84,,,,43.45,,56.07,,,,62.18,,,,,,0.02,,73.28,,,,83.98,,,,81.44,,,98.24,,,,0.04,,17.82,,,,51.26,,61.1,,,,66.2,,,,,,0.07,,76.69,,,,86.78,,,,83.81,,,101.59,,,,0.0,,0.0,,,,0.01,,0.06,,,,0.14,,,,,,0.0,,0.24,,,,0.36,,,,0.56,,,1.91,,,,0.03,,3.98,,,,7.81,,5.03,,,,4.02,,,,,,0.05,,3.41,,,,2.8,,,,2.37,,,3.35,,
Austria,266,,0.01,,14.69,,,,44.91,,57.03,,,,62.87,,,,,,0.02,,73.73,,,,84.3,,,,81.67,,,98.48,,,,0.04,,18.81,,,,53.06,,62.24,,,,67.01,,,,,,0.1,,77.2,,,,87.14,,,,84.06,,,101.88,,,,0.0,,0.0,,,,0.02,,0.09,,,,0.23,,,,,,0.0,,0.42,,,,0.61,,,,1.03,,,4.24,,,,0.03,,4.12,,,,8.15,,5.21,,,,4.14,,,,,,0.08,,3.47,,,,2.84,,,,2.39,,,3.4,,
Austria,273,,0.01,,15.61,,,,46.46,,57.91,,,,63.46,,,,,,0.03,,74.09,,,,84.58,,,,81.86,,,98.68,,,,0.05,,19.73,,,,54.41,,63.15,,,,67.64,,,,,,0.15,,77.58,,,,87.41,,,,84.24,,,102.1,,,,0.0,,0.01,,,,0.02,,0.17,,,,0.38,,,,,,0.0,,0.65,,,,0.93,,,,1.62,,,8.03,,,,0.04,,4.12,,,,7.95,,5.24,,,,4.18,,,,,,0.12,,3.49,,,,2.83,,,,2.38,,,3.42,,
Austria,280,,0.01,,16.56,,,,48.07,,58.79,,,,64.06,,,,,,0.04,,74.46,,,,84.87,,,,82.08,,,98.96,,,,0.05,,20.45,,,,55.51,,63.91,,,,68.13,,,,,,0.21,,77.87,,,,87.62,,,,84.4,,,102.33,,,,0.0,,0.01,,,,0.03,,0.33,,,,0.64,,,,,,0.0,,1.04,,,,1.48,,,,2.68,,,15.54,,,,0.04,,3.89,,,,7.44,,5.12,,,,4.07,,,,,,0.17,,3.41,,,,2.75,,,,2.32,,,3.37,,
Austria,287,,0.01,,17.42,,,,49.6,,59.6,,,,64.62,,,,,,0.07,,74.81,,,,85.13,,,,82.29,,,99.2,,,,0.05,,21.11,,,,56.45,,64.51,,,,68.55,,,,,,0.27,,78.12,,,,87.8,,,,84.52,,,102.5,,,,0.0,,0.01,,,,0.04,,0.51,,,,0.99,,,,,,0.0,,1.55,,,,2.15,,,,4.04,,,21.79,,,,0.04,,3.69,,,,6.85,,4.91,,,,3.93,,,,,,0.2,,3.31,,,,2.67,,,,2.23,,,3.3,,
Austria,294,,0.02,,18.43,,,,51.12,,60.34,,,,65.17,,,,,,0.11,,75.13,,,,85.38,,,,82.48,,,99.42,,,,0.06,,21.78,,,,57.43,,65.23,,,,69.12,,,,,,0.34,,78.45,,,,87.99,,,,84.63,,,102.66,,,,0.0,,0.01,,,,0.06,,0.76,,,,1.46,,,,,,0.0,,2.26,,,,3.07,,,,6.01,,,28.59,,,,0.04,,3.35,,,,6.31,,4.89,,,,3.95,,,,,,0.23,,3.32,,,,2.61,,,,2.15,,,3.24,,
Austria,301,,0.02,,19.04,,,,52.14,,61.05,,,,65.67,,,,,,0.14,,75.43,,,,85.57,,,,82.61,,,99.59,,,,0.06,,22.59,,,,58.82,,66.31,,,,70.02,,,,,,0.39,,78.96,,,,88.21,,,,84.75,,,102.79,,,,0.0,,0.01,,,,0.07,,1.04,,,,1.85,,,,,,0.0,,2.8,,,,3.8,,,,7.69,,,33.13,,,,0.04,,3.55,,,,6.68,,5.26,,,,4.35,,,,,,0.25,,3.53,,,,2.64,,,,2.14,,,3.2,,
Austria,308,,0.02,,19.76,,,,53.24,,61.76,,,,66.22,,,,,,0.22,,75.77,,,,85.81,,,,82.78,,,99.79,,,,0.07,,23.79,,,,60.95,,67.97,,,,71.36,,,,,,0.51,,79.71,,,,88.54,,,,84.9,,,102.95,,,,0.0,,0.01,,,,0.11,,1.72,,,,2.99,,,,,,0.0,,4.45,,,,5.93,,,,11.82,,,40.23,,,,0.05,,4.03,,,,7.71,,6.21,,,,5.14,,,,,,0.29,,3.94,,,,2.73,,,,2.12,,,3.16,,
Austria,315,,0.03,,20.47,,,,54.41,,62.63,,,,66.89,,,,,,0.29,,76.23,,,,86.15,,,,83.02,,,100.04,,,,0.08,,25.91,,,,65.37,,70.87,,,,73.53,,,,,,0.78,,80.98,,,,89.25,,,,85.29,,,103.31,,,,0.0,,0.02,,,,0.22,,3.31,,,,5.65,,,,,,0.0,,8.41,,,,11.24,,,,20.42,,,50.59,,,,0.05,,5.44,,,,10.96,,8.24,,,,6.64,,,,,,0.49,,4.75,,,,3.1,,,,2.27,,,3.27,,
Austria,322,,0.03,,21.26,,,,55.78,,63.64,,,,67.73,,,,,,0.35,,76.8,,,,86.52,,,,83.29,,,100.31,,,,0.1,,28.5,,,,68.53,,72.89,,,,75.18,,,,,,1.62,,81.96,,,,89.97,,,,85.72,,,103.74,,,,0.0,,0.05,,,,0.57,,5.92,,,,10.18,,,,,,0.0,,15.74,,,,21.87,,,,33.78,,,61.56,,,,0.07,,7.24,,,,12.75,,9.25,,,,7.45,,,,,,1.27,,5.16,,,,3.45,,,,2.43,,,3.43,,
Austria,329,,0.04,,22.16,,,,57.31,,64.81,,,,68.74,,,,,,0.45,,77.49,,,,86.92,,,,83.55,,,100.57,,,,0.14,,32.04,,,,70.05,,73.86,,,,76.08,,,,,,5.13,,82.59,,,,90.54,,,,86.12,,,104.21,,,,0.0,,0.11,,,,1.31,,9.94,,,,16.46,,,,,,0.0,,25.69,,,,35.18,,,,46.5,,,70.86,,,,0.1,,9.88,,,,12.74,,9.05,,,,7.34,,,,,,4.68,,5.1,,,,3.62,,,,2.57,,,3.64,,
Austria,336,,0.05,,23.62,,,,59.9,,66.52,,,,70.14,,,,,,0.67,,78.4,,,,87.48,,,,83.9,,,100.9,,,,0.18,,35.77,,,,71.05,,74.51,,,,76.69,,,,,,9.67,,83.0,,,,90.98,,,,86.45,,,104.66,,,,0.0,,0.23,,,,2.35,,14.34,,,,22.8,,,,,,0.0,,35.15,,,,47.36,,,,56.95,,,77.38,,,,0.13,,12.15,,,,11.15,,7.99,,,,6.55,,,,,,9.0,,4.6,,,,3.5,,,,2.55,,,3.76,,
Austria,343,,0.06,,25.68,,,,62.83,,68.32,,,,71.59,,,,,,1.33,,79.3,,,,88.11,,,,84.27,,,101.26,,,,0.22,,38.46,,,,72.15,,75.2,,,,77.26,,,,,,13.0,,83.36,,,,91.36,,,,86.74,,,105.05,,,,0.0,,0.38,,,,3.59,,19.06,,,,28.95,,,,,,0.0,,43.31,,,,57.07,,,,63.87,,,81.13,,,,0.16,,12.78,,,,9.32,,6.88,,,,5.67,,,,,,11.67,,4.06,,,,3.25,,,,2.47,,,3.79,,
