Country,Year,0-17_fully,0-4_fully,0-9_fully,10-14_fully,10-19_fully,12-15_fully,12-17_fully,15-17_fully,16-19_fully,18-24_fully,18-29_fully,20-29_fully,25-34_fully,25-49_fully,30-39_fully,35-44_fully,40-49_fully,45-54_fully,5-11_fully,5-9_fully,50-54_fully,50-59_fully,55-59_fully,55-64_fully,60-64_fully,60-69_fully,65-69_fully,65-74_fully,70-74_fully,70-79_fully,75+_fully,75-79_fully,80+_fully,80-89_fully,90-99_fully,0-17_start,0-4_start,0-9_start,10-14_start,10-19_start,12-15_start,12-17_start,15-17_start,16-19_start,18-24_start,18-29_start,20-29_start,25-34_start,25-49_start,30-39_start,35-44_start,40-49_start,45-54_start,5-11_start,5-9_start,50-54_start,50-59_start,55-59_start,55-64_start,60-64_start,60-69_start,65-69_start,65-74_start,70-74_start,70-79_start,75+_start,75-79_start,80+_start,80-89_start,90-99_start,0-17_booster,0-4_booster,0-9_booster,10-14_booster,10-19_booster,12-15_booster,12-17_booster,15-17_booster,16-19_booster,18-24_booster,18-29_booster,20-29_booster,25-34_booster,25-49_booster,30-39_booster,35-44_booster,40-49_booster,45-54_booster,5-11_booster,5-9_booster,50-54_booster,50-59_booster,55-59_booster,55-64_booster,60-64_booster,60-69_booster,65-69_booster,65-74_booster,70-74_booster,70-79_booster,75+_booster,75-79_booster,80+_booster,80-89_booster,90-99_booster,0-17_partly,0-4_partly,0-9_partly,10-14_partly,10-19_partly,12-15_partly,12-17_partly,15-17_partly,16-19_partly,18-24_partly,18-29_partly,20-29_partly,25-34_partly,25-49_partly,30-39_partly,35-44_partly,40-49_partly,45-54_partly,5-11_partly,5-9_partly,50-54_partly,50-59_partly,55-59_partly,55-64_partly,60-64_partly,60-69_partly,65-69_partly,65-74_partly,70-74_partly,70-79_partly,75+_partly,75-79_partly,80+_partly,80-89_partly,90-99_partly
Bulgaria,329,1.18,,,,,,,,,21.99,,,,27.43,,,,,,,,33.87,,,,35.9,,,,35.82,,,22.66,,,1.44,,,,,,,,,23.85,,,,29.34,,,,,,,,35.94,,,,38.03,,,,37.73,,,23.85,,,0.0,,,,,,,,,0.14,,,,0.66,,,,,,,,1.69,,,,2.85,,,,3.16,,,1.82,,,0.26,,,,,,,,,1.86,,,,1.91,,,,,,,,2.07,,,,2.13,,,,1.91,,,1.19,,
Bulgaria,336,1.27,,,,,,,,,22.95,,,,28.32,,,,,,,,34.75,,,,36.64,,,,36.45,,,23.01,,,1.54,,,,,,,,,24.55,,,,29.96,,,,,,,,36.49,,,,38.49,,,,38.16,,,24.11,,,0.0,,,,,,,,,0.24,,,,0.93,,,,,,,,2.36,,,,4.1,,,,4.71,,,2.79,,,0.27,,,,,,,,,1.6,,,,1.64,,,,,,,,1.74,,,,1.85,,,,1.71,,,1.1,,
Bulgaria,343,1.34,,,,,,,,,23.69,,,,29.03,,,,,,,,35.41,,,,37.22,,,,36.96,,,23.32,,,1.61,,,,,,,,,25.07,,,,30.42,,,,,,,,36.89,,,,38.8,,,,38.46,,,24.31,,,0.0,,,,,,,,,0.33,,,,1.21,,,,,,,,3.06,,,,5.46,,,,6.56,,,3.91,,,0.27,,,,,,,,,1.38,,,,1.39,,,,,,,,1.48,,,,1.58,,,,1.5,,,0.99,,
Bulgaria,350,1.42,,,,,,,,,24.36,,,,29.66,,,,,,,,36.0,,,,37.74,,,,37.43,,,23.61,,,1.66,,,,,,,,,25.56,,,,30.85,,,,,,,,37.26,,,,39.11,,,,38.75,,,24.5,,,0.0,,,,,,,,,0.46,,,,1.55,,,,,,,,3.86,,,,6.93,,,,8.52,,,5.13,,,0.24,,,,,,,,,1.2,,,,1.19,,,,,,,,1.26,,,,1.37,,,,1.32,,,0.89,,
Bulgaria,357,1.48,,,,,,,,,24.92,,,,30.16,,,,,,,,36.45,,,,38.11,,,,37.77,,,23.81,,,1.71,,,,,,,,,25.98,,,,31.22,,,,,,,,37.57,,,,39.32,,,,38.92,,,24.61,,,0.0,,,,,,,,,0.62,,,,1.86,,,,,,,,4.48,,,,7.89,,,,9.71,,,5.86,,,0.23,,,,,,,,,1.06,,,,1.06,,,,,,,,1.12,,,,1.21,,,,1.15,,,0.8,,
Bulgaria,364,1.54,,,,,,,,,25.27,,,,30.5,,,,,,,,36.76,,,,38.35,,,,38.01,,,23.98,,,1.77,,,,,,,,,26.21,,,,31.43,,,,,,,,37.76,,,,39.44,,,,39.04,,,24.71,,,0.0,,,,,,,,,0.74,,,,2.06,,,,,,,,4.93,,,,8.52,,,,10.5,,,6.39,,,0.23,,,,,,,,,0.94,,,,0.93,,,,,,,,1.0,,,,1.09,,,,1.03,,,0.73,,
Bulgaria,371,1.62,,,,,,,,,25.89,,,,31.07,,,,,,,,37.3,,,,38.86,,,,38.54,,,24.34,,,1.88,,,,,,,,,26.64,,,,31.83,,,,,,,,38.13,,,,39.82,,,,39.52,,,25.09,,,0.0,,,,,,,,,1.2,,,,3.01,,,,,,,,6.9,,,,11.7,,,,14.57,,,8.94,,,0.26,,,,,,,,,0.75,,,,0.76,,,,,,,,0.83,,,,0.96,,,,0.98,,,0.75,,
Bulgaria,378,1.67,,,,,,,,,26.37,,,,31.52,,,,,,,,37.78,,,,39.31,,,,38.99,,,24.63,,,1.97,,,,,,,,,27.05,,,,32.2,,,,,,,,38.49,,,,40.26,,,,40.1,,,25.52,,,0.0,,,,,,,,,1.59,,,,3.99,,,,,,,,8.96,,,,14.97,,,,18.78,,,11.58,,,0.3,,,,,,,,,0.68,,,,0.68,,,,,,,,0.71,,,,0.95,,,,1.11,,,0.89,,
Croatia,0,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,0.03,,,,,,,,0.05,,,,0.03,,,,0.1,,,0.42,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,0.03,,,,,,,,0.05,,,,0.03,,,,0.1,,,0.42,,
Croatia,7,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.17,,,,0.75,,,,,,,,1.07,,,,0.75,,,,1.01,,,3.37,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.17,,,,0.75,,,,,,,,1.07,,,,0.75,,,,1.01,,,3.37,,
Croatia,14,,,,,,,,0.0,,0.0,,,,0.01,,,,,,0.0,,0.01,,,,0.01,,,,0.02,,,0.1,,,,,,,,,,0.01,,0.29,,,,1.22,,,,,,0.0,,1.84,,,,1.29,,,,1.57,,,4.43,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.29,,,,1.21,,,,,,0.0,,1.83,,,,1.28,,,,1.55,,,4.33,,
Croatia,21,,,,0.0,,,,0.0,,0.05,,,,0.22,,,,,,0.0,,0.33,,,,0.23,,,,0.44,,,1.81,,,,,,0.0,,,,0.02,,0.37,,,,1.55,,,,,,0.0,,2.34,,,,1.71,,,,2.02,,,5.23,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,,,0.02,,0.32,,,,1.33,,,,,,0.0,,2.01,,,,1.48,,,,1.58,,,3.42,,
Croatia,28,,,,0.0,,,,0.0,,0.13,,,,0.62,,,,,,0.0,,0.9,,,,0.63,,,,0.84,,,2.96,,,,,,0.0,,,,0.02,,0.38,,,,1.59,,,,,,0.0,,2.4,,,,1.77,,,,2.1,,,5.36,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,,,0.02,,0.25,,,,0.97,,,,,,0.0,,1.5,,,,1.14,,,,1.26,,,2.4,,
Croatia,35,,,,0.0,,,,0.01,,0.24,,,,1.03,,,,,,0.0,,1.54,,,,1.08,,,,1.27,,,3.85,,,,,,0.0,,,,0.02,,0.4,,,,1.65,,,,,,0.0,,2.49,,,,1.87,,,,2.23,,,5.51,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,,,0.01,,0.16,,,,0.62,,,,,,0.0,,0.95,,,,0.79,,,,0.96,,,1.66,,
Croatia,42,,,,0.0,,,,0.02,,0.33,,,,1.43,,,,,,0.0,,2.16,,,,1.56,,,,1.77,,,4.73,,,,,,0.0,,,,0.03,,0.46,,,,1.85,,,,,,0.0,,2.87,,,,2.44,,,,3.15,,,6.58,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,,,0.01,,0.13,,,,0.42,,,,,,0.0,,0.71,,,,0.88,,,,1.38,,,1.85,,
Croatia,49,,0.0,,0.0,,,,0.02,,0.36,,,,1.55,,,,,,0.0,,2.35,,,,1.73,,,,2.0,,,5.09,,,,0.0,,0.0,,,,0.03,,0.59,,,,2.25,,,,,,0.0,,3.62,,,,3.6,,,,5.55,,,11.61,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.01,,0.23,,,,0.7,,,,,,0.0,,1.27,,,,1.87,,,,3.55,,,6.52,,
Croatia,56,,0.0,,0.0,,,,0.02,,0.38,,,,1.6,,,,,,0.0,,2.42,,,,1.81,,,,2.12,,,5.24,,,,0.0,,0.0,,,,0.05,,0.7,,,,2.6,,,,,,0.0,,4.34,,,,5.39,,,,10.73,,,21.98,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.03,,0.32,,,,1.0,,,,,,0.0,,1.92,,,,3.58,,,,8.61,,,16.74,,
Croatia,63,,0.0,,0.0,,,,0.02,,0.4,,,,1.69,,,,,,0.0,,2.56,,,,1.96,,,,2.32,,,5.56,,,,0.0,,0.0,,,,0.06,,0.78,,,,2.87,,,,,,0.0,,4.98,,,,7.3,,,,16.66,,,28.22,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.04,,0.38,,,,1.18,,,,,,0.0,,2.42,,,,5.34,,,,14.34,,,22.66,,
Croatia,70,,0.0,,0.0,,,,0.03,,0.48,,,,1.9,,,,,,0.0,,2.9,,,,2.31,,,,2.88,,,6.77,,,,0.0,,0.0,,,,0.07,,1.0,,,,3.18,,,,,,0.0,,5.71,,,,9.57,,,,22.69,,,32.49,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.04,,0.52,,,,1.28,,,,,,0.0,,2.81,,,,7.26,,,,19.81,,,25.72,,
Croatia,77,,0.0,,0.0,,,,0.04,,0.54,,,,2.1,,,,,,0.0,,3.22,,,,2.81,,,,3.92,,,8.51,,,,0.0,,0.0,,,,0.09,,1.11,,,,3.52,,,,,,0.0,,6.59,,,,12.37,,,,28.57,,,35.16,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.05,,0.57,,,,1.42,,,,,,0.0,,3.37,,,,9.56,,,,24.65,,,26.65,,
Croatia,84,,0.0,,0.0,,,,0.04,,0.57,,,,2.19,,,,,,0.0,,3.41,,,,3.15,,,,4.63,,,9.62,,,,0.0,,0.0,,,,0.1,,1.25,,,,3.92,,,,,,0.0,,7.61,,,,15.53,,,,34.02,,,37.49,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.06,,0.68,,,,1.73,,,,,,0.0,,4.2,,,,12.38,,,,29.39,,,27.87,,
Croatia,91,,0.0,,0.0,,,,0.04,,0.61,,,,2.31,,,,,,0.0,,3.62,,,,3.59,,,,5.81,,,11.31,,,,0.0,,0.0,,,,0.11,,1.43,,,,4.32,,,,,,0.0,,8.69,,,,19.06,,,,39.2,,,39.62,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.07,,0.82,,,,2.01,,,,,,0.0,,5.07,,,,15.47,,,,33.39,,,28.31,,
Croatia,98,,0.0,,0.0,,,,0.04,,0.65,,,,2.44,,,,,,0.0,,3.84,,,,4.13,,,,7.32,,,12.94,,,,0.0,,0.0,,,,0.12,,1.57,,,,4.83,,,,,,0.0,,10.17,,,,23.01,,,,43.12,,,41.04,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.08,,0.92,,,,2.39,,,,,,0.0,,6.33,,,,18.88,,,,35.8,,,28.1,,
Croatia,105,,0.0,,0.0,,,,0.06,,0.73,,,,2.68,,,,,,0.0,,4.37,,,,5.54,,,,10.94,,,16.61,,,,0.0,,0.01,,,,0.13,,1.89,,,,5.8,,,,,,0.0,,12.58,,,,28.58,,,,47.43,,,42.82,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.01,,,,0.07,,1.16,,,,3.12,,,,,,0.0,,8.21,,,,23.04,,,,36.49,,,26.21,,
Croatia,112,,0.0,,0.0,,,,0.07,,0.81,,,,2.92,,,,,,0.0,,4.91,,,,7.13,,,,14.27,,,19.14,,,,0.0,,0.01,,,,0.16,,2.47,,,,6.76,,,,,,0.0,,14.79,,,,33.13,,,,51.71,,,44.63,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.01,,,,0.09,,1.66,,,,3.84,,,,,,0.0,,9.88,,,,26.0,,,,37.44,,,25.49,,
Croatia,119,,0.0,,0.0,,,,0.09,,0.92,,,,3.22,,,,,,0.0,,5.6,,,,9.16,,,,18.1,,,22.0,,,,0.0,,0.01,,,,0.18,,2.92,,,,8.43,,,,,,0.0,,18.11,,,,37.78,,,,55.23,,,46.29,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.01,,,,0.09,,2.0,,,,5.21,,,,,,0.0,,12.51,,,,28.62,,,,37.13,,,24.29,,
Croatia,126,,0.0,,0.0,,,,0.1,,1.2,,,,3.75,,,,,,0.0,,6.78,,,,12.27,,,,23.94,,,26.81,,,,0.01,,0.01,,,,0.28,,4.24,,,,12.89,,,,,,0.0,,25.93,,,,45.99,,,,60.17,,,48.71,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.01,,,,0.18,,3.04,,,,9.14,,,,,,0.0,,19.15,,,,33.72,,,,36.23,,,21.9,,
Croatia,133,,0.0,,0.0,,,,0.11,,1.37,,,,4.32,,,,,,0.0,,8.09,,,,15.84,,,,29.97,,,32.13,,,,0.01,,0.02,,,,0.44,,6.66,,,,18.61,,,,,,0.0,,33.49,,,,52.13,,,,63.83,,,50.81,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.02,,,,0.33,,5.29,,,,14.29,,,,,,0.0,,25.4,,,,36.29,,,,33.86,,,18.68,,
Croatia,140,,0.0,,0.0,,,,0.13,,1.65,,,,5.04,,,,,,0.0,,9.69,,,,19.57,,,,35.64,,,37.18,,,,0.01,,0.02,,,,0.64,,9.53,,,,23.72,,,,,,0.01,,39.63,,,,56.46,,,,66.41,,,52.27,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.02,,,,0.51,,7.88,,,,18.68,,,,,,0.01,,29.94,,,,36.89,,,,30.77,,,15.09,,
Croatia,147,,0.0,,0.01,,,,0.15,,2.07,,,,6.24,,,,,,0.0,,12.31,,,,24.88,,,,42.28,,,40.67,,,,0.01,,0.03,,,,0.97,,12.09,,,,27.22,,,,,,0.01,,43.26,,,,59.21,,,,68.22,,,53.32,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.02,,,,0.82,,10.02,,,,20.98,,,,,,0.01,,30.95,,,,34.33,,,,25.94,,,12.65,,
Croatia,154,,0.0,,0.01,,,,0.18,,2.76,,,,7.58,,,,,,0.0,,14.93,,,,29.3,,,,46.88,,,42.88,,,,0.01,,0.04,,,,1.31,,13.87,,,,29.35,,,,,,0.01,,45.24,,,,60.74,,,,69.26,,,53.96,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.03,,,,1.13,,11.11,,,,21.77,,,,,,0.01,,30.31,,,,31.44,,,,22.38,,,11.08,,
Croatia,161,,0.01,,0.01,,,,0.25,,4.08,,,,11.11,,,,,,0.0,,20.75,,,,36.69,,,,52.92,,,45.6,,,,0.02,,0.1,,,,2.01,,16.46,,,,31.35,,,,,,0.01,,47.18,,,,62.24,,,,70.25,,,54.59,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.09,,,,1.76,,12.38,,,,20.24,,,,,,0.01,,26.43,,,,25.55,,,,17.33,,,8.99,,
Croatia,168,,0.01,,0.02,,,,0.38,,5.89,,,,15.77,,,,,,0.01,,28.01,,,,44.22,,,,58.25,,,48.12,,,,0.02,,0.17,,,,2.45,,17.54,,,,32.46,,,,,,0.01,,48.32,,,,63.15,,,,70.9,,,54.98,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.15,,,,2.07,,11.65,,,,16.69,,,,,,0.0,,20.31,,,,18.93,,,,12.65,,,6.86,,
Croatia,175,,0.01,,0.02,,,,0.58,,7.92,,,,19.69,,,,,,0.01,,33.33,,,,49.23,,,,61.54,,,49.77,,,,0.02,,0.24,,,,2.88,,18.33,,,,33.2,,,,,,0.01,,49.09,,,,63.74,,,,71.33,,,55.24,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.22,,,,2.3,,10.41,,,,13.51,,,,,,0.0,,15.76,,,,14.51,,,,9.79,,,5.47,,
Croatia,182,,0.01,,0.03,,,,0.86,,10.51,,,,24.0,,,,,,0.01,,38.77,,,,54.17,,,,64.77,,,51.31,,,,0.02,,0.31,,,,3.4,,19.43,,,,34.26,,,,,,0.01,,50.2,,,,64.66,,,,71.98,,,55.64,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.28,,,,2.54,,8.92,,,,10.26,,,,,,0.0,,11.43,,,,10.49,,,,7.21,,,4.33,,
Croatia,189,,0.02,,0.07,,,,1.32,,13.28,,,,27.32,,,,,,0.01,,42.49,,,,57.82,,,,66.96,,,52.41,,,,0.03,,0.38,,,,4.01,,21.02,,,,35.72,,,,,,0.01,,51.66,,,,65.76,,,,72.69,,,56.1,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.31,,,,2.69,,7.74,,,,8.4,,,,,,0.0,,9.17,,,,7.94,,,,5.73,,,3.69,,
Croatia,196,,0.02,,0.13,,,,1.77,,15.24,,,,29.65,,,,,,0.01,,44.77,,,,59.64,,,,68.15,,,53.11,,,,0.03,,0.45,,,,4.51,,22.34,,,,36.92,,,,,,0.01,,52.81,,,,66.59,,,,73.23,,,56.47,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.01,,0.32,,,,2.74,,7.1,,,,7.27,,,,,,0.0,,8.04,,,,6.95,,,,5.08,,,3.36,,
Croatia,203,,0.03,,0.2,,,,2.55,,17.53,,,,31.93,,,,,,0.01,,47.14,,,,61.62,,,,69.45,,,53.84,,,,0.03,,0.49,,,,4.96,,23.51,,,,37.95,,,,,,0.01,,53.79,,,,67.29,,,,73.71,,,56.81,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.29,,,,2.41,,5.98,,,,6.02,,,,,,0.0,,6.65,,,,5.67,,,,4.26,,,2.97,,
Croatia,210,,0.03,,0.28,,,,3.11,,19.15,,,,33.61,,,,,,0.01,,49.08,,,,63.22,,,,70.46,,,54.45,,,,0.03,,0.53,,,,5.33,,24.51,,,,38.84,,,,,,0.01,,54.57,,,,67.84,,,,74.08,,,57.11,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.25,,,,2.22,,5.36,,,,5.23,,,,,,0.0,,5.49,,,,4.62,,,,3.62,,,2.66,,
Croatia,217,,0.03,,0.32,,,,3.49,,20.19,,,,34.66,,,,,,0.01,,50.25,,,,64.15,,,,71.08,,,54.86,,,,0.03,,0.56,,,,5.59,,25.11,,,,39.39,,,,,,0.01,,55.05,,,,68.2,,,,74.31,,,57.28,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.24,,,,2.1,,4.92,,,,4.73,,,,,,0.0,,4.8,,,,4.05,,,,3.23,,,2.42,,
Croatia,224,,0.03,,0.38,,,,3.95,,21.31,,,,35.72,,,,,,0.01,,51.28,,,,64.95,,,,71.63,,,55.19,,,,0.03,,0.59,,,,5.84,,25.68,,,,39.93,,,,,,0.01,,55.49,,,,68.53,,,,74.52,,,57.44,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.21,,,,1.89,,4.37,,,,4.21,,,,,,0.0,,4.21,,,,3.58,,,,2.89,,,2.25,,
Croatia,231,,0.04,,0.43,,,,4.38,,22.39,,,,36.69,,,,,,0.01,,52.22,,,,65.65,,,,72.11,,,55.54,,,,0.03,,0.64,,,,6.13,,26.32,,,,40.55,,,,,,0.01,,56.03,,,,68.93,,,,74.78,,,57.61,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,-0.01,,0.21,,,,1.75,,3.93,,,,3.86,,,,,,0.0,,3.81,,,,3.28,,,,2.67,,,2.07,,
Croatia,238,,0.04,,0.48,,,,4.81,,23.46,,,,37.66,,,,,,0.01,,53.04,,,,66.29,,,,72.56,,,55.84,,,,0.04,,0.7,,,,6.51,,27.08,,,,41.32,,,,,,0.01,,56.68,,,,69.4,,,,75.09,,,57.85,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.22,,,,1.7,,3.62,,,,3.66,,,,,,0.0,,3.64,,,,3.11,,,,2.53,,,2.01,,
Croatia,245,,0.04,,0.52,,,,5.16,,24.28,,,,38.42,,,,,,0.01,,53.72,,,,66.81,,,,72.92,,,56.09,,,,0.04,,0.79,,,,6.97,,27.81,,,,42.03,,,,,,0.01,,57.3,,,,69.86,,,,75.43,,,58.1,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,0.27,,,,1.81,,3.53,,,,3.61,,,,,,0.0,,3.58,,,,3.05,,,,2.51,,,2.01,,
Croatia,252,,0.04,,0.56,,,,5.41,,24.97,,,,39.09,,,,,,0.01,,54.28,,,,67.22,,,,73.22,,,56.31,,,,0.04,,0.85,,,,7.27,,28.45,,,,42.64,,,,,,0.01,,57.83,,,,70.27,,,,75.71,,,58.33,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.01,,,,0.01,,,,0.0,,,0.0,,,,0.0,,0.29,,,,1.86,,3.48,,,,3.55,,,,,,0.0,,3.55,,,,3.05,,,,2.49,,,2.02,,
Croatia,259,,0.04,,0.59,,,,5.7,,25.74,,,,39.81,,,,,,0.01,,54.91,,,,67.71,,,,73.55,,,56.56,,,,0.05,,0.92,,,,7.75,,29.23,,,,43.42,,,,,,0.01,,58.5,,,,70.78,,,,76.07,,,58.59,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.01,,,,0.01,,,,0.01,,,0.0,,,,0.01,,0.33,,,,2.05,,3.49,,,,3.61,,,,,,0.0,,3.59,,,,3.07,,,,2.52,,,2.03,,
Croatia,266,,0.04,,0.64,,,,6.03,,26.58,,,,40.58,,,,,,0.01,,55.58,,,,68.21,,,,73.92,,,56.84,,,,0.05,,0.99,,,,8.2,,30.16,,,,44.18,,,,,,0.01,,59.14,,,,71.27,,,,76.44,,,58.89,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.01,,,,,,0.0,,0.01,,,,0.01,,,,0.01,,,0.0,,,,0.01,,0.35,,,,2.17,,3.58,,,,3.6,,,,,,0.0,,3.56,,,,3.06,,,,2.52,,,2.05,,
Croatia,273,,0.04,,0.7,,,,6.38,,27.35,,,,41.3,,,,,,0.01,,56.23,,,,68.69,,,,74.25,,,57.1,,,,0.05,,1.08,,,,8.67,,31.14,,,,44.97,,,,,,0.01,,59.78,,,,71.74,,,,76.77,,,59.2,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.01,,,,,,0.0,,0.01,,,,0.01,,,,0.01,,,0.01,,,,0.01,,0.38,,,,2.29,,3.79,,,,3.67,,,,,,0.0,,3.55,,,,3.05,,,,2.52,,,2.1,,
Croatia,280,,0.05,,0.76,,,,6.76,,28.01,,,,42.01,,,,,,0.01,,56.8,,,,69.13,,,,74.58,,,57.37,,,,0.05,,1.17,,,,9.19,,32.05,,,,45.74,,,,,,0.01,,60.38,,,,72.16,,,,77.09,,,59.5,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.01,,,,,,0.0,,0.01,,,,0.02,,,,0.02,,,0.01,,,,0.0,,0.41,,,,2.43,,4.04,,,,3.73,,,,,,0.0,,3.58,,,,3.03,,,,2.51,,,2.13,,
Croatia,287,,0.05,,0.83,,,,7.15,,28.65,,,,42.65,,,,,,0.01,,57.33,,,,69.55,,,,74.91,,,57.61,,,,0.05,,1.25,,,,9.64,,32.63,,,,46.31,,,,,,0.01,,60.8,,,,72.47,,,,77.31,,,59.73,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.02,,,,,,0.0,,0.04,,,,0.06,,,,0.08,,,0.05,,,,0.0,,0.42,,,,2.49,,3.98,,,,3.66,,,,,,0.0,,3.47,,,,2.92,,,,2.4,,,2.12,,
