date,total_vaccinations,people_fully_vaccinated,people_vaccinated,vaccine,location,source_url,total_boosters
2021-09-29,27750501,11202638,16547863,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-09-30,28091630,11386339,16705291,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-01,28419347,11571446,16847901,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-02,28630736,11689936,16940800,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-03,28769273,11766864,17002409,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-04,28955015,11868894,17086121,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-05,29305871,12084896,17220975,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-06,29642430,12293262,17349168,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-07,29973051,12503241,17469810,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-08,30304350,12720856,17583494,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-09,30540757,12883681,17657076,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-10,30706847,12998286,17708561,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
2021-10-11,31020482,13212457,17808025,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,
