location,date,num_sequences,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Curacao,2021-04-19,61,370.15,329,1996.39
Curacao,2021-05-03,45,273.06,374,2269.45
Curacao,2021-05-17,25,151.7,399,2421.15
Curacao,2021-05-31,10,60.68,409,2481.83
Curacao,2021-06-14,4,24.27,413,2506.1
Curacao,2021-06-28,16,97.09,429,2603.19
Curacao,2021-07-12,38,230.59,467,2833.78
Curacao,2021-07-26,67,406.56,534,3240.34
Curacao,2021-08-09,62,376.22,596,3616.56
Curacao,2021-08-23,49,297.34,645,3913.9
Curacao,2021-09-06,47,285.2,692,4199.1
Curacao,2021-09-20,58,351.95,750,4551.05
Curacao,2021-10-04,56,339.81,806,4890.86
Curacao,2021-10-18,53,321.61,859,5212.47
Curacao,2021-11-01,47,285.2,906,5497.67
Curacao,2021-11-15,28,169.91,934,5667.58
Cyprus,2020-05-11,23,25.67,23,25.67
Cyprus,2020-05-25,20,22.32,43,47.99
Cyprus,2020-06-08,12,13.39,55,61.38
Cyprus,2020-06-22,11,12.28,66,73.66
Cyprus,2020-07-06,2,2.23,68,75.89
Cyprus,2020-07-20,3,3.35,71,79.24
Cyprus,2020-08-03,11,12.28,82,91.52
Cyprus,2020-08-17,24,26.79,106,118.31
Cyprus,2020-08-31,12,13.39,118,131.7
Cyprus,2020-09-14,4,4.46,122,136.16
Cyprus,2020-09-28,39,43.53,161,179.69
Cyprus,2020-10-12,24,26.79,185,206.48
Cyprus,2020-10-26,11,12.28,196,218.76
Cyprus,2020-11-09,159,177.45,355,396.21
Cyprus,2020-11-23,9,10.04,364,406.25
Cyprus,2020-12-07,63,70.31,427,476.56
Cyprus,2020-12-21,3,3.35,430,479.91
Cyprus,2021-01-04,80,89.29,510,569.2
Cyprus,2021-01-11,28,31.25,538,600.45
Cyprus,2021-01-25,35,39.06,573,639.51
Cyprus,2021-02-08,17,18.97,590,658.48
Czechia,2020-05-11,6,0.56,6,0.56
Czechia,2020-05-25,9,0.84,15,1.4
Czechia,2020-06-08,4,0.37,19,1.77
Czechia,2020-06-22,9,0.84,28,2.61
Czechia,2020-07-20,9,0.84,37,3.45
Czechia,2020-08-03,24,2.24,61,5.69
Czechia,2020-08-17,26,2.42,87,8.11
Czechia,2020-08-31,11,1.03,98,9.14
Czechia,2020-09-14,9,0.84,107,9.98
Czechia,2020-09-28,23,2.14,130,12.12
Czechia,2020-10-12,76,7.09,206,19.21
Czechia,2020-10-26,60,5.59,266,24.8
Czechia,2020-11-09,56,5.22,322,30.02
Czechia,2020-11-23,19,1.77,341,31.79
Czechia,2020-12-07,9,0.84,350,32.63
Czechia,2020-12-21,16,1.49,366,34.12
Czechia,2021-01-04,26,2.42,392,36.54
Czechia,2021-01-11,201,18.74,593,55.28
Czechia,2021-01-25,97,9.04,690,64.32
Czechia,2021-02-08,378,35.25,1068,99.57
Czechia,2021-02-22,617,57.53,1685,157.1
Czechia,2021-03-08,501,46.72,2186,203.82
Czechia,2021-03-22,556,51.84,2742,255.66
Czechia,2021-04-05,374,34.87,3116,290.53
Czechia,2021-04-19,538,50.17,3654,340.7
Czechia,2021-05-03,698,65.08,4352,405.78
Czechia,2021-05-17,552,51.47,4904,457.25
Czechia,2021-05-31,274,25.55,5178,482.8
Czechia,2021-06-14,388,36.18,5566,518.98
Czechia,2021-06-28,218,20.33,5784,539.31
Czechia,2021-07-12,501,46.72,6285,586.03
Czechia,2021-07-26,527,49.14,6812,635.17
Czechia,2021-08-09,566,52.78,7378,687.95
Czechia,2021-08-23,646,60.24,8024,748.19
Czechia,2021-09-06,836,77.95,8860,826.14
Czechia,2021-09-20,1382,128.86,10242,955.0
Czechia,2021-10-04,1373,128.02,11615,1083.02
Czechia,2021-10-18,1753,163.46,13368,1246.48
Czechia,2021-11-01,1857,173.15,15225,1419.63
Czechia,2021-11-15,921,85.88,16146,1505.51
Czechia,2021-11-29,568,52.96,16714,1558.47
Czechia,2021-12-13,94,8.76,16808,1567.23
Denmark,2020-05-11,155,26.66,155,26.66
Denmark,2020-05-25,136,23.39,291,50.05
Denmark,2020-06-08,122,20.99,413,71.04
Denmark,2020-06-22,169,29.07,582,100.11
Denmark,2020-07-06,60,10.32,642,110.43
Denmark,2020-07-20,100,17.2,742,127.63
Denmark,2020-08-03,152,26.15,894,153.78
Denmark,2020-08-17,436,75.0,1330,228.78
Denmark,2020-08-31,594,102.18,1924,330.96
Denmark,2020-09-14,977,168.06,2901,499.02
Denmark,2020-09-28,1643,282.63,4544,781.65
Denmark,2020-10-12,835,143.64,5379,925.29
Denmark,2020-10-26,1553,267.15,6932,1192.44
Denmark,2020-11-09,3063,526.9,9995,1719.34
Denmark,2020-11-23,3163,544.1,13158,2263.44
Denmark,2020-12-07,5057,869.9,18215,3133.34
Denmark,2020-12-21,9315,1602.36,27530,4735.7
Denmark,2021-01-04,7682,1321.45,35212,6057.15
Denmark,2021-01-11,4139,711.99,39351,6769.14
Denmark,2021-01-25,8093,1392.15,47444,8161.29
Denmark,2021-02-08,4758,818.47,52202,8979.76
Denmark,2021-02-22,4378,753.1,56580,9732.86
Denmark,2021-03-08,5361,922.2,61941,10655.06
Denmark,2021-03-22,6323,1087.68,68264,11742.74
Denmark,2021-04-05,7166,1232.69,75430,12975.43
Denmark,2021-04-19,7062,1214.8,82492,14190.23
Denmark,2021-05-03,7659,1317.5,90151,15507.73
Denmark,2021-05-17,9787,1683.55,99938,17191.28
Denmark,2021-05-31,9429,1621.97,109367,18813.25
Denmark,2021-06-14,5849,1006.14,115216,19819.39
Denmark,2021-06-28,2046,351.95,117262,20171.34
Denmark,2021-07-12,5069,871.97,122331,21043.31
Denmark,2021-07-26,10759,1850.76,133090,22894.07
Denmark,2021-08-09,10763,1851.44,143853,24745.51
Denmark,2021-08-23,11098,1909.07,154951,26654.58
Denmark,2021-09-06,8619,1482.63,163570,28137.21
Denmark,2021-09-20,4538,780.62,168108,28917.83
Denmark,2021-10-04,4844,833.26,172952,29751.09
Denmark,2021-10-18,7592,1305.97,180544,31057.06
Denmark,2021-11-01,15257,2624.5,195801,33681.56
Denmark,2021-11-15,22132,3807.13,217933,37488.69
Denmark,2021-11-29,22161,3812.12,240094,41300.81
Denmark,2021-12-13,6841,1176.78,246935,42477.59
Djibouti,2020-05-11,2,2.0,2,2.0
Djibouti,2020-05-25,2,2.0,4,4.0
Djibouti,2020-06-08,5,4.99,9,8.99
Djibouti,2020-06-22,13,12.97,22,21.96
Djibouti,2020-07-06,1,1.0,23,22.96
Djibouti,2020-07-20,2,2.0,25,24.96
Djibouti,2020-08-03,2,2.0,27,26.96
Djibouti,2020-10-26,1,1.0,28,27.96
Djibouti,2020-11-09,1,1.0,29,28.96
Djibouti,2020-11-23,14,13.97,43,42.93
Djibouti,2020-12-07,1,1.0,44,43.93
Djibouti,2020-12-21,5,4.99,49,48.92
Djibouti,2021-01-04,2,2.0,51,50.92
Djibouti,2021-01-25,11,10.98,62,61.9
Djibouti,2021-02-08,3,2.99,65,64.89
Djibouti,2021-02-22,30,29.93,95,94.82
Djibouti,2021-03-08,56,55.88,151,150.7
Djibouti,2021-03-22,26,25.94,177,176.64
Djibouti,2021-04-05,64,63.86,241,240.5
Djibouti,2021-04-19,37,36.92,278,277.42
Djibouti,2021-05-03,23,22.95,301,300.37
Djibouti,2021-05-17,5,4.99,306,305.36
Djibouti,2021-05-31,1,1.0,307,306.36
Djibouti,2021-07-12,1,1.0,308,307.36
Djibouti,2021-08-09,2,2.0,310,309.36
Djibouti,2021-09-06,2,2.0,312,311.36
Djibouti,2021-09-20,9,8.98,321,320.34
Djibouti,2021-10-04,25,24.95,346,345.29
Djibouti,2021-10-18,19,18.96,365,364.25
Djibouti,2021-11-01,2,2.0,367,366.25
Dominican Republic,2020-05-11,5,0.46,5,0.46
Dominican Republic,2020-11-23,1,0.09,6,0.55
Dominican Republic,2021-01-04,1,0.09,7,0.64
Dominican Republic,2021-01-25,33,3.01,40,3.65
Dominican Republic,2021-02-08,24,2.19,64,5.84
Dominican Republic,2021-02-22,3,0.27,67,6.11
Dominican Republic,2021-03-08,11,1.0,78,7.11
Dominican Republic,2021-03-22,58,5.3,136,12.41
Dominican Republic,2021-04-05,13,1.19,149,13.6
Dominican Republic,2021-04-19,17,1.55,166,15.15
Dominican Republic,2021-05-03,1,0.09,167,15.24
Dominican Republic,2021-05-17,87,7.94,254,23.18
Dominican Republic,2021-05-31,101,9.22,355,32.4
Dominican Republic,2021-06-14,19,1.73,374,34.13
Dominican Republic,2021-06-28,13,1.19,387,35.32
Dominican Republic,2021-07-12,10,0.91,397,36.23
Dominican Republic,2021-07-26,10,0.91,407,37.14
Dominican Republic,2021-08-09,29,2.65,436,39.79
Dominican Republic,2021-08-23,4,0.37,440,40.16
Dominican Republic,2021-09-06,2,0.18,442,40.34
Dominican Republic,2021-09-20,3,0.27,445,40.61
Dominican Republic,2021-10-04,1,0.09,446,40.7
Dominican Republic,2021-10-18,99,9.04,545,49.74
Dominican Republic,2021-11-01,20,1.83,565,51.57
Ecuador,2020-05-11,7,0.39,7,0.39
Ecuador,2020-05-25,4,0.22,11,0.61
Ecuador,2020-06-08,8,0.45,19,1.06
Ecuador,2020-06-22,3,0.17,22,1.23
Ecuador,2020-07-06,18,1.01,40,2.24
Ecuador,2020-07-20,3,0.17,43,2.41
Ecuador,2020-08-03,6,0.34,49,2.75
Ecuador,2020-08-17,26,1.45,75,4.2
Ecuador,2020-08-31,17,0.95,92,5.15
Ecuador,2020-09-14,19,1.06,111,6.21
Ecuador,2020-09-28,3,0.17,114,6.38
Ecuador,2020-10-12,13,0.73,127,7.11
Ecuador,2020-10-26,5,0.28,132,7.39
Ecuador,2020-11-09,6,0.34,138,7.73
Ecuador,2020-11-23,3,0.17,141,7.9
Ecuador,2020-12-07,6,0.34,147,8.24
Ecuador,2020-12-21,12,0.67,159,8.91
Ecuador,2021-01-04,10,0.56,169,9.47
Ecuador,2021-01-11,13,0.73,182,10.2
Ecuador,2021-01-25,18,1.01,200,11.21
Ecuador,2021-02-08,2,0.11,202,11.32
Ecuador,2021-02-22,2,0.11,204,11.43
Ecuador,2021-03-08,6,0.34,210,11.77
Ecuador,2021-03-22,17,0.95,227,12.72
Ecuador,2021-04-05,23,1.29,250,14.01
Ecuador,2021-04-19,57,3.19,307,17.2
Ecuador,2021-05-03,65,3.63,372,20.83
Ecuador,2021-05-17,139,7.77,511,28.6
Ecuador,2021-05-31,102,5.7,613,34.3
Ecuador,2021-06-14,167,9.34,780,43.64
Ecuador,2021-06-28,145,8.11,925,51.75
Ecuador,2021-07-12,366,20.46,1291,72.21
Ecuador,2021-07-26,565,31.58,1856,103.79
Ecuador,2021-08-09,232,12.97,2088,116.76
Ecuador,2021-08-23,261,14.59,2349,131.35
Ecuador,2021-09-06,306,17.11,2655,148.46
Ecuador,2021-09-20,155,8.66,2810,157.12
Ecuador,2021-10-04,214,11.96,3024,169.08
Ecuador,2021-10-18,93,5.2,3117,174.28
Ecuador,2021-11-01,23,1.29,3140,175.57
Ecuador,2021-11-15,78,4.36,3218,179.93
Ecuador,2021-11-29,92,5.14,3310,185.07
Egypt,2020-05-11,38,0.36,38,0.36
Egypt,2020-05-25,22,0.21,60,0.57
Egypt,2020-06-08,96,0.92,156,1.49
Egypt,2020-06-22,52,0.5,208,1.99
Egypt,2020-07-06,87,0.83,295,2.82
Egypt,2020-07-20,29,0.28,324,3.1
Egypt,2020-08-03,25,0.24,349,3.34
Egypt,2020-08-17,22,0.21,371,3.55
Egypt,2020-08-31,32,0.31,403,3.86
Egypt,2020-09-14,15,0.14,418,4.0
Egypt,2020-09-28,14,0.13,432,4.13
Egypt,2020-10-12,15,0.14,447,4.27
Egypt,2020-10-26,8,0.08,455,4.35
Egypt,2020-11-09,6,0.06,461,4.41
Egypt,2020-11-23,12,0.12,473,4.53
Egypt,2020-12-07,3,0.03,476,4.56
Egypt,2021-01-04,98,0.94,574,5.5
Egypt,2021-01-11,38,0.36,612,5.86
Egypt,2021-01-25,2,0.02,614,5.88
Egypt,2021-02-22,79,0.76,693,6.64
Egypt,2021-03-08,21,0.2,714,6.84
Egypt,2021-03-22,12,0.12,726,6.96
Egypt,2021-04-05,74,0.71,800,7.67
Egypt,2021-04-19,10,0.1,810,7.77
Egypt,2021-05-03,86,0.82,896,8.59
Egypt,2021-05-17,32,0.31,928,8.9
Egypt,2021-05-31,5,0.05,933,8.95
Egypt,2021-06-14,2,0.02,935,8.97
Egypt,2021-06-28,2,0.02,937,8.99
Egypt,2021-07-12,3,0.03,940,9.02
Egypt,2021-07-26,1,0.01,941,9.03
Egypt,2021-08-09,9,0.09,950,9.12
Egypt,2021-09-06,20,0.19,970,9.31
Egypt,2021-10-18,11,0.11,981,9.42
Egypt,2021-11-01,63,0.6,1044,10.02
Estonia,2020-09-14,9,6.79,9,6.79
Estonia,2020-09-28,120,90.55,129,97.34
Estonia,2020-10-12,55,41.5,184,138.84
Estonia,2020-10-26,21,15.85,205,154.69
Estonia,2020-11-09,53,39.99,258,194.68
Estonia,2020-11-23,18,13.58,276,208.26
Estonia,2020-12-21,2,1.51,278,209.77
Estonia,2021-01-04,46,34.71,324,244.48
Estonia,2021-01-11,5,3.77,329,248.25
Estonia,2021-01-25,10,7.55,339,255.8
Estonia,2021-02-08,47,35.47,386,291.27
Estonia,2021-02-22,564,425.6,950,716.87
Estonia,2021-03-08,163,123.0,1113,839.87
Estonia,2021-03-22,1018,768.19,2131,1608.06
Estonia,2021-04-05,1121,845.92,3252,2453.98
Estonia,2021-04-19,368,277.7,3620,2731.68
Estonia,2021-05-03,351,264.87,3971,2996.55
Estonia,2021-05-17,326,246.0,4297,3242.55
Estonia,2021-06-14,137,103.38,4434,3345.93
Estonia,2021-06-28,45,33.96,4479,3379.89
Estonia,2021-07-12,138,104.14,4617,3484.03
Estonia,2021-07-26,252,190.16,4869,3674.19
Estonia,2021-08-09,360,271.66,5229,3945.85
Estonia,2021-08-23,371,279.96,5600,4225.81
Estonia,2021-09-06,369,278.45,5969,4504.26
Estonia,2021-09-20,346,261.1,6315,4765.36
Estonia,2021-10-04,348,262.6,6663,5027.96
Estonia,2021-10-18,319,240.72,6982,5268.68
Estonia,2021-11-01,344,259.59,7326,5528.27
Estonia,2021-11-15,192,144.89,7518,5673.16
Ethiopia,2020-11-23,4,0.03,4,0.03
Ethiopia,2020-12-21,4,0.03,8,0.06
Ethiopia,2021-01-25,6,0.05,14,0.11
Ethiopia,2021-02-08,10,0.08,24,0.19
Ethiopia,2021-02-22,4,0.03,28,0.22
Ethiopia,2021-03-08,13,0.11,41,0.33
Ethiopia,2021-03-22,4,0.03,45,0.36
Ethiopia,2021-04-05,6,0.05,51,0.41
Ethiopia,2021-04-19,1,0.01,52,0.42
Ethiopia,2021-05-03,2,0.02,54,0.44
Ethiopia,2021-05-31,26,0.22,80,0.66
Ethiopia,2021-06-14,5,0.04,85,0.7
Ethiopia,2021-07-12,6,0.05,91,0.75
Ethiopia,2021-07-26,59,0.5,150,1.25
Ethiopia,2021-08-09,253,2.15,403,3.4
Ethiopia,2021-08-23,119,1.01,522,4.41
Fiji,2020-08-31,1,1.11,1,1.11
Fiji,2020-11-23,2,2.22,3,3.33
Fiji,2020-12-07,2,2.22,5,5.55
Fiji,2021-01-04,2,2.22,7,7.77
Fiji,2021-02-08,1,1.11,8,8.88
Fiji,2021-03-08,1,1.11,9,9.99
Fiji,2021-03-22,1,1.11,10,11.1
Fiji,2021-04-19,7,7.75,17,18.85
Fiji,2021-05-03,18,19.94,35,38.79
Fiji,2021-05-17,22,24.37,57,63.16
Fiji,2021-05-31,24,26.58,81,89.74
Fiji,2021-06-14,52,57.59,133,147.33
Fiji,2021-06-28,252,279.1,385,426.43
Fiji,2021-07-12,140,155.06,525,581.49
Finland,2020-05-11,102,18.38,102,18.38
Finland,2020-05-25,51,9.19,153,27.57
Finland,2020-06-08,37,6.67,190,34.24
Finland,2020-06-22,4,0.72,194,34.96
Finland,2020-08-17,10,1.8,204,36.76
Finland,2020-08-31,14,2.52,218,39.28
Finland,2020-09-14,23,4.15,241,43.43
Finland,2020-09-28,96,17.3,337,60.73
Finland,2020-10-12,283,51.01,620,111.74
Finland,2020-10-26,98,17.66,718,129.4
Finland,2020-11-09,51,9.19,769,138.59
Finland,2020-11-23,54,9.73,823,148.32
Finland,2020-12-07,156,28.12,979,176.44
Finland,2020-12-21,114,20.55,1093,196.99
Finland,2021-01-04,148,26.67,1241,223.66
Finland,2021-01-11,124,22.35,1365,246.01
Finland,2021-01-25,765,137.88,2130,383.89
Finland,2021-02-08,1240,223.49,3370,607.38
Finland,2021-02-22,1587,286.03,4957,893.41
Finland,2021-03-08,1653,297.93,6610,1191.34
Finland,2021-03-22,1715,309.1,8325,1500.44
Finland,2021-04-05,987,177.89,9312,1678.33
Finland,2021-04-19,702,126.52,10014,1804.85
Finland,2021-05-03,542,97.69,10556,1902.54
Finland,2021-05-17,601,108.32,11157,2010.86
Finland,2021-05-31,529,95.34,11686,2106.2
Finland,2021-06-14,294,52.99,11980,2159.19
Finland,2021-06-28,734,132.29,12714,2291.48
Finland,2021-07-12,822,148.15,13536,2439.63
Finland,2021-07-26,1484,267.47,15020,2707.1
Finland,2021-08-09,1655,298.29,16675,3005.39
Finland,2021-08-23,1027,185.1,17702,3190.49
Finland,2021-09-06,930,167.62,18632,3358.11
Finland,2021-09-20,749,134.99,19381,3493.1
Finland,2021-10-04,967,174.29,20348,3667.39
Finland,2021-10-18,864,155.72,21212,3823.11
Finland,2021-11-01,670,120.76,21882,3943.87
Finland,2021-11-15,417,75.16,22299,4019.03
Finland,2021-11-29,61,10.99,22360,4030.02
France,2020-05-11,201,2.97,201,2.97
France,2020-05-25,64,0.95,265,3.92
France,2020-06-08,33,0.49,298,4.41
France,2020-06-22,45,0.67,343,5.08
France,2020-07-06,30,0.44,373,5.52
France,2020-07-20,71,1.05,444,6.57
France,2020-08-03,140,2.07,584,8.64
France,2020-08-17,238,3.52,822,12.16
France,2020-08-31,251,3.71,1073,15.87
France,2020-09-14,822,12.17,1895,28.04
France,2020-09-28,488,7.22,2383,35.26
France,2020-10-12,427,6.32,2810,41.58
France,2020-10-26,870,12.88,3680,54.46
France,2020-11-09,1020,15.1,4700,69.56
France,2020-11-23,619,9.16,5319,78.72
France,2020-12-07,347,5.14,5666,83.86
France,2020-12-21,404,5.98,6070,89.84
France,2021-01-04,518,7.67,6588,97.51
France,2021-01-11,738,10.92,7326,108.43
France,2021-01-25,2170,32.12,9496,140.55
France,2021-02-08,3995,59.13,13491,199.68
France,2021-02-22,2991,44.27,16482,243.95
France,2021-03-08,4276,63.29,20758,307.24
France,2021-03-22,6421,95.04,27179,402.28
France,2021-04-05,6026,89.19,33205,491.47
France,2021-04-19,5009,74.14,38214,565.61
France,2021-05-03,4393,65.02,42607,630.63
France,2021-05-17,3259,48.24,45866,678.87
France,2021-05-31,3135,46.4,49001,725.27
France,2021-06-14,2204,32.62,51205,757.89
France,2021-06-28,1946,28.8,53151,786.69
France,2021-07-12,4255,62.98,57406,849.67
France,2021-07-26,13424,198.68,70830,1048.35
France,2021-08-09,9401,139.14,80231,1187.49
France,2021-08-23,8832,130.72,89063,1318.21
France,2021-09-06,8058,119.26,97121,1437.47
France,2021-09-20,4625,68.45,101746,1505.92
France,2021-10-04,3335,49.36,105081,1555.28
France,2021-10-18,3474,51.42,108555,1606.7
France,2021-11-01,10074,149.1,118629,1755.8
France,2021-11-15,8874,131.34,127503,1887.14
France,2021-11-29,5027,74.4,132530,1961.54
France,2021-12-13,387,5.73,132917,1967.27
Gambia,2020-05-11,13,5.23,13,5.23
Gambia,2020-05-25,14,5.63,27,10.86
Gambia,2020-06-08,11,4.42,38,15.28
Gambia,2020-06-22,5,2.01,43,17.29
Gambia,2020-07-06,23,9.25,66,26.54
Gambia,2020-07-20,4,1.61,70,28.15
Gambia,2020-08-03,241,96.91,311,125.06
Gambia,2020-08-17,30,12.06,341,137.12
Gambia,2020-08-31,37,14.88,378,152.0
Gambia,2020-09-14,21,8.44,399,160.44
Gambia,2020-09-28,4,1.61,403,162.05
Gambia,2020-10-12,5,2.01,408,164.06
Gambia,2020-10-26,1,0.4,409,164.46
Gambia,2021-01-04,1,0.4,410,164.86
Gambia,2021-01-11,2,0.8,412,165.66
Gambia,2021-01-25,8,3.22,420,168.88
Gambia,2021-02-08,11,4.42,431,173.3
Gambia,2021-02-22,8,3.22,439,176.52
Gambia,2021-03-08,21,8.44,460,184.96
Gambia,2021-03-22,43,17.29,503,202.25
Gambia,2021-04-05,14,5.63,517,207.88
Gambia,2021-04-19,5,2.01,522,209.89
Gambia,2021-05-03,11,4.42,533,214.31
Gambia,2021-05-17,2,0.8,535,215.11
Gambia,2021-05-31,12,4.83,547,219.94
Gambia,2021-06-14,2,0.8,549,220.74
Gambia,2021-06-28,5,2.01,554,222.75
Gambia,2021-07-12,69,27.74,623,250.49
Gambia,2021-07-26,40,16.08,663,266.57
Gambia,2021-08-09,127,51.07,790,317.64
Gambia,2021-08-23,73,29.35,863,346.99
Georgia,2020-05-11,4,1.01,4,1.01
Georgia,2020-06-08,1,0.25,5,1.26
Georgia,2020-06-22,1,0.25,6,1.51
Georgia,2020-09-28,2,0.5,8,2.01
Georgia,2020-10-12,1,0.25,9,2.26
Georgia,2020-11-09,2,0.5,11,2.76
Georgia,2020-11-23,4,1.01,15,3.77
Georgia,2020-12-07,1,0.25,16,4.02
Georgia,2020-12-21,3,0.75,19,4.77
Georgia,2021-01-04,1,0.25,20,5.02
Georgia,2021-01-11,1,0.25,21,5.27
Georgia,2021-01-25,4,1.01,25,6.28
Georgia,2021-02-08,4,1.01,29,7.29
Georgia,2021-02-22,9,2.26,38,9.55
Georgia,2021-03-08,10,2.51,48,12.06
Georgia,2021-03-22,6,1.51,54,13.57
Georgia,2021-04-05,4,1.01,58,14.58
Georgia,2021-04-19,1,0.25,59,14.83
Georgia,2021-05-03,3,0.75,62,15.58
Georgia,2021-05-17,23,5.78,85,21.36
Georgia,2021-05-31,26,6.53,111,27.89
Georgia,2021-06-14,17,4.27,128,32.16
Georgia,2021-06-28,17,4.27,145,36.43
Georgia,2021-07-12,27,6.78,172,43.21
Georgia,2021-07-26,8,2.01,180,45.22
Georgia,2021-08-09,13,3.27,193,48.49
Georgia,2021-08-23,10,2.51,203,51.0
Georgia,2021-09-06,28,7.04,231,58.04
Georgia,2021-09-20,4,1.01,235,59.05
Georgia,2021-10-04,70,17.59,305,76.64
Georgia,2021-10-18,94,23.62,399,100.26
Georgia,2021-11-01,33,8.29,432,108.55
Georgia,2021-11-15,77,19.35,509,127.9
Georgia,2021-11-29,69,17.34,578,145.24
Germany,2020-05-11,105,1.25,105,1.25
Germany,2020-05-25,94,1.12,199,2.37
Germany,2020-06-08,82,0.98,281,3.35
Germany,2020-06-22,1528,18.21,1809,21.56
Germany,2020-07-06,390,4.65,2199,26.21
Germany,2020-07-20,103,1.23,2302,27.44
Germany,2020-08-03,53,0.63,2355,28.07
Germany,2020-08-17,144,1.72,2499,29.79
Germany,2020-08-31,174,2.07,2673,31.86
Germany,2020-09-14,115,1.37,2788,33.23
Germany,2020-09-28,324,3.86,3112,37.09
Germany,2020-10-12,349,4.16,3461,41.25
Germany,2020-10-26,387,4.61,3848,45.86
Germany,2020-11-09,494,5.89,4342,51.75
Germany,2020-11-23,589,7.02,4931,58.77
Germany,2020-12-07,770,9.18,5701,67.95
Germany,2020-12-21,999,11.91,6700,79.86
Germany,2021-01-04,665,7.93,7365,87.79
Germany,2021-01-11,524,6.25,7889,94.04
Germany,2021-01-25,3161,37.68,11050,131.72
Germany,2021-02-08,6330,75.45,17380,207.17
Germany,2021-02-22,9085,108.28,26465,315.45
Germany,2021-03-08,11511,137.2,37976,452.65
Germany,2021-03-22,14466,172.42,52442,625.07
Germany,2021-04-05,16346,194.83,68788,819.9
Germany,2021-04-19,19353,230.67,88141,1050.57
Germany,2021-05-03,19304,230.08,107445,1280.65
Germany,2021-05-17,15643,186.45,123088,1467.1
Germany,2021-05-31,9815,116.98,132903,1584.08
Germany,2021-06-14,5400,64.36,138303,1648.44
Germany,2021-06-28,2631,31.36,140934,1679.8
Germany,2021-07-12,2651,31.6,143585,1711.4
Germany,2021-07-26,4588,54.68,148173,1766.08
Germany,2021-08-09,6195,73.84,154368,1839.92
Germany,2021-08-23,13216,157.52,167584,1997.44
Germany,2021-09-06,19279,229.78,186863,2227.22
Germany,2021-09-20,19921,237.44,206784,2464.66
Germany,2021-10-04,15752,187.75,222536,2652.41
Germany,2021-10-18,12354,147.25,234890,2799.66
Germany,2021-11-01,15521,184.99,250411,2984.65
Germany,2021-11-15,16896,201.38,267307,3186.03
Germany,2021-11-29,18801,224.09,286108,3410.12
Germany,2021-12-13,2910,34.68,289018,3444.8
Ghana,2020-05-11,1,0.03,1,0.03
Ghana,2020-05-25,18,0.57,19,0.6
Ghana,2020-06-08,8,0.25,27,0.85
Ghana,2020-06-22,8,0.25,35,1.1
Ghana,2020-07-06,1,0.03,36,1.13
Ghana,2020-07-20,10,0.32,46,1.45
Ghana,2020-08-03,43,1.36,89,2.81
Ghana,2020-08-17,5,0.16,94,2.97
Ghana,2020-08-31,20,0.63,114,3.6
Ghana,2020-09-14,19,0.6,133,4.2
Ghana,2020-09-28,1,0.03,134,4.23
Ghana,2020-10-12,3,0.09,137,4.32
Ghana,2020-11-09,20,0.63,157,4.95
Ghana,2020-11-23,17,0.54,174,5.49
Ghana,2020-12-07,32,1.01,206,6.5
Ghana,2020-12-21,23,0.72,229,7.22
Ghana,2021-01-04,22,0.69,251,7.91
Ghana,2021-01-11,115,3.62,366,11.53
Ghana,2021-01-25,91,2.87,457,14.4
Ghana,2021-02-08,76,2.4,533,16.8
Ghana,2021-02-22,87,2.74,620,19.54
Ghana,2021-03-08,52,1.64,672,21.18
Ghana,2021-03-22,53,1.67,725,22.85
Ghana,2021-04-05,46,1.45,771,24.3
Ghana,2021-04-19,96,3.03,867,27.33
Ghana,2021-05-03,84,2.65,951,29.98
Ghana,2021-05-17,60,1.89,1011,31.87
Ghana,2021-05-31,74,2.33,1085,34.2
Ghana,2021-06-14,27,0.85,1112,35.05
Ghana,2021-06-28,52,1.64,1164,36.69
Ghana,2021-07-12,131,4.13,1295,40.82
Ghana,2021-07-26,146,4.6,1441,45.42
Ghana,2021-08-09,105,3.31,1546,48.73
Ghana,2021-08-23,112,3.53,1658,52.26
Ghana,2021-09-06,16,0.5,1674,52.76
Ghana,2021-09-20,19,0.6,1693,53.36
Ghana,2021-10-04,12,0.38,1705,53.74
Ghana,2021-10-18,28,0.88,1733,54.62
Ghana,2021-11-01,38,1.2,1771,55.82
Ghana,2021-11-15,13,0.41,1784,56.23
Ghana,2021-11-29,46,1.45,1830,57.68
Greece,2020-05-11,8,0.77,8,0.77
Greece,2020-05-25,8,0.77,16,1.54
Greece,2020-08-03,2,0.19,18,1.73
Greece,2020-08-17,15,1.45,33,3.18
Greece,2020-08-31,2,0.19,35,3.37
Greece,2020-09-14,24,2.31,59,5.68
Greece,2020-09-28,40,3.86,99,9.54
Greece,2020-10-12,42,4.05,141,13.59
Greece,2020-10-26,22,2.12,163,15.71
Greece,2020-11-09,207,19.96,370,35.67
Greece,2020-11-23,141,13.6,511,49.27
Greece,2020-12-07,78,7.52,589,56.79
Greece,2020-12-21,264,25.46,853,82.25
Greece,2021-01-04,172,16.59,1025,98.84
Greece,2021-01-11,48,4.63,1073,103.47
Greece,2021-01-25,142,13.69,1215,117.16
Greece,2021-02-08,111,10.7,1326,127.86
Greece,2021-02-22,143,13.79,1469,141.65
Greece,2021-03-08,1114,107.42,2583,249.07
Greece,2021-03-22,1040,100.28,3623,349.35
