location,date,num_sequences,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Kosovo,2021-01-04,7,3.93,20,11.21
Kosovo,2021-01-11,14,7.86,34,19.07
Kosovo,2021-05-03,2,1.12,36,20.19
Kosovo,2021-05-17,11,6.17,47,26.36
Kosovo,2021-05-31,1,0.56,48,26.92
Kosovo,2021-06-14,7,3.93,55,30.85
Kosovo,2021-07-12,3,1.68,58,32.53
Kosovo,2021-07-26,44,24.69,102,57.22
Kosovo,2021-08-09,166,93.15,268,150.37
Kosovo,2021-08-23,154,86.41,422,236.78
Kosovo,2021-09-06,64,35.91,486,272.69
Kosovo,2021-09-20,243,136.35,729,409.04
Kosovo,2021-10-04,110,61.72,839,470.76
Kosovo,2021-10-18,39,21.88,878,492.64
Kosovo,2021-11-01,41,23.01,919,515.65
Kosovo,2021-11-15,34,19.08,953,534.73
Kuwait,2021-01-04,15,3.47,15,3.47
Kuwait,2021-01-25,5,1.16,20,4.63
Kuwait,2021-02-08,5,1.16,25,5.79
Kuwait,2021-04-19,3,0.69,28,6.48
Kuwait,2021-05-31,7,1.62,35,8.1
Kuwait,2021-06-14,32,7.39,67,15.49
Kuwait,2021-06-28,40,9.24,107,24.73
Kuwait,2021-07-12,66,15.25,173,39.98
Kuwait,2021-08-09,8,1.85,181,41.83
Kuwait,2021-08-23,32,7.39,213,49.22
Kuwait,2021-09-06,5,1.16,218,50.38
Kuwait,2021-09-20,18,4.16,236,54.54
Kuwait,2021-10-04,30,6.93,266,61.47
Kuwait,2021-10-18,22,5.08,288,66.55
Kuwait,2021-11-01,16,3.7,304,70.25
Kuwait,2021-11-29,11,2.54,315,72.79
Latvia,2020-05-11,19,10.18,19,10.18
Latvia,2020-06-08,3,1.61,22,11.79
Latvia,2020-06-22,5,2.68,27,14.47
Latvia,2020-07-06,3,1.61,30,16.08
Latvia,2020-07-20,29,15.53,59,31.61
Latvia,2020-08-03,11,5.89,70,37.5
Latvia,2020-08-17,18,9.64,88,47.14
Latvia,2020-08-31,21,11.25,109,58.39
Latvia,2020-09-14,23,12.32,132,70.71
Latvia,2020-09-28,46,24.64,178,95.35
Latvia,2020-10-12,297,159.08,475,254.43
Latvia,2020-10-26,12,6.43,487,260.86
Latvia,2020-11-09,1,0.54,488,261.4
Latvia,2020-11-23,1,0.54,489,261.94
Latvia,2020-12-21,5,2.68,494,264.62
Latvia,2021-01-04,1,0.54,495,265.16
Latvia,2021-01-11,3,1.61,498,266.77
Latvia,2021-01-25,82,43.92,580,310.69
Latvia,2021-02-08,249,133.37,829,444.06
Latvia,2021-02-22,427,228.72,1256,672.78
Latvia,2021-03-08,468,250.68,1724,923.46
Latvia,2021-03-22,991,530.82,2715,1454.28
Latvia,2021-04-05,458,245.32,3173,1699.6
Latvia,2021-04-19,750,401.73,3923,2101.33
Latvia,2021-05-03,724,387.8,4647,2489.13
Latvia,2021-05-17,509,272.64,5156,2761.77
Latvia,2021-05-31,517,276.92,5673,3038.69
Latvia,2021-06-14,48,25.71,5721,3064.4
Latvia,2021-06-28,5,2.68,5726,3067.08
Latvia,2021-07-12,61,32.67,5787,3099.75
Latvia,2021-08-23,35,18.75,5822,3118.5
Lebanon,2020-06-08,3,0.44,3,0.44
Lebanon,2020-07-06,2,0.3,5,0.74
Lebanon,2020-08-03,4,0.59,9,1.33
Lebanon,2020-08-17,3,0.44,12,1.77
Lebanon,2020-09-14,10,1.48,22,3.25
Lebanon,2020-10-12,3,0.44,25,3.69
Lebanon,2020-12-07,2,0.3,27,3.99
Lebanon,2020-12-21,1,0.15,28,4.14
Lebanon,2021-01-04,18,2.66,46,6.8
Lebanon,2021-01-11,31,4.58,77,11.38
Lebanon,2021-01-25,63,9.31,140,20.69
Lebanon,2021-02-08,62,9.16,202,29.85
Lebanon,2021-02-22,139,20.53,341,50.38
Lebanon,2021-03-08,157,23.19,498,73.57
Lebanon,2021-03-22,130,19.2,628,92.77
Lebanon,2021-04-05,117,17.28,745,110.05
Lebanon,2021-04-19,77,11.38,822,121.43
Lebanon,2021-05-03,91,13.44,913,134.87
Lebanon,2021-05-17,11,1.63,924,136.5
Lebanon,2021-06-28,4,0.59,928,137.09
Lebanon,2021-07-12,52,7.68,980,144.77
Lebanon,2021-07-26,25,3.69,1005,148.46
Liechtenstein,2020-10-26,3,78.42,3,78.42
Liechtenstein,2020-11-23,1,26.14,4,104.56
Liechtenstein,2020-12-07,2,52.28,6,156.84
Liechtenstein,2020-12-21,12,313.69,18,470.53
Liechtenstein,2021-01-04,15,392.12,33,862.65
Liechtenstein,2021-01-25,3,78.42,36,941.07
Liechtenstein,2021-02-08,9,235.27,45,1176.34
Liechtenstein,2021-02-22,1,26.14,46,1202.48
Liechtenstein,2021-03-08,3,78.42,49,1280.9
Liechtenstein,2021-04-05,1,26.14,50,1307.04
Liechtenstein,2021-04-19,16,418.26,66,1725.3
Liechtenstein,2021-05-03,12,313.69,78,2038.99
Liechtenstein,2021-05-17,7,182.99,85,2221.98
Liechtenstein,2021-05-31,2,52.28,87,2274.26
Liechtenstein,2021-06-14,2,52.28,89,2326.54
Liechtenstein,2021-06-28,2,52.28,91,2378.82
Liechtenstein,2021-07-12,2,52.28,93,2431.1
Liechtenstein,2021-07-26,4,104.56,97,2535.66
Liechtenstein,2021-08-09,2,52.28,99,2587.94
Liechtenstein,2021-08-23,11,287.55,110,2875.49
Liechtenstein,2021-09-06,7,182.99,117,3058.48
Liechtenstein,2021-09-20,5,130.71,122,3189.19
Liechtenstein,2021-10-04,4,104.56,126,3293.75
Liechtenstein,2021-10-18,4,104.56,130,3398.31
Liechtenstein,2021-11-01,11,287.55,141,3685.86
Liechtenstein,2021-11-15,61,1594.6,202,5280.46
Liechtenstein,2021-11-29,88,2300.41,290,7580.87
Lithuania,2020-05-25,13,4.83,13,4.83
Lithuania,2020-06-08,2,0.74,15,5.57
Lithuania,2020-08-03,9,3.35,24,8.92
Lithuania,2020-08-17,16,5.95,40,14.87
Lithuania,2020-08-31,14,5.2,54,20.07
Lithuania,2020-09-14,30,11.15,84,31.22
Lithuania,2020-09-28,4,1.49,88,32.71
Lithuania,2020-10-12,4,1.49,92,34.2
Lithuania,2020-10-26,2,0.74,94,34.94
Lithuania,2020-11-09,3,1.12,97,36.06
Lithuania,2020-11-23,17,6.32,114,42.38
Lithuania,2020-12-07,199,73.98,313,116.36
Lithuania,2020-12-21,206,76.58,519,192.94
Lithuania,2021-01-04,112,41.64,631,234.58
Lithuania,2021-01-11,122,45.36,753,279.94
Lithuania,2021-01-25,191,71.01,944,350.95
Lithuania,2021-02-08,181,67.29,1125,418.24
Lithuania,2021-02-22,881,327.53,2006,745.77
Lithuania,2021-03-08,1198,445.38,3204,1191.15
Lithuania,2021-03-22,1395,518.61,4599,1709.76
Lithuania,2021-04-05,1624,603.75,6223,2313.51
Lithuania,2021-04-19,1710,635.72,7933,2949.23
Lithuania,2021-05-03,1619,601.89,9552,3551.12
Lithuania,2021-05-17,1422,528.65,10974,4079.77
Lithuania,2021-05-31,1484,551.7,12458,4631.47
Lithuania,2021-06-14,664,246.85,13122,4878.32
Lithuania,2021-06-28,211,78.44,13333,4956.76
Lithuania,2021-07-12,236,87.74,13569,5044.5
Lithuania,2021-07-26,993,369.16,14562,5413.66
Lithuania,2021-08-09,1516,563.6,16078,5977.26
Lithuania,2021-08-23,1415,526.05,17493,6503.31
Lithuania,2021-09-06,1200,446.12,18693,6949.43
Lithuania,2021-09-20,871,323.81,19564,7273.24
Lithuania,2021-10-04,731,271.76,20295,7545.0
Lithuania,2021-10-18,944,350.95,21239,7895.95
Lithuania,2021-11-01,1008,374.74,22247,8270.69
Lithuania,2021-11-15,1165,433.11,23412,8703.8
Lithuania,2021-11-29,421,156.51,23833,8860.31
Luxembourg,2020-05-11,6,9.45,6,9.45
Luxembourg,2020-05-25,12,18.9,18,28.35
Luxembourg,2020-06-22,4,6.3,22,34.65
Luxembourg,2020-07-06,20,31.51,42,66.16
Luxembourg,2020-07-20,24,37.81,66,103.97
Luxembourg,2020-08-03,20,31.51,86,135.48
Luxembourg,2020-08-17,17,26.78,103,162.26
Luxembourg,2020-08-31,4,6.3,107,168.56
Luxembourg,2020-09-14,7,11.03,114,179.59
Luxembourg,2020-09-28,18,28.35,132,207.94
Luxembourg,2020-10-12,34,53.56,166,261.5
Luxembourg,2020-10-26,394,620.65,560,882.15
Luxembourg,2020-11-09,535,842.77,1095,1724.92
Luxembourg,2020-11-23,444,699.42,1539,2424.34
Luxembourg,2020-12-07,769,1211.38,2308,3635.72
Luxembourg,2020-12-21,676,1064.88,2984,4700.6
Luxembourg,2021-01-04,267,420.6,3251,5121.2
Luxembourg,2021-01-11,114,179.58,3365,5300.78
Luxembourg,2021-01-25,256,403.27,3621,5704.05
Luxembourg,2021-02-08,593,934.13,4214,6638.18
Luxembourg,2021-02-22,354,557.64,4568,7195.82
Luxembourg,2021-03-08,754,1187.75,5322,8383.57
Luxembourg,2021-03-22,683,1075.91,6005,9459.48
Luxembourg,2021-04-05,948,1493.35,6953,10952.83
Luxembourg,2021-04-19,1043,1643.0,7996,12595.83
Luxembourg,2021-05-03,1073,1690.26,9069,14286.09
Luxembourg,2021-05-17,744,1172.0,9813,15458.09
Luxembourg,2021-05-31,392,617.5,10205,16075.59
Luxembourg,2021-06-14,240,378.06,10445,16453.65
Luxembourg,2021-06-28,130,204.78,10575,16658.43
Luxembourg,2021-07-12,944,1487.05,11519,18145.48
Luxembourg,2021-07-26,699,1101.11,12218,19246.59
Luxembourg,2021-08-09,459,723.05,12677,19969.64
Luxembourg,2021-08-23,413,650.58,13090,20620.22
Luxembourg,2021-09-06,549,864.82,13639,21485.04
Luxembourg,2021-09-20,600,945.16,14239,22430.2
Luxembourg,2021-10-04,705,1110.56,14944,23540.76
Luxembourg,2021-10-18,764,1203.5,15708,24744.26
Luxembourg,2021-11-01,797,1255.49,16505,25999.75
Luxembourg,2021-11-15,765,1205.08,17270,27204.83
Luxembourg,2021-11-29,1033,1627.25,18303,28832.08
Luxembourg,2021-12-13,57,89.79,18360,28921.87
Madagascar,2020-05-11,13,0.46,13,0.46
Madagascar,2020-05-25,14,0.49,27,0.95
Madagascar,2020-06-08,35,1.23,62,2.18
Madagascar,2020-06-22,23,0.81,85,2.99
Madagascar,2020-07-06,31,1.09,116,4.08
Madagascar,2020-07-20,36,1.27,152,5.35
Madagascar,2020-08-03,29,1.02,181,6.37
Madagascar,2020-08-17,15,0.53,196,6.9
Madagascar,2020-08-31,26,0.91,222,7.81
Madagascar,2020-09-14,25,0.88,247,8.69
Madagascar,2020-09-28,9,0.32,256,9.01
Madagascar,2020-10-12,13,0.46,269,9.47
Madagascar,2020-10-26,10,0.35,279,9.82
Madagascar,2020-11-09,10,0.35,289,10.17
Madagascar,2020-11-23,19,0.67,308,10.84
Madagascar,2020-12-07,10,0.35,318,11.19
Madagascar,2020-12-21,21,0.74,339,11.93
Madagascar,2021-01-04,13,0.46,352,12.39
Madagascar,2021-01-11,17,0.6,369,12.99
Madagascar,2021-01-25,38,1.34,407,14.33
Madagascar,2021-02-08,33,1.16,440,15.49
Madagascar,2021-02-22,19,0.67,459,16.16
Madagascar,2021-03-08,28,0.98,487,17.14
Madagascar,2021-03-22,39,1.37,526,18.51
Madagascar,2021-04-05,52,1.83,578,20.34
Madagascar,2021-04-19,113,3.98,691,24.32
Madagascar,2021-05-03,14,0.49,705,24.81
Malawi,2020-08-17,1,0.05,1,0.05
Malawi,2020-09-28,1,0.05,2,0.1
Malawi,2020-12-07,2,0.1,4,0.2
Malawi,2020-12-21,1,0.05,5,0.25
Malawi,2021-01-04,18,0.92,23,1.17
Malawi,2021-01-11,12,0.61,35,1.78
Malawi,2021-01-25,154,7.84,189,9.62
Malawi,2021-02-08,69,3.51,258,13.13
Malawi,2021-02-22,21,1.07,279,14.2
Malawi,2021-03-08,45,2.29,324,16.49
Malawi,2021-03-22,23,1.17,347,17.66
Malawi,2021-04-05,6,0.31,353,17.97
Malawi,2021-04-19,40,2.04,393,20.01
Malawi,2021-05-03,33,1.68,426,21.69
Malawi,2021-05-17,4,0.2,430,21.89
Malawi,2021-05-31,24,1.22,454,23.11
Malawi,2021-06-14,50,2.54,504,25.65
Malawi,2021-06-28,72,3.66,576,29.31
Malawi,2021-07-12,76,3.87,652,33.18
Malawi,2021-07-26,33,1.68,685,34.86
Malawi,2021-08-09,38,1.93,723,36.79
Malawi,2021-08-23,15,0.76,738,37.55
Malawi,2021-09-06,12,0.61,750,38.16
Malawi,2021-09-20,24,1.22,774,39.38
Malawi,2021-10-04,2,0.1,776,39.48
Malawi,2021-11-01,1,0.05,777,39.53
Malawi,2021-12-13,3,0.15,780,39.68
Malaysia,2020-05-11,7,0.21,7,0.21
Malaysia,2020-05-25,14,0.43,21,0.64
Malaysia,2020-06-08,8,0.24,29,0.88
Malaysia,2020-06-22,3,0.09,32,0.97
Malaysia,2020-07-20,2,0.06,34,1.03
Malaysia,2020-08-03,6,0.18,40,1.21
Malaysia,2020-08-17,9,0.27,49,1.48
Malaysia,2020-08-31,1,0.03,50,1.51
Malaysia,2020-09-14,23,0.7,73,2.21
Malaysia,2020-10-12,25,0.76,98,2.97
Malaysia,2020-10-26,34,1.04,132,4.01
Malaysia,2020-11-09,75,2.29,207,6.3
Malaysia,2020-11-23,44,1.34,251,7.64
Malaysia,2020-12-07,34,1.04,285,8.68
Malaysia,2020-12-21,55,1.68,340,10.36
Malaysia,2021-01-04,35,1.07,375,11.43
Malaysia,2021-01-11,55,1.68,430,13.11
Malaysia,2021-01-25,170,5.19,600,18.3
Malaysia,2021-02-08,103,3.14,703,21.44
Malaysia,2021-02-22,103,3.14,806,24.58
Malaysia,2021-03-08,54,1.65,860,26.23
Malaysia,2021-03-22,58,1.77,918,28.0
Malaysia,2021-04-05,101,3.08,1019,31.08
Malaysia,2021-04-19,204,6.22,1223,37.3
Malaysia,2021-05-03,114,3.48,1337,40.78
Malaysia,2021-05-17,114,3.48,1451,44.26
Malaysia,2021-05-31,73,2.23,1524,46.49
Malaysia,2021-06-14,72,2.2,1596,48.69
Malaysia,2021-06-28,104,3.17,1700,51.86
Malaysia,2021-07-12,121,3.69,1821,55.55
Malaysia,2021-07-26,211,6.44,2032,61.99
Malaysia,2021-08-09,438,13.36,2470,75.35
Malaysia,2021-08-23,623,19.01,3093,94.36
Malaysia,2021-09-06,668,20.38,3761,114.74
Malaysia,2021-09-20,760,23.19,4521,137.93
Malaysia,2021-10-04,662,20.2,5183,158.13
Malaysia,2021-10-18,389,11.87,5572,170.0
Malaysia,2021-11-01,371,11.32,5943,181.32
Malaysia,2021-11-15,334,10.19,6277,191.51
Malaysia,2021-11-29,195,5.95,6472,197.46
Malaysia,2021-12-13,23,0.7,6495,198.16
Maldives,2020-05-11,1,1.84,1,1.84
Maldives,2020-05-25,1,1.84,2,3.68
Maldives,2020-06-08,1,1.84,3,5.52
Maldives,2020-06-22,1,1.84,4,7.36
Maldives,2020-07-20,2,3.68,6,11.04
Maldives,2020-08-03,1,1.84,7,12.88
Maldives,2020-08-17,3,5.52,10,18.4
Maldives,2020-09-28,1,1.84,11,20.24
Maldives,2020-11-09,1,1.84,12,22.08
Maldives,2020-11-23,1,1.84,13,23.92
Maldives,2021-01-04,4,7.36,17,31.28
Maldives,2021-01-11,2,3.68,19,34.96
Maldives,2021-01-25,1,1.84,20,36.8
Maldives,2021-02-08,5,9.2,25,46.0
Maldives,2021-02-22,1,1.84,26,47.84
Maldives,2021-03-08,5,9.2,31,57.04
Maldives,2021-03-22,2,3.68,33,60.72
Maldives,2021-04-05,3,5.52,36,66.24
Maldives,2021-05-03,5,9.2,41,75.44
Maldives,2021-05-17,4,7.36,45,82.8
Maldives,2021-05-31,5,9.2,50,92.0
Maldives,2021-06-14,1,1.84,51,93.84
Maldives,2021-06-28,7,12.88,58,106.72
Maldives,2021-07-12,3,5.52,61,112.24
Maldives,2021-07-26,17,31.27,78,143.51
Maldives,2021-08-09,24,44.15,102,187.66
Maldives,2021-08-23,51,93.82,153,281.48
Maldives,2021-09-06,106,194.99,259,476.47
Maldives,2021-09-20,61,112.21,320,588.68
Maldives,2021-10-04,113,207.87,433,796.55
Maldives,2021-10-18,97,178.43,530,974.98
Maldives,2021-11-01,52,95.66,582,1070.64
Maldives,2021-11-15,85,156.36,667,1227.0
Maldives,2021-11-29,53,97.49,720,1324.49
Malta,2020-08-17,1,1.94,1,1.94
Malta,2020-08-31,2,3.88,3,5.82
Malta,2020-09-14,7,13.56,10,19.38
Malta,2021-04-05,38,73.63,48,93.01
Malta,2021-04-19,32,62.0,80,155.01
Malta,2021-05-03,44,85.25,124,240.26
Malta,2021-05-17,32,62.0,156,302.26
Malta,2021-05-31,15,29.06,171,331.32
Malta,2021-06-14,11,21.31,182,352.63
Malta,2021-06-28,9,17.44,191,370.07
Malta,2021-07-12,60,116.26,251,486.33
Malta,2021-07-26,48,93.01,299,579.34
Malta,2021-08-09,19,36.81,318,616.15
Malta,2021-10-18,52,100.76,370,716.91
Malta,2021-11-01,24,46.5,394,763.41
Malta,2021-11-15,22,42.63,416,806.04
Malta,2021-11-29,104,201.51,520,1007.55
Mexico,2020-05-11,204,1.57,204,1.57
Mexico,2020-05-25,264,2.03,468,3.6
Mexico,2020-06-08,290,2.23,758,5.83
Mexico,2020-06-22,166,1.27,924,7.1
Mexico,2020-07-06,219,1.68,1143,8.78
Mexico,2020-07-20,122,0.94,1265,9.72
Mexico,2020-08-03,155,1.19,1420,10.91
Mexico,2020-08-17,143,1.1,1563,12.01
Mexico,2020-08-31,158,1.21,1721,13.22
Mexico,2020-09-14,122,0.94,1843,14.16
Mexico,2020-09-28,62,0.48,1905,14.64
Mexico,2020-10-12,81,0.62,1986,15.26
Mexico,2020-10-26,90,0.69,2076,15.95
Mexico,2020-11-09,89,0.68,2165,16.63
Mexico,2020-11-23,170,1.31,2335,17.94
Mexico,2020-12-07,233,1.79,2568,19.73
Mexico,2020-12-21,310,2.38,2878,22.11
Mexico,2021-01-04,277,2.13,3155,24.24
Mexico,2021-01-11,128,0.98,3283,25.22
Mexico,2021-01-25,365,2.8,3648,28.02
Mexico,2021-02-08,362,2.78,4010,30.8
Mexico,2021-02-22,1128,8.66,5138,39.46
Mexico,2021-03-08,1327,10.19,6465,49.65
Mexico,2021-03-22,1099,8.44,7564,58.09
Mexico,2021-04-05,961,7.38,8525,65.47
Mexico,2021-04-19,1263,9.7,9788,75.17
Mexico,2021-05-03,1388,10.66,11176,85.83
Mexico,2021-05-17,1588,12.19,12764,98.02
Mexico,2021-05-31,1714,13.16,14478,111.18
Mexico,2021-06-14,2197,16.87,16675,128.05
Mexico,2021-06-28,1888,14.49,18563,142.54
Mexico,2021-07-12,2113,16.22,20676,158.76
Mexico,2021-07-26,2396,18.39,23072,177.15
Mexico,2021-08-09,2495,19.15,25567,196.3
Mexico,2021-08-23,2181,16.74,27748,213.04
Mexico,2021-09-06,1926,14.79,29674,227.83
Mexico,2021-09-20,2048,15.72,31722,243.55
Mexico,2021-10-04,2481,19.05,34203,262.6
Mexico,2021-10-18,1866,14.32,36069,276.92
Mexico,2021-11-01,1604,12.31,37673,289.23
Mexico,2021-11-15,790,6.06,38463,295.29
Mexico,2021-11-29,312,2.4,38775,297.69
Mexico,2021-12-13,64,0.49,38839,298.18
Monaco,2021-01-25,1,25.3,1,25.3
Monaco,2021-02-08,1,25.3,2,50.6
Monaco,2021-03-08,4,101.21,6,151.81
Monaco,2021-04-19,2,50.61,8,202.42
Monaco,2021-05-31,1,25.3,9,227.72
Monaco,2021-06-14,11,278.34,20,506.06
Monaco,2021-06-28,20,506.07,40,1012.13
Monaco,2021-07-12,1,25.3,41,1037.43
Monaco,2021-07-26,14,354.25,55,1391.68
Monaco,2021-08-09,14,354.25,69,1745.93
Monaco,2021-09-06,6,151.82,75,1897.75
Monaco,2021-09-20,2,50.61,77,1948.36
Monaco,2021-11-01,3,75.91,80,2024.27
Monaco,2021-11-15,3,75.91,83,2100.18
Montenegro,2020-07-20,9,14.33,9,14.33
Montenegro,2021-01-25,19,30.25,28,44.58
Montenegro,2021-06-14,17,27.07,45,71.65
Montenegro,2021-06-28,18,28.66,63,100.31
Montenegro,2021-07-12,20,31.84,83,132.15
Montenegro,2021-07-26,30,47.77,113,179.92
Montenegro,2021-08-09,71,113.05,184,292.97
Montenegro,2021-08-23,36,57.32,220,350.29
Montenegro,2021-09-06,32,50.95,252,401.24
Montenegro,2021-09-20,5,7.96,257,409.2
Montenegro,2021-10-04,1,1.59,258,410.79
Montenegro,2021-10-18,15,23.88,273,434.67
Montenegro,2021-11-01,33,52.54,306,487.21
Montenegro,2021-11-15,36,57.32,342,544.53
Morocco,2020-05-11,25,0.67,25,0.67
Morocco,2020-05-25,3,0.08,28,0.75
Morocco,2020-06-08,1,0.03,29,0.78
Morocco,2020-06-22,1,0.03,30,0.81
Morocco,2020-07-06,2,0.05,32,0.86
Morocco,2020-07-20,19,0.51,51,1.37
Morocco,2020-08-17,2,0.05,53,1.42
Morocco,2020-09-28,2,0.05,55,1.47
Morocco,2020-11-09,1,0.03,56,1.5
Morocco,2020-12-21,26,0.7,82,2.2
Morocco,2021-01-04,15,0.4,97,2.6
Morocco,2021-01-11,22,0.59,119,3.19
Morocco,2021-01-25,1,0.03,120,3.22
Morocco,2021-02-08,4,0.11,124,3.33
Morocco,2021-03-08,17,0.46,141,3.79
Morocco,2021-03-22,24,0.64,165,4.43
Morocco,2021-04-05,18,0.48,183,4.91
Morocco,2021-04-19,20,0.54,203,5.45
Morocco,2021-05-03,5,0.13,208,5.58
Morocco,2021-05-31,1,0.03,209,5.61
Morocco,2021-06-14,1,0.03,210,5.64
Morocco,2021-06-28,7,0.19,217,5.83
Morocco,2021-07-12,8,0.21,225,6.04
Morocco,2021-07-26,30,0.8,255,6.84
Morocco,2021-09-06,45,1.2,300,8.04
Morocco,2021-09-20,15,0.4,315,8.44
Morocco,2021-10-18,26,0.7,341,9.14
Morocco,2021-11-01,20,0.54,361,9.68
Mozambique,2020-07-20,7,0.22,7,0.22
Mozambique,2020-08-17,1,0.03,8,0.25
Mozambique,2020-08-31,10,0.31,18,0.56
Mozambique,2020-09-14,5,0.16,23,0.72
Mozambique,2020-09-28,5,0.16,28,0.88
Mozambique,2020-10-12,13,0.4,41,1.28
Mozambique,2020-10-26,2,0.06,43,1.34
Mozambique,2020-11-09,32,0.99,75,2.33
Mozambique,2020-11-23,11,0.34,86,2.67
Mozambique,2020-12-07,29,0.9,115,3.57
Mozambique,2020-12-21,11,0.34,126,3.91
Mozambique,2021-01-04,30,0.93,156,4.84
Mozambique,2021-01-11,31,0.96,187,5.8
Mozambique,2021-01-25,104,3.23,291,9.03
Mozambique,2021-02-08,42,1.31,333,10.34
Mozambique,2021-02-22,47,1.46,380,11.8
Mozambique,2021-03-08,22,0.68,402,12.48
Mozambique,2021-03-22,83,2.58,485,15.06
Mozambique,2021-04-05,11,0.34,496,15.4
Mozambique,2021-04-19,9,0.28,505,15.68
Mozambique,2021-05-03,20,0.62,525,16.3
Mozambique,2021-05-17,9,0.28,534,16.58
Mozambique,2021-05-31,12,0.37,546,16.95
Mozambique,2021-06-14,8,0.25,554,17.2
Mozambique,2021-06-28,114,3.54,668,20.74
Mozambique,2021-07-12,109,3.39,777,24.13
Mozambique,2021-07-26,64,1.99,841,26.12
Mozambique,2021-08-09,24,0.75,865,26.87
Mozambique,2021-08-23,1,0.03,866,26.9
Mozambique,2021-09-06,15,0.47,881,27.37
Mozambique,2021-09-20,14,0.44,895,27.81
Mozambique,2021-10-04,9,0.28,904,28.09
Mozambique,2021-10-18,2,0.06,906,28.15
Mozambique,2021-11-01,2,0.06,908,28.21
Nepal,2020-08-03,2,0.07,2,0.07
Nepal,2020-08-17,12,0.4,14,0.47
Nepal,2020-08-31,1,0.03,15,0.5
Nepal,2020-10-12,1,0.03,16,0.53
Nepal,2020-11-23,1,0.03,17,0.56
Nepal,2020-12-07,1,0.03,18,0.59
Nepal,2021-04-19,4,0.13,22,0.72
Nepal,2021-05-03,17,0.57,39,1.29
Nepal,2021-05-17,30,1.01,69,2.3
Nepal,2021-05-31,18,0.61,87,2.91
Nepal,2021-06-14,39,1.31,126,4.22
Nepal,2021-06-28,14,0.47,140,4.69
Nepal,2021-07-12,25,0.84,165,5.53
Nepal,2021-07-26,15,0.51,180,6.04
Nepal,2021-08-09,22,0.74,202,6.78
Nepal,2021-08-23,43,1.45,245,8.23
Nepal,2021-09-06,9,0.3,254,8.53
Nepal,2021-09-20,25,0.84,279,9.37
Nepal,2021-10-04,22,0.74,301,10.11
Nepal,2021-11-01,4,0.13,305,10.24
Nepal,2021-11-15,6,0.2,311,10.44
Nepal,2021-11-29,24,0.81,335,11.25
Nepal,2021-12-13,5,0.17,340,11.42
Netherlands,2020-05-11,214,12.46,214,12.46
Netherlands,2020-05-25,226,13.16,440,25.62
Netherlands,2020-06-08,144,8.39,584,34.01
Netherlands,2020-06-22,98,5.71,682,39.72
Netherlands,2020-07-06,91,5.3,773,45.02
Netherlands,2020-07-20,67,3.9,840,48.92
Netherlands,2020-08-03,90,5.24,930,54.16
Netherlands,2020-08-17,123,7.16,1053,61.32
Netherlands,2020-08-31,127,7.4,1180,68.72
Netherlands,2020-09-14,120,6.99,1300,75.71
Netherlands,2020-09-28,273,15.9,1573,91.61
Netherlands,2020-10-12,297,17.29,1870,108.9
Netherlands,2020-10-26,435,25.33,2305,134.23
Netherlands,2020-11-09,416,24.22,2721,158.45
Netherlands,2020-11-23,437,25.45,3158,183.9
Netherlands,2020-12-07,533,31.04,3691,214.94
Netherlands,2020-12-21,817,47.57,4508,262.51
Netherlands,2021-01-04,1141,66.44,5649,328.95
Netherlands,2021-01-11,780,45.42,6429,374.37
Netherlands,2021-01-25,1736,101.09,8165,475.46
Netherlands,2021-02-08,2269,132.13,10434,607.59
Netherlands,2021-02-22,2416,140.69,12850,748.28
Netherlands,2021-03-08,3160,184.01,16010,932.29
Netherlands,2021-03-22,4027,234.49,20037,1166.78
Netherlands,2021-04-05,3860,224.77,23897,1391.55
Netherlands,2021-04-19,3579,208.41,27476,1599.96
Netherlands,2021-05-03,3934,229.08,31410,1829.04
Netherlands,2021-05-17,3480,202.64,34890,2031.68
Netherlands,2021-05-31,2961,172.42,37851,2204.1
Netherlands,2021-06-14,2563,149.25,40414,2353.35
Netherlands,2021-06-28,1795,104.52,42209,2457.87
Netherlands,2021-07-12,3411,198.62,45620,2656.49
Netherlands,2021-07-26,4683,272.69,50303,2929.18
Netherlands,2021-08-09,2896,168.64,53199,3097.82
Netherlands,2021-08-23,2918,169.92,56117,3267.74
Netherlands,2021-09-06,3199,186.28,59316,3454.02
Netherlands,2021-09-20,2522,146.86,61838,3600.88
Netherlands,2021-10-04,2058,119.84,63896,3720.72
Netherlands,2021-10-18,2546,148.26,66442,3868.98
Netherlands,2021-11-01,2927,170.44,69369,4039.42
Netherlands,2021-11-15,3302,192.28,72671,4231.7
Netherlands,2021-11-29,2184,127.18,74855,4358.88
Netherlands,2021-12-13,203,11.82,75058,4370.7
New Zealand,2020-05-11,8,1.56,8,1.56
New Zealand,2020-05-25,1,0.2,9,1.76
New Zealand,2020-06-22,5,0.98,14,2.74
New Zealand,2020-07-06,3,0.59,17,3.33
New Zealand,2020-07-20,3,0.59,20,3.92
New Zealand,2020-08-03,2,0.39,22,4.31
New Zealand,2020-08-17,37,7.22,59,11.53
New Zealand,2020-08-31,74,14.45,133,25.98
New Zealand,2020-09-14,33,6.44,166,32.42
New Zealand,2020-09-28,16,3.12,182,35.54
New Zealand,2020-10-12,14,2.73,196,38.27
New Zealand,2020-10-26,36,7.03,232,45.3
